Gene stable ID,Genome name,Transcript stable ID,Gene description,lacks_WBP_human_orthologue,lacks_WBP_human_orthologue_evidence,best_WBP_human_orthologue_lt_40pct_identity,best_WBP_human_orthologue_lt_40pct_identity_evidence,is_enzyme,is_enzyme_evidence,is_kinase,is_kinase_evidence,is_ion_channel,is_ion_channel_evidence,is_gpcr,is_gpcr_evidence,is_nuclear_receptor,is_nuclear_receptor_evidence,is_privileged_target_family,is_privileged_target_family_evidence
TTRE5795,Trichuris trichiura (PRJEB535),TTRE5795_t1,Arrestin N and Arrestin C domain containing prote in  [Source:UniProtKB/TrEMBL;Acc:A0A077YVR7],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ARRDC2",True,Best human orthologue in WormBase ParaSite has < 40% identity: ARRDC2 18.1818%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5796,Trichuris trichiura (PRJEB535),TTRE5796_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NEXMIF",True,Best human orthologue in WormBase ParaSite has < 40% identity: NEXMIF 5.33643%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5797,Trichuris trichiura (PRJEB535),TTRE5797_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PPP1R8",True,Best human orthologue in WormBase ParaSite has < 40% identity: PPP1R8 30.4348%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5798,Trichuris trichiura (PRJEB535),TTRE5798_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CDC27",True,Best human orthologue in WormBase ParaSite has < 40% identity: CDC27 29.1066%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5799,Trichuris trichiura (PRJEB535),TTRE5799_t1,RNA helicase  [Source:UniProtKB/TrEMBL;Acc:A0A077YVA1],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: DDX39A",False,Best human orthologue found in WormBase Parasite has >= 40% identity: DDX39A 72.1578%,True,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR014014 - RNA helicase, DEAD-box type, Q motif",False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_enzyme
TTRE58,Trichuris trichiura (PRJEB535),TTRE58_t1,RhoGEF and PH and PH 11 and FYVE domain containin g protein  [Source:UniProtKB/TrEMBL;Acc:A0A077YZ26],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: FGD6",True,Best human orthologue in WormBase ParaSite has < 40% identity: FGD6 22.5067%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE580,Trichuris trichiura (PRJEB535),TTRE580_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PPP4R1",True,Best human orthologue in WormBase ParaSite has < 40% identity: PPP4R1 26.6667%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5800,Trichuris trichiura (PRJEB535),TTRE5800_t1,Ribonuclease UK114  [Source:UniProtKB/TrEMBL;Acc:A0A077Z8Z3],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RIDA",False,Best human orthologue found in WormBase Parasite has >= 40% identity: RIDA 51.1628%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5801,Trichuris trichiura (PRJEB535),TTRE5801_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5802,Trichuris trichiura (PRJEB535),TTRE5802_t1,Armadillo repeat-containing protein 8  [Source:UniProtKB/TrEMBL;Acc:A0A077ZPG1],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ARMC8",True,Best human orthologue in WormBase ParaSite has < 40% identity: ARMC8 29.0909%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5803,Trichuris trichiura (PRJEB535),TTRE5803_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NPEPPS",True,Best human orthologue in WormBase ParaSite has < 40% identity: NPEPPS 38.5038%,True,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR014782 - Peptidase M1, membrane alanine aminopeptidase",False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_enzyme
TTRE5804,Trichuris trichiura (PRJEB535),TTRE5804_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5805,Trichuris trichiura (PRJEB535),TTRE5805_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: KCNC4",True,Best human orthologue in WormBase ParaSite has < 40% identity: KCNC4 14.0351%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,True,"Encodes protein with InterPro domain(s)  that are related to GO:0015267: IPR005821 - Ion transport domain, IPR003937 - Potassium channel, voltage dependent, KCNQ",False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_ion_channel
TTRE5807,Trichuris trichiura (PRJEB535),TTRE5807_t2,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,True,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR008266 - Tyrosine-protein kinase, active site, IPR001245 - Serine-threonine/tyrosine-protein kinase, catalytic domain, IPR000719 - Protein kinase domain, IPR016245 - Tyrosine protein kinase, EGF/ERB/XmrK receptor, IPR020635 - Tyrosine-protein kinase, catalytic domain",True,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR020635 - Tyrosine-protein kinase, catalytic domain, IPR000719 - Protein kinase domain, IPR008266 - Tyrosine-protein kinase, active site, IPR016245 - Tyrosine protein kinase, EGF/ERB/XmrK receptor, IPR001245 - Serine-threonine/tyrosine-protein kinase, catalytic domain",False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,"Meets the following criteria: is_enzyme, is_kinase"
TTRE5808,Trichuris trichiura (PRJEB535),TTRE5808_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5809,Trichuris trichiura (PRJEB535),TTRE5809_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: NAA60",True,Best human orthologue in WormBase ParaSite has < 40% identity: NAA60 33.8843%,True,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR045141 - N-alpha-acetyltransferase 60-like, IPR000182 - GNAT domain",False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_enzyme
TTRE581,Trichuris trichiura (PRJEB535),TTRE581_t2,"Solute carrier family 2, facilitated glucose  [Source:UniProtKB/TrEMBL;Acc:A0A077Z5C9]",False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SLC2A3",False,Best human orthologue found in WormBase Parasite has >= 40% identity: SLC2A3 41.3174%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5810,Trichuris trichiura (PRJEB535),TTRE5810_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5811,Trichuris trichiura (PRJEB535),TTRE5811_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5812,Trichuris trichiura (PRJEB535),TTRE5812_t1,Guanine nucleotide binding protein subunit  [Source:UniProtKB/TrEMBL;Acc:A0A077YXJ8],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GNB2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: GNB2 86.7647%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5813,Trichuris trichiura (PRJEB535),TTRE5813_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: LYAR",True,Best human orthologue in WormBase ParaSite has < 40% identity: LYAR 26.8072%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5814,Trichuris trichiura (PRJEB535),TTRE5814_t1,POT1PC domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0N8],True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5815,Trichuris trichiura (PRJEB535),TTRE5815_t1,protein adenylyltransferase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z0U6],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: FICD",True,Best human orthologue in WormBase ParaSite has < 40% identity: FICD 39.083%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5816,Trichuris trichiura (PRJEB535),TTRE5816_t7,cAMP dependent protein kinase catalytic subunit  [Source:UniProtKB/TrEMBL;Acc:A0A077YYK5],True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,True,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR008271 - Serine/threonine-protein kinase, active site, IPR000961 - AGC-kinase, C-terminal, IPR000719 - Protein kinase domain",True,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR000719 - Protein kinase domain, IPR000961 - AGC-kinase, C-terminal, IPR008271 - Serine/threonine-protein kinase, active site",False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,"Meets the following criteria: is_enzyme, is_kinase"
TTRE5817,Trichuris trichiura (PRJEB535),TTRE5817_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5818,Trichuris trichiura (PRJEB535),TTRE5818_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: FCHO1",True,Best human orthologue in WormBase ParaSite has < 40% identity: FCHO1 21.7252%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5819,Trichuris trichiura (PRJEB535),TTRE5819_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE582,Trichuris trichiura (PRJEB535),TTRE582_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5820,Trichuris trichiura (PRJEB535),TTRE5820_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SGMS2",True,Best human orthologue in WormBase ParaSite has < 40% identity: SGMS2 29.6569%,True,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR045221 - Sphingomyelin synthase-like,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_enzyme
TTRE5821,Trichuris trichiura (PRJEB535),TTRE5821_t1,DnaJ subfamily B 2  [Source:UniProtKB/TrEMBL;Acc:A0A077Z819],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: DNAJB14",True,Best human orthologue in WormBase ParaSite has < 40% identity: DNAJB14 34.0741%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5822,Trichuris trichiura (PRJEB535),TTRE5822_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: ZNF512B",True,Best human orthologue in WormBase ParaSite has < 40% identity: ZNF512B 6.12855%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5823,Trichuris trichiura (PRJEB535),TTRE5823_t2,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CLCNKB",True,Best human orthologue in WormBase ParaSite has < 40% identity: CLCNKB 27.9639%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5824,Trichuris trichiura (PRJEB535),TTRE5824_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5825,Trichuris trichiura (PRJEB535),TTRE5825_t2,Flavin-containing monooxygenase  [Source:UniProtKB/TrEMBL;Acc:A0A077Z9H7],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: FMO2",True,Best human orthologue in WormBase ParaSite has < 40% identity: FMO2 26.0674%,True,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR020946 - Flavin monooxygenase-like,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_enzyme
TTRE5826,Trichuris trichiura (PRJEB535),TTRE5826_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CENPJ",True,Best human orthologue in WormBase ParaSite has < 40% identity: CENPJ 22.1733%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5827,Trichuris trichiura (PRJEB535),TTRE5827_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: HIPK3",True,Best human orthologue in WormBase ParaSite has < 40% identity: HIPK3 36.244%,True,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR008271 - Serine/threonine-protein kinase, active site, IPR000719 - Protein kinase domain",True,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,"Meets the following criteria: is_enzyme, is_kinase"
TTRE5828,Trichuris trichiura (PRJEB535),TTRE5828_t1,LanC protein 2  [Source:UniProtKB/TrEMBL;Acc:A0A077Z032],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: LANCL2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: LANCL2 47.1744%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5829,Trichuris trichiura (PRJEB535),TTRE5829_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RPLP2",False,Best human orthologue found in WormBase Parasite has >= 40% identity: RPLP2 53.1532%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE583,Trichuris trichiura (PRJEB535),TTRE583_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: LDLR",True,Best human orthologue in WormBase ParaSite has < 40% identity: LDLR 18.4943%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5830,Trichuris trichiura (PRJEB535),TTRE5830_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PGAM5",False,Best human orthologue found in WormBase Parasite has >= 40% identity: PGAM5 41.2639%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5831,Trichuris trichiura (PRJEB535),TTRE5831_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5832,Trichuris trichiura (PRJEB535),TTRE5832_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: BUD13",True,Best human orthologue in WormBase ParaSite has < 40% identity: BUD13 27.0161%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5833,Trichuris trichiura (PRJEB535),TTRE5833_t2,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CSNK2B",False,Best human orthologue found in WormBase Parasite has >= 40% identity: CSNK2B 61.8056%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5834,Trichuris trichiura (PRJEB535),TTRE5834_t1,,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: CDC23",True,Best human orthologue in WormBase ParaSite has < 40% identity: CDC23 21.8147%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5835,Trichuris trichiura (PRJEB535),TTRE5835_t1,Large neutral amino acids transporter small  [Source:UniProtKB/TrEMBL;Acc:A0A077ZAF6],False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SLC7A8",False,Best human orthologue found in WormBase Parasite has >= 40% identity: SLC7A8 46.9636%,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
TTRE5836,Trichuris trichiura (PRJEB535),TTRE5836_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,True,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR004947 - Deoxyribonuclease II,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,True,Meets the following criteria: is_enzyme
TTRE5837,Trichuris trichiura (PRJEB535),TTRE5837_t1,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite,False,Does not have InterPro domains related to GO:0003824,False,Does not have InterPro domains related to GO:0004672,False,Does not have InterPro domains related to GO:0015267,False,Encodes protein that lacks InterPro GPCR domains,False,Does not have InterPro domains related to GO:0004879,False,"Does not meet the following criteria:  'is_enzyme', 'is_kinase', 'is_ion_channel', 'is_gpcr', 'is_nuclear_receptor'"
