Gene stable ID,Human gene stable ID,Human gene name,Homology type,% identity,Human % identity,lacks_WBP_human_orthologue,lacks_WBP_human_orthologue_evidence,best_WBP_human_orthologue_lt_40pct_identity,best_WBP_human_orthologue_lt_40pct_identity_evidence
TTRE10322,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10323,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10324,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10325,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10326,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10327,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10328,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10329,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1033,ENSG00000075420,FNDC3B,ortholog_one2many,25.974,18.2724,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: FNDC3B",True,Best human orthologue in WormBase ParaSite has < 40% identity: FNDC3B 25.974%
TTRE10330,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10331,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10332,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10333,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10334,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10335,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10336,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10337,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10338,ENSG00000180346,TIGD2,ortholog_many2many,11.1765,7.2381,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD2 11.1765%
TTRE10339,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1034,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10340,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10341,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10342,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10343,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10344,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10345,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10346,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10347,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10348,ENSG00000196275,GTF2IRD2,ortholog_many2many,32.766,16.2276,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GTF2IRD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: GTF2IRD2 32.766%
TTRE10349,ENSG00000180346,TIGD2,ortholog_many2many,19.7368,17.1429,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD2 19.7368%
TTRE1035,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10350,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10351,ENSG00000188486,H2AX,ortholog_one2many,71.875,48.2517,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: H2AX",False,Best human orthologue found in WormBase Parasite has >= 40% identity: H2AX 71.875%
TTRE10352,ENSG00000285480,H2BK1,ortholog_many2many,58.7719,54.918,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: H2BK1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: H2BK1 58.7719%
TTRE10353,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10354,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10355,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10356,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10357,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10358,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10359,ENSG00000174428,GTF2IRD2B,ortholog_many2many,32.0826,18.019,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GTF2IRD2B",True,Best human orthologue in WormBase ParaSite has < 40% identity: GTF2IRD2B 32.0826%
TTRE1036,ENSG00000163395,IGFN1,ortholog_many2many,4.26257,1.34844,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: IGFN1",True,Best human orthologue in WormBase ParaSite has < 40% identity: IGFN1 4.26257%
TTRE10360,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10361,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10362,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10363,ENSG00000180346,TIGD2,ortholog_many2many,17.7034,7.04762,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD2 17.7034%
TTRE10364,ENSG00000196275,GTF2IRD2,ortholog_many2many,30.8378,18.2297,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GTF2IRD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: GTF2IRD2 30.8378%
TTRE10365,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10366,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10367,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10368,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10369,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1037,ENSG00000163395,IGFN1,ortholog_many2many,1.33531,0.242718,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: IGFN1",True,Best human orthologue in WormBase ParaSite has < 40% identity: IGFN1 1.33531%
TTRE10370,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10371,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10372,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10373,ENSG00000178567,EPM2AIP1,ortholog_one2many,14.876,5.93081,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: EPM2AIP1",True,Best human orthologue in WormBase ParaSite has < 40% identity: EPM2AIP1 14.876%
TTRE10374,ENSG00000174428,GTF2IRD2B,ortholog_many2many,29.8805,7.90306,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GTF2IRD2B",True,Best human orthologue in WormBase ParaSite has < 40% identity: GTF2IRD2B 29.8805%
TTRE10375,ENSG00000174428,GTF2IRD2B,ortholog_many2many,30.0395,8.00843,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GTF2IRD2B",True,Best human orthologue in WormBase ParaSite has < 40% identity: GTF2IRD2B 30.0395%
TTRE10376,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10377,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10378,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10379,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1038,ENSG00000135002,RFK,ortholog_one2one,46.2025,47.0968,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RFK",False,Best human orthologue found in WormBase Parasite has >= 40% identity: RFK 46.2025%
TTRE10380,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10381,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10382,ENSG00000232040,SCAND3,ortholog_one2many,27.1429,5.73585,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 27.1429%
TTRE10383,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10384,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10385,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10386,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10387,ENSG00000094631,HDAC6,ortholog_one2many,33.7079,4.93827,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: HDAC6",True,Best human orthologue in WormBase ParaSite has < 40% identity: HDAC6 33.7079%
TTRE10388,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10389,ENSG00000100429,HDAC10,ortholog_one2one,32.8947,11.2108,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: HDAC10",True,Best human orthologue in WormBase ParaSite has < 40% identity: HDAC10 32.8947%
TTRE1039,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10390,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10391,ENSG00000164296,TIGD6,ortholog_many2many,22.1135,21.6891,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD6",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD6 22.1135%
TTRE10392,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10393,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10394,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10396,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10397,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10398,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10399,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE104,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1040,ENSG00000178950,GAK,ortholog_one2many,34.5844,29.5195,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GAK",True,Best human orthologue in WormBase ParaSite has < 40% identity: GAK 34.5844%
TTRE10400,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10401,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10402,ENSG00000180346,TIGD2,ortholog_many2many,20.6714,22.2857,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD2 20.6714%
TTRE10403,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10404,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10405,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10406,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10407,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10408,ENSG00000179886,TIGD5,ortholog_one2many,18.2119,8.56698,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD5",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD5 18.2119%
TTRE10409,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1041,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10410,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10411,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10412,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10413,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10414,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10415,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10416,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10417,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10418,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10419,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1042,ENSG00000168785,TSPAN5,ortholog_many2many,15.677,24.6269,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TSPAN5",True,Best human orthologue in WormBase ParaSite has < 40% identity: TSPAN5 15.677%
TTRE10420,ENSG00000180346,TIGD2,ortholog_many2many,20.6714,22.2857,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD2 20.6714%
TTRE10421,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10422,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10423,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10424,ENSG00000179886,TIGD5,ortholog_one2many,15.3191,5.60748,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD5",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD5 15.3191%
TTRE10425,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10426,ENSG00000285480,H2BK1,ortholog_many2many,65.0406,65.5738,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: H2BK1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: H2BK1 65.0406%
TTRE10427,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10428,ENSG00000172572,PDE3A,ortholog_many2many,43.6735,9.37774,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PDE3A",False,Best human orthologue found in WormBase Parasite has >= 40% identity: PDE3A 43.6735%
TTRE10429,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1043,ENSG00000034677,RNF19A,ortholog_many2many,30.3639,28.8783,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: RNF19A",True,Best human orthologue in WormBase ParaSite has < 40% identity: RNF19A 30.3639%
TTRE10430,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10431,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10432,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10433,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10434,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10435,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10436,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10437,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10438,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10439,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1044,ENSG00000146151,HMGCLL1,ortholog_one2many,46.875,44.1176,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: HMGCLL1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: HMGCLL1 46.875%
TTRE10440,ENSG00000232040,SCAND3,ortholog_one2many,20.202,3.01887,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 20.202%
TTRE10441,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10442,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10443,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10444,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10445,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10446,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10447,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10448,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10449,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1045,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10450,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10451,ENSG00000180346,TIGD2,ortholog_many2many,17.6152,12.381,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD2 17.6152%
TTRE10452,ENSG00000173825,TIGD3,ortholog_many2many,20.8145,9.76645,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD3",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD3 20.8145%
TTRE10453,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10454,ENSG00000174428,GTF2IRD2B,ortholog_many2many,30.8411,6.95469,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: GTF2IRD2B",True,Best human orthologue in WormBase ParaSite has < 40% identity: GTF2IRD2B 30.8411%
TTRE10455,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10456,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10457,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10458,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10459,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1046,ENSG00000150787,PTS,ortholog_one2one,53.0612,53.7931,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PTS",False,Best human orthologue found in WormBase Parasite has >= 40% identity: PTS 53.0612%
TTRE10460,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10461,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10462,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10463,ENSG00000094631,HDAC6,ortholog_one2many,25.0,10.2058,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: HDAC6",True,Best human orthologue in WormBase ParaSite has < 40% identity: HDAC6 25.0%
TTRE10464,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10465,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10466,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10467,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10468,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10469,ENSG00000180346,TIGD2,ortholog_many2many,22.6471,14.6667,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD2 22.6471%
TTRE1047,ENSG00000164506,STXBP5,ortholog_one2many,36.7686,36.5769,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: STXBP5",True,Best human orthologue in WormBase ParaSite has < 40% identity: STXBP5 36.7686%
TTRE10470,ENSG00000143157,POGK,ortholog_one2many,16.6172,18.3908,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: POGK",True,Best human orthologue in WormBase ParaSite has < 40% identity: POGK 16.6172%
TTRE10471,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10472,ENSG00000285480,H2BK1,ortholog_many2many,68.4211,63.9344,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: H2BK1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: H2BK1 68.4211%
TTRE10473,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10474,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10475,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10476,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10477,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10478,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10479,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1048,ENSG00000108439,PNPO,ortholog_one2one,37.4502,36.0153,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: PNPO",True,Best human orthologue in WormBase ParaSite has < 40% identity: PNPO 37.4502%
TTRE10480,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10481,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10482,ENSG00000179886,TIGD5,ortholog_one2many,24.3802,9.19003,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD5",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD5 24.3802%
TTRE10483,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10484,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10485,ENSG00000180346,TIGD2,ortholog_many2many,20.0737,20.7619,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD2",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD2 20.0737%
TTRE10486,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10487,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10488,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10489,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE1049,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10490,ENSG00000179886,TIGD5,ortholog_one2many,17.8478,10.5919,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: TIGD5",True,Best human orthologue in WormBase ParaSite has < 40% identity: TIGD5 17.8478%
TTRE10491,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10492,ENSG00000232040,SCAND3,ortholog_one2many,31.1448,13.9623,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: SCAND3",True,Best human orthologue in WormBase ParaSite has < 40% identity: SCAND3 31.1448%
TTRE10493,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10494,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10495,ENSG00000285480,H2BK1,ortholog_many2many,58.5859,47.541,False,"Has human orthologue(s) in WormBase ParaSite, the most similar is: H2BK1",False,Best human orthologue found in WormBase Parasite has >= 40% identity: H2BK1 58.5859%
TTRE10496,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10497,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10498,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
TTRE10499,,,,0.0,,True,No human orthologue listed in WormBase ParaSite,True,No human orthologue listed in WormBase ParaSite
