Genome project,Gene stable ID,Transcript stable ID,Protein stable ID,Gene description,Human gene stable ID,Human gene name,Human protein stable ID,Caenorhabditis elegans (PRJNA13758) [WS290] gene stable ID,Caenorhabditis elegans (PRJNA13758) [WS290] gene name,Caenorhabditis elegans (PRJNA13758) [WS290] protein stable ID
wuchereria_bancrofti_prjna275548,Wban_01969,mrna-Wban_01969,mrna-Wban_01969,ANAPC4_WD40 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8E9P2],,,,WBGene00003800,npp-14,C03D6.4.1
wuchereria_bancrofti_prjna275548,Wban_01977,mrna-Wban_01977,mrna-Wban_01977,,,,,WBGene00015450,C04F5.8,C04F5.8.1
wuchereria_bancrofti_prjna275548,Wban_01982,mrna-Wban_01982,mrna-Wban_01982,Lipid-binding serum glycoprotein C-terminal domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EPG9],,,,WBGene00015545,C06G1.1,C06G1.1b.1
wuchereria_bancrofti_prjna275548,Wban_01998,mrna-Wban_01998,mrna-Wban_01998,Maelstrom domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DJU3],,,,WBGene00007169,B0393.4,B0393.4.1
wuchereria_bancrofti_prjna275548,Wban_02000,mrna-Wban_02000,mrna-Wban_02000,,,,,WBGene00045387,K09H9.8,K09H9.8.1
wuchereria_bancrofti_prjna275548,Wban_02002,mrna-Wban_02002,mrna-Wban_02002,,,,,WBGene00006936,glp-4,Y87G2A.5.1
wuchereria_bancrofti_prjna275548,Wban_02005,mrna-Wban_02005,mrna-Wban_02005,,,,,WBGene00006936,glp-4,Y87G2A.5.1
wuchereria_bancrofti_prjna275548,Wban_02029,mrna-Wban_02029,mrna-Wban_02029,,,,,WBGene00002983,lgx-1,C54G7.3c.1
wuchereria_bancrofti_prjna275548,Wban_02031,mrna-Wban_02031,mrna-Wban_02031,,,,,WBGene00000100,ajm-1,C25A11.4f.1
wuchereria_bancrofti_prjna275548,Wban_02037,mrna-Wban_02037,mrna-Wban_02037,,,,,WBGene00017064,ppfr-2,D2092.2.1
wuchereria_bancrofti_prjna275548,Wban_02043,mrna-Wban_02043,mrna-Wban_02043,,,,,WBGene00002256,lbp-4,ZK742.5.1
wuchereria_bancrofti_prjna275548,Wban_02043,mrna-Wban_02043,mrna-Wban_02043,,,,,WBGene00002255,lbp-3,F40F4.4a.1
wuchereria_bancrofti_prjna275548,Wban_02044,mrna-Wban_02044,mrna-Wban_02044,FAB1 family protein  [Source:UniProtKB/TrEMBL;Acc:J9F766],,,,WBGene00002254,lbp-2,F40F4.2.1
wuchereria_bancrofti_prjna275548,Wban_02044,mrna-Wban_02044,mrna-Wban_02044,FAB1 family protein  [Source:UniProtKB/TrEMBL;Acc:J9F766],,,,WBGene00002253,lbp-1,F40F4.3.1
wuchereria_bancrofti_prjna275548,Wban_02045,mrna-Wban_02045,mrna-Wban_02045,,,,,WBGene00002254,lbp-2,F40F4.2.1
wuchereria_bancrofti_prjna275548,Wban_02045,mrna-Wban_02045,mrna-Wban_02045,,,,,WBGene00002253,lbp-1,F40F4.3.1
wuchereria_bancrofti_prjna275548,Wban_02046,mrna-Wban_02046,mrna-Wban_02046,,,,,WBGene00018486,glb-16,F46C8.7a.1
wuchereria_bancrofti_prjna275548,Wban_02047,mrna-Wban_02047,mrna-Wban_02047,,,,,WBGene00011443,cutl-11,T04F8.4.1
wuchereria_bancrofti_prjna275548,Wban_02057,mrna-Wban_02057,mrna-Wban_02057,,,,,WBGene00011081,R07B1.9,R07B1.9.1
wuchereria_bancrofti_prjna275548,Wban_02096,mrna-Wban_02096,mrna-Wban_02096,,,,,WBGene00001087,dpy-28,Y39A1B.3.1
wuchereria_bancrofti_prjna275548,Wban_02108,mrna-Wban_02108,mrna-Wban_02108,,,,,WBGene00018485,F46C8.3,F46C8.3.1
wuchereria_bancrofti_prjna275548,Wban_02115,mrna-Wban_02115,mrna-Wban_02115,SEA domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9AUT0],,,,WBGene00010330,F59D12.2,F59D12.2.1
wuchereria_bancrofti_prjna275548,Wban_02121,mrna-Wban_02121,mrna-Wban_02121,,,,,WBGene00010330,F59D12.2,F59D12.2.1
wuchereria_bancrofti_prjna275548,Wban_02137,mrna-Wban_02137,mrna-Wban_02137,,,,,WBGene00044310,H20J04.9,H20J04.9.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,,WBGene00005741,srv-30,T13A10.7.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,,WBGene00005742,srv-31,T13A10.9.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,,WBGene00005744,ops-1,T13A10.13.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,,WBGene00005733,srv-22,H04M03.9.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,,WBGene00005737,srv-26,Y73B6BL.40.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,,WBGene00005738,srv-27,Y73B6BL.41.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,,WBGene00005730,srv-19,H04M03.6.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,,WBGene00005736,srv-25,Y73B6BL.11.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,,WBGene00005739,srv-28,T13A10.14.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,,WBGene00005728,srv-17,C06E7.7.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,,WBGene00005735,srv-24,Y73B6BL.10.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,,WBGene00005743,srv-32,T13A10.12.1
wuchereria_bancrofti_prjna275548,Wban_02173,mrna-Wban_02173,mrna-Wban_02173,,,,,WBGene00005732,srv-21,H04M03.8.1
wuchereria_bancrofti_prjna275548,Wban_02177,mrna-Wban_02177,mrna-Wban_02177,,,,,WBGene00014141,ZK899.2,ZK899.2.1
wuchereria_bancrofti_prjna275548,Wban_02184,mrna-Wban_02184,mrna-Wban_02184,,,,,WBGene00017297,F09E10.7,F09E10.7c.1
wuchereria_bancrofti_prjna275548,Wban_02190,mrna-Wban_02190,mrna-Wban_02190,,,,,WBGene00020125,cest-19,R173.3.1
wuchereria_bancrofti_prjna275548,Wban_02192,mrna-Wban_02192,mrna-Wban_02192,Ubiquitin-conjugating enzyme family protein  [Source:UniProtKB/TrEMBL;Acc:J9FNH6],,,,WBGene00006712,ubc-17,B0403.2.1
wuchereria_bancrofti_prjna275548,Wban_02209,mrna-Wban_02209,mrna-Wban_02209,,,,,WBGene00001608,R07B1.8,R07B1.8.1
wuchereria_bancrofti_prjna275548,Wban_02212,mrna-Wban_02212,mrna-Wban_02212,DUF19 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7F1G0],,,,WBGene00001608,R07B1.8,R07B1.8.1
wuchereria_bancrofti_prjna275548,Wban_02214,mrna-Wban_02214,mrna-Wban_02214,WD_REPEATS_REGION domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9FIQ7],,,,WBGene00000484,che-2,F38G1.1.1
wuchereria_bancrofti_prjna275548,Wban_02220,mrna-Wban_02220,mrna-Wban_02220,,,,,WBGene00000786,cpr-6,C25B8.3.1
wuchereria_bancrofti_prjna275548,Wban_02221,mrna-Wban_02221,mrna-Wban_02221,,,,,WBGene00017853,F27C1.3,F27C1.3.1
wuchereria_bancrofti_prjna275548,Wban_02221,mrna-Wban_02221,mrna-Wban_02221,,,,,WBGene00007986,C36F7.5,C36F7.5.1
wuchereria_bancrofti_prjna275548,Wban_02221,mrna-Wban_02221,mrna-Wban_02221,,,,,WBGene00010612,K07A1.5,K07A1.5.1
wuchereria_bancrofti_prjna275548,Wban_02221,mrna-Wban_02221,mrna-Wban_02221,,,,,WBGene00009646,F42H11.1,F42H11.1.1
wuchereria_bancrofti_prjna275548,Wban_02223,mrna-Wban_02223,mrna-Wban_02223,,,,,WBGene00020966,W03A5.1,W03A5.1.1
wuchereria_bancrofti_prjna275548,Wban_02245,mrna-Wban_02245,mrna-Wban_02245,,,,,WBGene00018854,nlf-1,F55A4.2.1
wuchereria_bancrofti_prjna275548,Wban_02256,mrna-Wban_02256,mrna-Wban_02256,,,,,WBGene00016089,aexr-1,C25B8.5a.1
wuchereria_bancrofti_prjna275548,Wban_02256,mrna-Wban_02256,mrna-Wban_02256,,,,,WBGene00016090,aexr-2,C25B8.7.1
wuchereria_bancrofti_prjna275548,Wban_02271,mrna-Wban_02271,mrna-Wban_02271,,,,,WBGene00044083,tin-9.2,B0564.1b.2
wuchereria_bancrofti_prjna275548,Wban_02279,mrna-Wban_02279,mrna-Wban_02279,U3 small nucleolar RNA-associated protein 18 homolog  [Source:UniProtKB/TrEMBL;Acc:J9ESN2],,,,WBGene00015104,B0280.9,B0280.9.1
wuchereria_bancrofti_prjna275548,Wban_02281,mrna-Wban_02281,mrna-Wban_02281,,,,,WBGene00015104,B0280.9,B0280.9.1
wuchereria_bancrofti_prjna275548,Wban_02295,mrna-Wban_02295,mrna-Wban_02295,,,,,WBGene00016837,syf-1,C50F2.3.1
wuchereria_bancrofti_prjna275548,Wban_02298,mrna-Wban_02298,mrna-Wban_02298,Potassium channel domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EB94],,,,WBGene00006671,twk-17,C44E12.3c.1
wuchereria_bancrofti_prjna275548,Wban_02318,mrna-Wban_02318,mrna-Wban_02318,,,,,WBGene00004285,rab-37,W01H2.3b.1
wuchereria_bancrofti_prjna275548,Wban_02332,mrna-Wban_02332,mrna-Wban_02332,,,,,WBGene00011139,R08B4.3,R08B4.3.1
wuchereria_bancrofti_prjna275548,Wban_02366,mrna-Wban_02366,mrna-Wban_02366,,,,,WBGene00011241,mpz-5,R11A8.8.1
wuchereria_bancrofti_prjna275548,Wban_02368,mrna-Wban_02368,mrna-Wban_02368,,,,,WBGene00017569,F18E9.3,F18E9.3.1
wuchereria_bancrofti_prjna275548,Wban_02374,mrna-Wban_02374,mrna-Wban_02374,Transmembrane 9 superfamily member  [Source:UniProtKB/TrEMBL;Acc:J9EQU1],,,,WBGene00006472,tag-123,F08F1.7.1
wuchereria_bancrofti_prjna275548,Wban_02375,mrna-Wban_02375,mrna-Wban_02375,,,,,WBGene00000047,acr-8,ZC504.2.1
wuchereria_bancrofti_prjna275548,Wban_02378,mrna-Wban_02378,mrna-Wban_02378,,,,,WBGene00000047,acr-8,ZC504.2.1
wuchereria_bancrofti_prjna275548,Wban_02382,mrna-Wban_02382,mrna-Wban_02382,,,,,WBGene00000907,daf-11,B0240.3a.1
wuchereria_bancrofti_prjna275548,Wban_02384,mrna-Wban_02384,mrna-Wban_02384,CBS domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EUV5],,,,WBGene00020135,aakg-4,T01B6.3a.1
wuchereria_bancrofti_prjna275548,Wban_02387,mrna-Wban_02387,mrna-Wban_02387,Tetraspanin family protein  [Source:UniProtKB/TrEMBL;Acc:J9BFK6],,,,WBGene00019781,M60.6,M60.6.1
wuchereria_bancrofti_prjna275548,Wban_02388,mrna-Wban_02388,mrna-Wban_02388,,,,,WBGene00043982,B0403.6,B0403.6.1
wuchereria_bancrofti_prjna275548,Wban_02393,mrna-Wban_02393,mrna-Wban_02393,,,,,WBGene00009589,F40F11.4,F40F11.4.1
wuchereria_bancrofti_prjna275548,Wban_02398,mrna-Wban_02398,mrna-Wban_02398,Major facilitator superfamily (MFS) profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7ENL1],,,,WBGene00011643,slc-17.9,T09B9.2.1
wuchereria_bancrofti_prjna275548,Wban_02399,mrna-Wban_02399,mrna-Wban_02399,Metalloendopeptidase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DKS6],,,,WBGene00003529,nas-10,K09C8.3.1
wuchereria_bancrofti_prjna275548,Wban_02399,mrna-Wban_02399,mrna-Wban_02399,Metalloendopeptidase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DKS6],,,,WBGene00003528,nas-9,C37H5.9b.1
wuchereria_bancrofti_prjna275548,Wban_02403,mrna-Wban_02403,mrna-Wban_02403,TPM domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8F112],,,,WBGene00012439,Y12A6A.1,Y12A6A.1.1
wuchereria_bancrofti_prjna275548,Wban_02420,mrna-Wban_02420,mrna-Wban_02420,Armadillo/beta-catenin-like repeat family protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EF78],,,,WBGene00009956,F53B2.5,F53B2.5.1
wuchereria_bancrofti_prjna275548,Wban_02424,mrna-Wban_02424,mrna-Wban_02424,,,,,WBGene00020421,chtb-3,T10E10.4a.1
wuchereria_bancrofti_prjna275548,Wban_02447,mrna-Wban_02447,mrna-Wban_02447,,,,,WBGene00044021,R02E4.2,R02E4.2.1
wuchereria_bancrofti_prjna275548,Wban_02458,mrna-Wban_02458,mrna-Wban_02458,,,,,WBGene00001148,eat-20,H30A04.1b.1
wuchereria_bancrofti_prjna275548,Wban_02459,mrna-Wban_02459,mrna-Wban_02459,,,,,WBGene00007260,olrn-1,C02C6.2a.1
wuchereria_bancrofti_prjna275548,Wban_02473,mrna-Wban_02473,mrna-Wban_02473,,,,,WBGene00010785,top-2,K12D12.1.1
wuchereria_bancrofti_prjna275548,Wban_02473,mrna-Wban_02473,mrna-Wban_02473,,,,,WBGene00022854,cin-4,ZK1127.7.1
wuchereria_bancrofti_prjna275548,Wban_02475,mrna-Wban_02475,mrna-Wban_02475,Trehalose-6-phosphate phosphatase helical bundle domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E279],,,,WBGene00001649,gob-1,H13N06.3.1
wuchereria_bancrofti_prjna275548,Wban_02479,mrna-Wban_02479,mrna-Wban_02479,Col_cuticle_N domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ET54],,,,WBGene00000678,col-104,F58F6.1.1
wuchereria_bancrofti_prjna275548,Wban_02482,mrna-Wban_02482,mrna-Wban_02482,,,,,WBGene00004769,sel-12,F35H12.3.1
wuchereria_bancrofti_prjna275548,Wban_02494,mrna-Wban_02494,mrna-Wban_02494,,,,,WBGene00016590,C42C1.12,C42C1.12.1
wuchereria_bancrofti_prjna275548,Wban_02495,mrna-Wban_02495,mrna-Wban_02495,Nematode cuticle collagen N-terminal domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DQH8],,,,WBGene00000737,col-164,T21D9.1.1
wuchereria_bancrofti_prjna275548,Wban_02497,mrna-Wban_02497,mrna-Wban_02497,,,,,WBGene00015167,B0403.3,B0403.3.2
wuchereria_bancrofti_prjna275548,Wban_02499,mrna-Wban_02499,mrna-Wban_02499,,,,,WBGene00007934,gmap-1,C34E7.4.1
wuchereria_bancrofti_prjna275548,Wban_02501,mrna-Wban_02501,mrna-Wban_02501,,,,,WBGene00016133,C26B9.3,C26B9.3.1
wuchereria_bancrofti_prjna275548,Wban_02503,mrna-Wban_02503,mrna-Wban_02503,,,,,WBGene00009365,F33H1.4,F33H1.4.1
wuchereria_bancrofti_prjna275548,Wban_02508,mrna-Wban_02508,mrna-Wban_02508,,,,,WBGene00018594,aman-3,F48C1.1a.1
wuchereria_bancrofti_prjna275548,Wban_02516,mrna-Wban_02516,mrna-Wban_02516,,,,,WBGene00015824,C16B8.4,C16B8.4.1
wuchereria_bancrofti_prjna275548,Wban_02521,mrna-Wban_02521,mrna-Wban_02521,,,,,WBGene00007945,C34F6.11,C34F6.11.1
wuchereria_bancrofti_prjna275548,Wban_02522,mrna-Wban_02522,mrna-Wban_02522,Nuclear receptor domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E2I9],,,,WBGene00003854,odr-7,T18D3.2.1
wuchereria_bancrofti_prjna275548,Wban_02529,mrna-Wban_02529,mrna-Wban_02529,,,,,WBGene00044297,C25B8.8,C25B8.8.1
wuchereria_bancrofti_prjna275548,Wban_02549,mrna-Wban_02549,mrna-Wban_02549,RPAP1_N domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EF81],,,,WBGene00004824,F56B3.4,F56B3.4a.1
wuchereria_bancrofti_prjna275548,Wban_02550,mrna-Wban_02550,mrna-Wban_02550,Transmembrane protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FDG5],,,,WBGene00021358,Y37E11AL.2,Y37E11AL.2a.1
wuchereria_bancrofti_prjna275548,Wban_02579,mrna-Wban_02579,mrna-Wban_02579,,,,,WBGene00020657,lgc-53,T21F2.1a.1
wuchereria_bancrofti_prjna275548,Wban_02588,mrna-Wban_02588,mrna-Wban_02588,,,,,WBGene00001550,gcy-27,C06A12.4a.1
wuchereria_bancrofti_prjna275548,Wban_02588,mrna-Wban_02588,mrna-Wban_02588,,,,,WBGene00003848,odr-1,R01E6.1.1
wuchereria_bancrofti_prjna275548,Wban_02589,mrna-Wban_02589,mrna-Wban_02589,Globin family profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ELP2],,,,WBGene00010970,glb-20,R01E6.6.1
wuchereria_bancrofti_prjna275548,Wban_02593,mrna-Wban_02593,mrna-Wban_02593,,,,,WBGene00020143,T01C8.2,T01C8.2.1
wuchereria_bancrofti_prjna275548,Wban_02593,mrna-Wban_02593,mrna-Wban_02593,,,,,WBGene00011223,R10H10.4,R10H10.4.1
wuchereria_bancrofti_prjna275548,Wban_02597,mrna-Wban_02597,mrna-Wban_02597,EF-hand domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9BAE8],,,,WBGene00008924,F17E5.2,F17E5.2.2
wuchereria_bancrofti_prjna275548,Wban_02597,mrna-Wban_02597,mrna-Wban_02597,EF-hand domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9BAE8],,,,WBGene00010077,F55A11.4,F55A11.4a.3
wuchereria_bancrofti_prjna275548,Wban_02608,mrna-Wban_02608,mrna-Wban_02608,,,,,WBGene00044743,crb-3,C35B8.4.2
wuchereria_bancrofti_prjna275548,Wban_02628,mrna-Wban_02628,mrna-Wban_02628,ZP domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9FA96],,,,WBGene00045269,F46G11.6,F46G11.6.1
wuchereria_bancrofti_prjna275548,Wban_02635,mrna-Wban_02635,mrna-Wban_02635,60S ribosomal protein L7a  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FDU5],,,,WBGene00004419,rpl-7A,Y24D9A.4.1
wuchereria_bancrofti_prjna275548,Wban_02651,mrna-Wban_02651,mrna-Wban_02651,,,,,WBGene00001555,gcy-35,T04D3.4a.1
wuchereria_bancrofti_prjna275548,Wban_02652,mrna-Wban_02652,mrna-Wban_02652,,,,,WBGene00008940,F18H3.4,F18H3.4.1
wuchereria_bancrofti_prjna275548,Wban_02660,mrna-Wban_02660,mrna-Wban_02660,,,,,WBGene00020742,T23H2.3,T23H2.3.1
wuchereria_bancrofti_prjna275548,Wban_02660,mrna-Wban_02660,mrna-Wban_02660,,,,,WBGene00010061,F54E12.2,F54E12.2.2
wuchereria_bancrofti_prjna275548,Wban_02669,mrna-Wban_02669,mrna-Wban_02669,,,,,WBGene00007185,nlp-36,B0464.3.1
wuchereria_bancrofti_prjna275548,Wban_02669,mrna-Wban_02669,mrna-Wban_02669,,,,,WBGene00016033,C24A3.2,C24A3.2a.2
wuchereria_bancrofti_prjna275548,Wban_02677,mrna-Wban_02677,mrna-Wban_02677,ABC transporter  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DP53],,,,WBGene00004004,pgp-10,C54D1.1.1
wuchereria_bancrofti_prjna275548,Wban_02684,mrna-Wban_02684,mrna-Wban_02684,Mediator of RNA polymerase II transcription subunit 24  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E102],,,,WBGene00003011,lin-25,F56H9.5.1
wuchereria_bancrofti_prjna275548,Wban_02687,mrna-Wban_02687,mrna-Wban_02687,,,,,WBGene00044132,C23H4.8,C23H4.8.1
wuchereria_bancrofti_prjna275548,Wban_02691,mrna-Wban_02691,mrna-Wban_02691,Glycogenin-1  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E228],,,,WBGene00006863,gyg-1,F56B6.4a.1
wuchereria_bancrofti_prjna275548,Wban_02693,mrna-Wban_02693,mrna-Wban_02693,Post-GPI attachment to proteins factor 3  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DZ87],,,,WBGene00016641,C44C1.1,C44C1.1.1
wuchereria_bancrofti_prjna275548,Wban_02695,mrna-Wban_02695,mrna-Wban_02695,Profilin  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EVI5],,,,WBGene00003991,pfn-3,K03E6.6.1
wuchereria_bancrofti_prjna275548,Wban_02702,mrna-Wban_02702,mrna-Wban_02702,SSD domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EY07],,,,WBGene00004219,ptr-4,C45B2.7.1
wuchereria_bancrofti_prjna275548,Wban_02726,mrna-Wban_02726,mrna-Wban_02726,,,,,WBGene00019764,M03F8.5,M03F8.5.1
wuchereria_bancrofti_prjna275548,Wban_02726,mrna-Wban_02726,mrna-Wban_02726,,,,,WBGene00017194,F07C3.3,F07C3.3.1
wuchereria_bancrofti_prjna275548,Wban_02732,mrna-Wban_02732,mrna-Wban_02732,FAD-dependent oxidoreductase 2 FAD binding domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EWK8],,,,WBGene00018610,F48E8.3,F48E8.3.1
wuchereria_bancrofti_prjna275548,Wban_02740,mrna-Wban_02740,mrna-Wban_02740,,,,,WBGene00018878,glit-1,F55D10.3.1
wuchereria_bancrofti_prjna275548,Wban_02754,mrna-Wban_02754,mrna-Wban_02754,Serine/threonine protein phosphatase 2A  [Source:UniProtKB/TrEMBL;Acc:J9E612],,,,WBGene00003901,paa-1,F48E8.5.1
wuchereria_bancrofti_prjna275548,Wban_02755,mrna-Wban_02755,mrna-Wban_02755,,,,,WBGene00015954,C18B2.3,C18B2.3.1
wuchereria_bancrofti_prjna275548,Wban_02761,mrna-Wban_02761,mrna-Wban_02761,GW182 middle domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E3M4],,,,WBGene00015547,ain-1,C06G1.4.1
wuchereria_bancrofti_prjna275548,Wban_02775,mrna-Wban_02775,mrna-Wban_02775,,,,,WBGene00018373,F43B10.1,F43B10.1d.1
wuchereria_bancrofti_prjna275548,Wban_02780,mrna-Wban_02780,mrna-Wban_02780,,,,,WBGene00006672,twk-18,C24A3.6.1
wuchereria_bancrofti_prjna275548,Wban_02785,mrna-Wban_02785,mrna-Wban_02785,,,,,WBGene00219375,C02B8.12,C02B8.12.1
wuchereria_bancrofti_prjna275548,Wban_02830,mrna-Wban_02830,mrna-Wban_02830,,,,,WBGene00019148,H03E18.1,H03E18.1.1
wuchereria_bancrofti_prjna275548,Wban_02841,mrna-Wban_02841,mrna-Wban_02841,Hydroxyacyl-coenzyme A dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DHT4],,,,WBGene00010035,F54C8.1,F54C8.1.1
wuchereria_bancrofti_prjna275548,Wban_02841,mrna-Wban_02841,mrna-Wban_02841,Hydroxyacyl-coenzyme A dehydrogenase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DHT4],,,,WBGene00007129,B0272.3,B0272.3.1
wuchereria_bancrofti_prjna275548,Wban_02843,mrna-Wban_02843,mrna-Wban_02843,TATA box-binding protein-associated factor RNA polymerase I subunit B  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EWE3],,,,WBGene00017758,F23H11.2,F23H11.2.1
wuchereria_bancrofti_prjna275548,Wban_02847,mrna-Wban_02847,mrna-Wban_02847,,,,,WBGene00007733,smz-1,C25G4.6.1
wuchereria_bancrofti_prjna275548,Wban_02847,mrna-Wban_02847,mrna-Wban_02847,,,,,WBGene00020661,smz-2,T21G5.4.1
wuchereria_bancrofti_prjna275548,Wban_02852,mrna-Wban_02852,mrna-Wban_02852,DB module family protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EDD0],,,,WBGene00020083,R57.2,R57.2.1
wuchereria_bancrofti_prjna275548,Wban_02853,mrna-Wban_02853,mrna-Wban_02853,,,,,WBGene00004220,ptr-5,C53C11.3.1
wuchereria_bancrofti_prjna275548,Wban_02870,mrna-Wban_02870,mrna-Wban_02870,F-box domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FWQ1],,,,WBGene00019519,K08B5.2,K08B5.2.1
wuchereria_bancrofti_prjna275548,Wban_02885,mrna-Wban_02885,mrna-Wban_02885,,,,,WBGene00002280,let-2,F01G12.5b.1
wuchereria_bancrofti_prjna275548,Wban_02886,mrna-Wban_02886,mrna-Wban_02886,,,,,WBGene00000035,ace-1,W09B12.1.1
wuchereria_bancrofti_prjna275548,Wban_02887,mrna-Wban_02887,mrna-Wban_02887,,,,,WBGene00018417,F44E2.3,F44E2.3.1
wuchereria_bancrofti_prjna275548,Wban_02893,mrna-Wban_02893,mrna-Wban_02893,CX domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EN03],,,,WBGene00008089,C44C10.9,C44C10.9b.1
wuchereria_bancrofti_prjna275548,Wban_02898,mrna-Wban_02898,mrna-Wban_02898,,,,,WBGene00007903,lgc-21,C33G3.3.1
wuchereria_bancrofti_prjna275548,Wban_02917,mrna-Wban_02917,mrna-Wban_02917,V-type proton ATPase subunit  [Source:UniProtKB/TrEMBL;Acc:J9EUL6],,,,WBGene00009882,vha-17,F49C12.13.1
wuchereria_bancrofti_prjna275548,Wban_02918,mrna-Wban_02918,mrna-Wban_02918,,,,,WBGene00009881,F49C12.12,F49C12.12a.1
wuchereria_bancrofti_prjna275548,Wban_02922,mrna-Wban_02922,mrna-Wban_02922,Peroxisomal assembly protein PEX3  [Source:UniProtKB/TrEMBL;Acc:A0A3P7FDH9],,,,WBGene00004193,prx-3,C15H9.8a.1
wuchereria_bancrofti_prjna275548,Wban_02936,mrna-Wban_02936,mrna-Wban_02936,,,,,WBGene00003553,nas-37,C17G1.6a.1
wuchereria_bancrofti_prjna275548,Wban_02957,mrna-Wban_02957,mrna-Wban_02957,,,,,WBGene00016558,pks-1,C41A3.1a.1
wuchereria_bancrofti_prjna275548,Wban_02958,mrna-Wban_02958,mrna-Wban_02958,,,,,WBGene00019520,K08B12.1,K08B12.1.1
wuchereria_bancrofti_prjna275548,Wban_02963,mrna-Wban_02963,mrna-Wban_02963,,,,,WBGene00021373,Y37E11AR.7,Y37E11AR.7.1
wuchereria_bancrofti_prjna275548,Wban_02972,mrna-Wban_02972,mrna-Wban_02972,Cuticular collagen  [Source:UniProtKB/TrEMBL;Acc:B7U9D0],,,,WBGene00000743,col-170,T10E10.6.1
wuchereria_bancrofti_prjna275548,Wban_02972,mrna-Wban_02972,mrna-Wban_02972,Cuticular collagen  [Source:UniProtKB/TrEMBL;Acc:B7U9D0],,,,WBGene00000740,col-167,T10E10.2.1
wuchereria_bancrofti_prjna275548,Wban_02972,mrna-Wban_02972,mrna-Wban_02972,Cuticular collagen  [Source:UniProtKB/TrEMBL;Acc:B7U9D0],,,,WBGene00000741,col-168,T10E10.1.1
