Gene stable ID,is_kinase_evidence,is_kinase
Wban_03439,Does not have InterPro domains related to GO:0004672,False
Wban_03440,Does not have InterPro domains related to GO:0004672,False
Wban_03441,Does not have InterPro domains related to GO:0004672,False
Wban_03442,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR008271 - Serine/threonine-protein kinase, active site, IPR000719 - Protein kinase domain",True
Wban_03443,Does not have InterPro domains related to GO:0004672,False
Wban_03444,Does not have InterPro domains related to GO:0004672,False
Wban_03445,Does not have InterPro domains related to GO:0004672,False
Wban_03446,Does not have InterPro domains related to GO:0004672,False
Wban_03447,Does not have InterPro domains related to GO:0004672,False
Wban_03448,Does not have InterPro domains related to GO:0004672,False
Wban_03449,Does not have InterPro domains related to GO:0004672,False
Wban_03450,Does not have InterPro domains related to GO:0004672,False
Wban_03451,Does not have InterPro domains related to GO:0004672,False
Wban_03452,Does not have InterPro domains related to GO:0004672,False
Wban_03453,Does not have InterPro domains related to GO:0004672,False
Wban_03454,Does not have InterPro domains related to GO:0004672,False
Wban_03455,Does not have InterPro domains related to GO:0004672,False
Wban_03456,Does not have InterPro domains related to GO:0004672,False
Wban_03457,Does not have InterPro domains related to GO:0004672,False
Wban_03458,Does not have InterPro domains related to GO:0004672,False
Wban_03459,Does not have InterPro domains related to GO:0004672,False
Wban_03460,Does not have InterPro domains related to GO:0004672,False
Wban_03461,Does not have InterPro domains related to GO:0004672,False
Wban_03462,Does not have InterPro domains related to GO:0004672,False
Wban_03463,Does not have InterPro domains related to GO:0004672,False
Wban_03464,Does not have InterPro domains related to GO:0004672,False
Wban_03465,Does not have InterPro domains related to GO:0004672,False
Wban_03466,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR001245 - Serine-threonine/tyrosine-protein kinase, catalytic domain, IPR000719 - Protein kinase domain",True
Wban_03467,Does not have InterPro domains related to GO:0004672,False
Wban_03468,Does not have InterPro domains related to GO:0004672,False
Wban_03469,Does not have InterPro domains related to GO:0004672,False
Wban_03470,Does not have InterPro domains related to GO:0004672,False
Wban_03471,Does not have InterPro domains related to GO:0004672,False
Wban_03472,Does not have InterPro domains related to GO:0004672,False
Wban_03473,Does not have InterPro domains related to GO:0004672,False
Wban_03474,Does not have InterPro domains related to GO:0004672,False
Wban_03475,Does not have InterPro domains related to GO:0004672,False
Wban_03476,Does not have InterPro domains related to GO:0004672,False
Wban_03477,Does not have InterPro domains related to GO:0004672,False
Wban_03478,Does not have InterPro domains related to GO:0004672,False
Wban_03479,Does not have InterPro domains related to GO:0004672,False
Wban_03480,Does not have InterPro domains related to GO:0004672,False
Wban_03481,Does not have InterPro domains related to GO:0004672,False
Wban_03482,Does not have InterPro domains related to GO:0004672,False
Wban_03483,Does not have InterPro domains related to GO:0004672,False
Wban_03484,Does not have InterPro domains related to GO:0004672,False
Wban_03485,Does not have InterPro domains related to GO:0004672,False
Wban_03486,Does not have InterPro domains related to GO:0004672,False
Wban_03487,Does not have InterPro domains related to GO:0004672,False
Wban_03488,Does not have InterPro domains related to GO:0004672,False
Wban_03489,Does not have InterPro domains related to GO:0004672,False
Wban_03490,Does not have InterPro domains related to GO:0004672,False
Wban_03491,Does not have InterPro domains related to GO:0004672,False
Wban_03492,Does not have InterPro domains related to GO:0004672,False
Wban_03493,Does not have InterPro domains related to GO:0004672,False
Wban_03494,Does not have InterPro domains related to GO:0004672,False
Wban_03495,Does not have InterPro domains related to GO:0004672,False
Wban_03496,Does not have InterPro domains related to GO:0004672,False
Wban_03497,Does not have InterPro domains related to GO:0004672,False
Wban_03498,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_03499,Does not have InterPro domains related to GO:0004672,False
Wban_03500,Does not have InterPro domains related to GO:0004672,False
Wban_03501,Does not have InterPro domains related to GO:0004672,False
Wban_03502,Does not have InterPro domains related to GO:0004672,False
Wban_03503,Does not have InterPro domains related to GO:0004672,False
Wban_03504,Does not have InterPro domains related to GO:0004672,False
Wban_03505,Does not have InterPro domains related to GO:0004672,False
Wban_03506,Does not have InterPro domains related to GO:0004672,False
Wban_03507,Does not have InterPro domains related to GO:0004672,False
Wban_03508,Does not have InterPro domains related to GO:0004672,False
Wban_03509,Does not have InterPro domains related to GO:0004672,False
Wban_03510,Does not have InterPro domains related to GO:0004672,False
Wban_03511,Does not have InterPro domains related to GO:0004672,False
Wban_03512,Does not have InterPro domains related to GO:0004672,False
Wban_03513,Does not have InterPro domains related to GO:0004672,False
Wban_03514,Does not have InterPro domains related to GO:0004672,False
Wban_03515,Does not have InterPro domains related to GO:0004672,False
Wban_03516,Does not have InterPro domains related to GO:0004672,False
Wban_03517,Does not have InterPro domains related to GO:0004672,False
Wban_03518,Does not have InterPro domains related to GO:0004672,False
Wban_03519,Does not have InterPro domains related to GO:0004672,False
Wban_03520,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR008271 - Serine/threonine-protein kinase, active site, IPR000719 - Protein kinase domain",True
Wban_03521,Does not have InterPro domains related to GO:0004672,False
Wban_03522,Does not have InterPro domains related to GO:0004672,False
Wban_03523,Does not have InterPro domains related to GO:0004672,False
Wban_03524,Does not have InterPro domains related to GO:0004672,False
Wban_03525,Does not have InterPro domains related to GO:0004672,False
Wban_03526,Does not have InterPro domains related to GO:0004672,False
Wban_03527,Does not have InterPro domains related to GO:0004672,False
Wban_03528,Does not have InterPro domains related to GO:0004672,False
Wban_03529,Does not have InterPro domains related to GO:0004672,False
Wban_03530,Does not have InterPro domains related to GO:0004672,False
Wban_03531,Does not have InterPro domains related to GO:0004672,False
Wban_03532,Does not have InterPro domains related to GO:0004672,False
Wban_03533,Does not have InterPro domains related to GO:0004672,False
Wban_03534,Does not have InterPro domains related to GO:0004672,False
Wban_03535,Does not have InterPro domains related to GO:0004672,False
Wban_03536,Does not have InterPro domains related to GO:0004672,False
Wban_03537,Does not have InterPro domains related to GO:0004672,False
Wban_03538,Does not have InterPro domains related to GO:0004672,False
Wban_03539,Does not have InterPro domains related to GO:0004672,False
Wban_03540,Does not have InterPro domains related to GO:0004672,False
Wban_03541,Does not have InterPro domains related to GO:0004672,False
Wban_03542,Does not have InterPro domains related to GO:0004672,False
Wban_03543,Does not have InterPro domains related to GO:0004672,False
Wban_03544,Does not have InterPro domains related to GO:0004672,False
Wban_03545,Does not have InterPro domains related to GO:0004672,False
Wban_03546,Does not have InterPro domains related to GO:0004672,False
Wban_03547,Does not have InterPro domains related to GO:0004672,False
Wban_03548,Does not have InterPro domains related to GO:0004672,False
Wban_03549,Does not have InterPro domains related to GO:0004672,False
Wban_03550,Does not have InterPro domains related to GO:0004672,False
Wban_03551,Does not have InterPro domains related to GO:0004672,False
Wban_03552,Does not have InterPro domains related to GO:0004672,False
Wban_03553,Does not have InterPro domains related to GO:0004672,False
Wban_03554,Does not have InterPro domains related to GO:0004672,False
Wban_03555,Does not have InterPro domains related to GO:0004672,False
Wban_03556,Does not have InterPro domains related to GO:0004672,False
Wban_03557,Does not have InterPro domains related to GO:0004672,False
Wban_03558,Does not have InterPro domains related to GO:0004672,False
Wban_03559,Does not have InterPro domains related to GO:0004672,False
Wban_03560,Does not have InterPro domains related to GO:0004672,False
Wban_03561,Does not have InterPro domains related to GO:0004672,False
Wban_03562,Does not have InterPro domains related to GO:0004672,False
Wban_03563,Does not have InterPro domains related to GO:0004672,False
Wban_03564,Does not have InterPro domains related to GO:0004672,False
Wban_03565,Does not have InterPro domains related to GO:0004672,False
Wban_03566,Does not have InterPro domains related to GO:0004672,False
Wban_03567,Does not have InterPro domains related to GO:0004672,False
Wban_03568,Does not have InterPro domains related to GO:0004672,False
Wban_03569,Does not have InterPro domains related to GO:0004672,False
Wban_03570,Does not have InterPro domains related to GO:0004672,False
Wban_03571,Does not have InterPro domains related to GO:0004672,False
Wban_03572,Does not have InterPro domains related to GO:0004672,False
Wban_03573,Does not have InterPro domains related to GO:0004672,False
Wban_03574,Does not have InterPro domains related to GO:0004672,False
Wban_03575,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR008271 - Serine/threonine-protein kinase, active site, IPR000719 - Protein kinase domain",True
Wban_03576,Does not have InterPro domains related to GO:0004672,False
Wban_03577,Does not have InterPro domains related to GO:0004672,False
Wban_03578,Does not have InterPro domains related to GO:0004672,False
Wban_03579,Does not have InterPro domains related to GO:0004672,False
Wban_03580,Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR000719 - Protein kinase domain,True
Wban_03581,Does not have InterPro domains related to GO:0004672,False
Wban_03582,Does not have InterPro domains related to GO:0004672,False
Wban_03583,Does not have InterPro domains related to GO:0004672,False
Wban_03584,Does not have InterPro domains related to GO:0004672,False
Wban_03585,Does not have InterPro domains related to GO:0004672,False
Wban_03586,Does not have InterPro domains related to GO:0004672,False
Wban_03587,Does not have InterPro domains related to GO:0004672,False
Wban_03588,Does not have InterPro domains related to GO:0004672,False
Wban_03589,Does not have InterPro domains related to GO:0004672,False
Wban_03590,Does not have InterPro domains related to GO:0004672,False
Wban_03591,Does not have InterPro domains related to GO:0004672,False
Wban_03592,Does not have InterPro domains related to GO:0004672,False
Wban_03593,Does not have InterPro domains related to GO:0004672,False
Wban_03594,Does not have InterPro domains related to GO:0004672,False
Wban_03595,Does not have InterPro domains related to GO:0004672,False
Wban_03596,Does not have InterPro domains related to GO:0004672,False
Wban_03597,Does not have InterPro domains related to GO:0004672,False
Wban_03598,Does not have InterPro domains related to GO:0004672,False
Wban_03599,Does not have InterPro domains related to GO:0004672,False
Wban_03600,Does not have InterPro domains related to GO:0004672,False
Wban_03601,Does not have InterPro domains related to GO:0004672,False
Wban_03602,Does not have InterPro domains related to GO:0004672,False
Wban_03603,Does not have InterPro domains related to GO:0004672,False
Wban_03604,Does not have InterPro domains related to GO:0004672,False
Wban_03605,Does not have InterPro domains related to GO:0004672,False
Wban_03606,Does not have InterPro domains related to GO:0004672,False
Wban_03607,Does not have InterPro domains related to GO:0004672,False
Wban_03608,Does not have InterPro domains related to GO:0004672,False
Wban_03609,Does not have InterPro domains related to GO:0004672,False
Wban_03610,Does not have InterPro domains related to GO:0004672,False
Wban_03611,Does not have InterPro domains related to GO:0004672,False
Wban_03612,Does not have InterPro domains related to GO:0004672,False
Wban_03613,Does not have InterPro domains related to GO:0004672,False
Wban_03614,Does not have InterPro domains related to GO:0004672,False
Wban_03615,Does not have InterPro domains related to GO:0004672,False
Wban_03616,Does not have InterPro domains related to GO:0004672,False
Wban_03617,Does not have InterPro domains related to GO:0004672,False
Wban_03618,Does not have InterPro domains related to GO:0004672,False
Wban_03619,Does not have InterPro domains related to GO:0004672,False
Wban_03620,Does not have InterPro domains related to GO:0004672,False
Wban_03621,Does not have InterPro domains related to GO:0004672,False
Wban_03622,Does not have InterPro domains related to GO:0004672,False
Wban_03623,Does not have InterPro domains related to GO:0004672,False
Wban_03624,Does not have InterPro domains related to GO:0004672,False
Wban_03625,Does not have InterPro domains related to GO:0004672,False
Wban_03626,Does not have InterPro domains related to GO:0004672,False
Wban_03627,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR008271 - Serine/threonine-protein kinase, active site, IPR000719 - Protein kinase domain",True
Wban_03628,Does not have InterPro domains related to GO:0004672,False
Wban_03629,Does not have InterPro domains related to GO:0004672,False
Wban_03630,Does not have InterPro domains related to GO:0004672,False
Wban_03631,Does not have InterPro domains related to GO:0004672,False
Wban_03632,Does not have InterPro domains related to GO:0004672,False
Wban_03633,Does not have InterPro domains related to GO:0004672,False
Wban_03634,Does not have InterPro domains related to GO:0004672,False
Wban_03635,Does not have InterPro domains related to GO:0004672,False
Wban_03636,Does not have InterPro domains related to GO:0004672,False
Wban_03637,Does not have InterPro domains related to GO:0004672,False
Wban_03638,Does not have InterPro domains related to GO:0004672,False
Wban_03639,Does not have InterPro domains related to GO:0004672,False
Wban_03640,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR001245 - Serine-threonine/tyrosine-protein kinase, catalytic domain, IPR020635 - Tyrosine-protein kinase, catalytic domain, IPR000719 - Protein kinase domain, IPR008266 - Tyrosine-protein kinase, active site",True
Wban_03641,Does not have InterPro domains related to GO:0004672,False
Wban_03642,Does not have InterPro domains related to GO:0004672,False
Wban_03643,Does not have InterPro domains related to GO:0004672,False
Wban_03644,Does not have InterPro domains related to GO:0004672,False
Wban_03645,Does not have InterPro domains related to GO:0004672,False
Wban_03646,Does not have InterPro domains related to GO:0004672,False
Wban_03647,Does not have InterPro domains related to GO:0004672,False
Wban_03648,Does not have InterPro domains related to GO:0004672,False
Wban_03649,Does not have InterPro domains related to GO:0004672,False
Wban_03650,Does not have InterPro domains related to GO:0004672,False
Wban_03651,Does not have InterPro domains related to GO:0004672,False
Wban_03652,Does not have InterPro domains related to GO:0004672,False
Wban_03653,Does not have InterPro domains related to GO:0004672,False
Wban_03654,Does not have InterPro domains related to GO:0004672,False
Wban_03655,Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR000719 - Protein kinase domain,True
Wban_03656,Does not have InterPro domains related to GO:0004672,False
Wban_03657,Does not have InterPro domains related to GO:0004672,False
Wban_03658,Does not have InterPro domains related to GO:0004672,False
Wban_03659,Does not have InterPro domains related to GO:0004672,False
Wban_03660,Does not have InterPro domains related to GO:0004672,False
Wban_03661,Does not have InterPro domains related to GO:0004672,False
Wban_03662,Does not have InterPro domains related to GO:0004672,False
Wban_03663,Does not have InterPro domains related to GO:0004672,False
Wban_03664,Does not have InterPro domains related to GO:0004672,False
Wban_03665,Does not have InterPro domains related to GO:0004672,False
Wban_03666,Does not have InterPro domains related to GO:0004672,False
Wban_03667,Does not have InterPro domains related to GO:0004672,False
Wban_03668,Does not have InterPro domains related to GO:0004672,False
Wban_03669,Does not have InterPro domains related to GO:0004672,False
Wban_03670,Does not have InterPro domains related to GO:0004672,False
Wban_03671,Does not have InterPro domains related to GO:0004672,False
Wban_03672,Does not have InterPro domains related to GO:0004672,False
Wban_03673,Does not have InterPro domains related to GO:0004672,False
Wban_03674,Does not have InterPro domains related to GO:0004672,False
Wban_03675,Does not have InterPro domains related to GO:0004672,False
Wban_03676,Does not have InterPro domains related to GO:0004672,False
Wban_03677,Does not have InterPro domains related to GO:0004672,False
Wban_03678,Does not have InterPro domains related to GO:0004672,False
Wban_03679,Does not have InterPro domains related to GO:0004672,False
Wban_03680,Does not have InterPro domains related to GO:0004672,False
Wban_03681,Does not have InterPro domains related to GO:0004672,False
Wban_03682,Does not have InterPro domains related to GO:0004672,False
Wban_03683,Does not have InterPro domains related to GO:0004672,False
Wban_03684,Does not have InterPro domains related to GO:0004672,False
Wban_03685,Does not have InterPro domains related to GO:0004672,False
Wban_03686,Does not have InterPro domains related to GO:0004672,False
Wban_03687,Does not have InterPro domains related to GO:0004672,False
Wban_03688,Does not have InterPro domains related to GO:0004672,False
Wban_03689,Does not have InterPro domains related to GO:0004672,False
Wban_03690,Does not have InterPro domains related to GO:0004672,False
Wban_03691,Does not have InterPro domains related to GO:0004672,False
Wban_03692,Does not have InterPro domains related to GO:0004672,False
Wban_03693,Does not have InterPro domains related to GO:0004672,False
Wban_03694,Does not have InterPro domains related to GO:0004672,False
Wban_03695,Does not have InterPro domains related to GO:0004672,False
Wban_03696,Does not have InterPro domains related to GO:0004672,False
Wban_03697,Does not have InterPro domains related to GO:0004672,False
Wban_03698,Does not have InterPro domains related to GO:0004672,False
Wban_03699,Does not have InterPro domains related to GO:0004672,False
Wban_03700,Does not have InterPro domains related to GO:0004672,False
Wban_03701,Does not have InterPro domains related to GO:0004672,False
Wban_03702,Does not have InterPro domains related to GO:0004672,False
Wban_03703,Does not have InterPro domains related to GO:0004672,False
Wban_03704,Does not have InterPro domains related to GO:0004672,False
Wban_03705,Does not have InterPro domains related to GO:0004672,False
Wban_03706,Does not have InterPro domains related to GO:0004672,False
Wban_03707,Does not have InterPro domains related to GO:0004672,False
Wban_03708,Does not have InterPro domains related to GO:0004672,False
Wban_03709,Does not have InterPro domains related to GO:0004672,False
Wban_03710,Does not have InterPro domains related to GO:0004672,False
Wban_03711,Does not have InterPro domains related to GO:0004672,False
Wban_03712,Does not have InterPro domains related to GO:0004672,False
Wban_03713,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_03714,Does not have InterPro domains related to GO:0004672,False
Wban_03715,Does not have InterPro domains related to GO:0004672,False
Wban_03716,Does not have InterPro domains related to GO:0004672,False
Wban_03717,Does not have InterPro domains related to GO:0004672,False
Wban_03718,Does not have InterPro domains related to GO:0004672,False
Wban_03719,Does not have InterPro domains related to GO:0004672,False
Wban_03720,Does not have InterPro domains related to GO:0004672,False
Wban_03721,Does not have InterPro domains related to GO:0004672,False
Wban_03722,Does not have InterPro domains related to GO:0004672,False
Wban_03723,Does not have InterPro domains related to GO:0004672,False
Wban_03724,Does not have InterPro domains related to GO:0004672,False
Wban_03725,Does not have InterPro domains related to GO:0004672,False
Wban_03726,Does not have InterPro domains related to GO:0004672,False
Wban_03727,Does not have InterPro domains related to GO:0004672,False
Wban_03728,Does not have InterPro domains related to GO:0004672,False
Wban_03729,Does not have InterPro domains related to GO:0004672,False
Wban_03730,Does not have InterPro domains related to GO:0004672,False
Wban_03731,Does not have InterPro domains related to GO:0004672,False
Wban_03732,Does not have InterPro domains related to GO:0004672,False
Wban_03733,Does not have InterPro domains related to GO:0004672,False
Wban_03734,Does not have InterPro domains related to GO:0004672,False
Wban_03735,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR001245 - Serine-threonine/tyrosine-protein kinase, catalytic domain, IPR000719 - Protein kinase domain, IPR008266 - Tyrosine-protein kinase, active site, IPR020635 - Tyrosine-protein kinase, catalytic domain",True
Wban_03736,Does not have InterPro domains related to GO:0004672,False
Wban_03737,Does not have InterPro domains related to GO:0004672,False
Wban_03738,Does not have InterPro domains related to GO:0004672,False
Wban_03739,Does not have InterPro domains related to GO:0004672,False
Wban_03740,Does not have InterPro domains related to GO:0004672,False
Wban_03741,Does not have InterPro domains related to GO:0004672,False
Wban_03742,Does not have InterPro domains related to GO:0004672,False
Wban_03743,Does not have InterPro domains related to GO:0004672,False
Wban_03744,Does not have InterPro domains related to GO:0004672,False
Wban_03745,Does not have InterPro domains related to GO:0004672,False
Wban_03746,Does not have InterPro domains related to GO:0004672,False
Wban_03747,Does not have InterPro domains related to GO:0004672,False
Wban_03748,Does not have InterPro domains related to GO:0004672,False
Wban_03749,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR001245 - Serine-threonine/tyrosine-protein kinase, catalytic domain, IPR008271 - Serine/threonine-protein kinase, active site, IPR000719 - Protein kinase domain, IPR000333 - Ser/Thr protein kinase, TGFB receptor, IPR003605 - GS domain",True
Wban_03750,Does not have InterPro domains related to GO:0004672,False
Wban_03751,Does not have InterPro domains related to GO:0004672,False
Wban_03752,Does not have InterPro domains related to GO:0004672,False
Wban_03753,Does not have InterPro domains related to GO:0004672,False
Wban_03754,Does not have InterPro domains related to GO:0004672,False
Wban_03755,Does not have InterPro domains related to GO:0004672,False
Wban_03756,Does not have InterPro domains related to GO:0004672,False
Wban_03757,Does not have InterPro domains related to GO:0004672,False
Wban_03758,Does not have InterPro domains related to GO:0004672,False
Wban_03759,Does not have InterPro domains related to GO:0004672,False
Wban_03760,Does not have InterPro domains related to GO:0004672,False
Wban_03761,Does not have InterPro domains related to GO:0004672,False
Wban_03762,Does not have InterPro domains related to GO:0004672,False
Wban_03763,Does not have InterPro domains related to GO:0004672,False
Wban_03764,Does not have InterPro domains related to GO:0004672,False
Wban_03765,Does not have InterPro domains related to GO:0004672,False
Wban_03766,Does not have InterPro domains related to GO:0004672,False
Wban_03767,Does not have InterPro domains related to GO:0004672,False
Wban_03768,Does not have InterPro domains related to GO:0004672,False
Wban_03769,Does not have InterPro domains related to GO:0004672,False
Wban_03770,Does not have InterPro domains related to GO:0004672,False
Wban_03771,Does not have InterPro domains related to GO:0004672,False
Wban_03772,Does not have InterPro domains related to GO:0004672,False
Wban_03773,Does not have InterPro domains related to GO:0004672,False
Wban_03774,Does not have InterPro domains related to GO:0004672,False
Wban_03775,Does not have InterPro domains related to GO:0004672,False
Wban_03776,Does not have InterPro domains related to GO:0004672,False
Wban_03777,Does not have InterPro domains related to GO:0004672,False
Wban_03778,Does not have InterPro domains related to GO:0004672,False
Wban_03779,Does not have InterPro domains related to GO:0004672,False
Wban_03780,Does not have InterPro domains related to GO:0004672,False
Wban_03781,Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR000719 - Protein kinase domain,True
Wban_03782,Does not have InterPro domains related to GO:0004672,False
Wban_03783,Does not have InterPro domains related to GO:0004672,False
Wban_03784,Does not have InterPro domains related to GO:0004672,False
Wban_03785,Does not have InterPro domains related to GO:0004672,False
Wban_03786,Does not have InterPro domains related to GO:0004672,False
Wban_03787,Does not have InterPro domains related to GO:0004672,False
Wban_03788,Does not have InterPro domains related to GO:0004672,False
Wban_03789,Does not have InterPro domains related to GO:0004672,False
Wban_03790,Does not have InterPro domains related to GO:0004672,False
Wban_03791,Does not have InterPro domains related to GO:0004672,False
Wban_03792,Does not have InterPro domains related to GO:0004672,False
Wban_03793,Does not have InterPro domains related to GO:0004672,False
Wban_03794,Does not have InterPro domains related to GO:0004672,False
Wban_03795,Does not have InterPro domains related to GO:0004672,False
Wban_03796,Does not have InterPro domains related to GO:0004672,False
Wban_03797,Does not have InterPro domains related to GO:0004672,False
Wban_03798,Does not have InterPro domains related to GO:0004672,False
Wban_03799,Does not have InterPro domains related to GO:0004672,False
Wban_03800,Does not have InterPro domains related to GO:0004672,False
Wban_03801,Does not have InterPro domains related to GO:0004672,False
Wban_03802,Does not have InterPro domains related to GO:0004672,False
Wban_03803,Does not have InterPro domains related to GO:0004672,False
Wban_03804,Does not have InterPro domains related to GO:0004672,False
Wban_03805,Does not have InterPro domains related to GO:0004672,False
Wban_03806,Does not have InterPro domains related to GO:0004672,False
Wban_03807,Does not have InterPro domains related to GO:0004672,False
Wban_03808,Does not have InterPro domains related to GO:0004672,False
Wban_03809,Does not have InterPro domains related to GO:0004672,False
Wban_03810,Does not have InterPro domains related to GO:0004672,False
Wban_03811,Does not have InterPro domains related to GO:0004672,False
Wban_03812,Does not have InterPro domains related to GO:0004672,False
Wban_03813,Does not have InterPro domains related to GO:0004672,False
Wban_03814,Does not have InterPro domains related to GO:0004672,False
Wban_03815,Does not have InterPro domains related to GO:0004672,False
Wban_03816,Does not have InterPro domains related to GO:0004672,False
Wban_03817,Does not have InterPro domains related to GO:0004672,False
Wban_03818,Does not have InterPro domains related to GO:0004672,False
Wban_03819,Does not have InterPro domains related to GO:0004672,False
Wban_03820,Does not have InterPro domains related to GO:0004672,False
Wban_03821,Does not have InterPro domains related to GO:0004672,False
Wban_03822,Does not have InterPro domains related to GO:0004672,False
Wban_03823,Does not have InterPro domains related to GO:0004672,False
Wban_03824,Does not have InterPro domains related to GO:0004672,False
Wban_03825,Does not have InterPro domains related to GO:0004672,False
Wban_03826,Does not have InterPro domains related to GO:0004672,False
Wban_03827,Does not have InterPro domains related to GO:0004672,False
Wban_03828,Does not have InterPro domains related to GO:0004672,False
Wban_03829,Does not have InterPro domains related to GO:0004672,False
Wban_03830,Does not have InterPro domains related to GO:0004672,False
Wban_03831,Does not have InterPro domains related to GO:0004672,False
Wban_03832,Does not have InterPro domains related to GO:0004672,False
Wban_03833,Does not have InterPro domains related to GO:0004672,False
Wban_03834,Does not have InterPro domains related to GO:0004672,False
Wban_03835,Does not have InterPro domains related to GO:0004672,False
Wban_03836,Does not have InterPro domains related to GO:0004672,False
Wban_03837,Does not have InterPro domains related to GO:0004672,False
Wban_03838,Does not have InterPro domains related to GO:0004672,False
Wban_03839,Does not have InterPro domains related to GO:0004672,False
Wban_03840,Does not have InterPro domains related to GO:0004672,False
Wban_03841,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site, IPR002291 - Phosphorylase kinase, gamma catalytic subunit",True
Wban_03842,Does not have InterPro domains related to GO:0004672,False
Wban_03843,Does not have InterPro domains related to GO:0004672,False
Wban_03844,Does not have InterPro domains related to GO:0004672,False
Wban_03845,Does not have InterPro domains related to GO:0004672,False
Wban_03846,Does not have InterPro domains related to GO:0004672,False
Wban_03847,Does not have InterPro domains related to GO:0004672,False
Wban_03848,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR008271 - Serine/threonine-protein kinase, active site, IPR000719 - Protein kinase domain",True
Wban_03849,Does not have InterPro domains related to GO:0004672,False
Wban_03850,Does not have InterPro domains related to GO:0004672,False
Wban_03851,Does not have InterPro domains related to GO:0004672,False
Wban_03852,Does not have InterPro domains related to GO:0004672,False
Wban_03853,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR000719 - Protein kinase domain, IPR016238 - Ribosomal protein S6 kinase, IPR017892 - Protein kinase, C-terminal, IPR000961 - AGC-kinase, C-terminal, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_03854,Does not have InterPro domains related to GO:0004672,False
Wban_03855,Does not have InterPro domains related to GO:0004672,False
Wban_03856,Does not have InterPro domains related to GO:0004672,False
Wban_03857,Does not have InterPro domains related to GO:0004672,False
Wban_03858,Does not have InterPro domains related to GO:0004672,False
Wban_03859,Does not have InterPro domains related to GO:0004672,False
Wban_03860,Does not have InterPro domains related to GO:0004672,False
Wban_03861,"Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR017184 - Serine/threonine-protein kinase Unc-51, IPR008271 - Serine/threonine-protein kinase, active site, IPR000719 - Protein kinase domain, IPR045269 - Serine/threonine-protein kinase Atg1-like",True
Wban_03862,Does not have InterPro domains related to GO:0004672,False
Wban_03863,Does not have InterPro domains related to GO:0004672,False
Wban_03864,Does not have InterPro domains related to GO:0004672,False
Wban_03865,Does not have InterPro domains related to GO:0004672,False
Wban_03866,Does not have InterPro domains related to GO:0004672,False
Wban_03867,Does not have InterPro domains related to GO:0004672,False
Wban_03868,Does not have InterPro domains related to GO:0004672,False
Wban_03869,Does not have InterPro domains related to GO:0004672,False
Wban_03870,Does not have InterPro domains related to GO:0004672,False
Wban_03871,Encodes protein with InterPro domain(s)  that are related to GO:0004672: IPR000719 - Protein kinase domain,True
Wban_03872,Does not have InterPro domains related to GO:0004672,False
Wban_03873,Does not have InterPro domains related to GO:0004672,False
Wban_03874,Does not have InterPro domains related to GO:0004672,False
Wban_03875,Does not have InterPro domains related to GO:0004672,False
Wban_03876,Does not have InterPro domains related to GO:0004672,False
Wban_03877,Does not have InterPro domains related to GO:0004672,False
Wban_03878,Does not have InterPro domains related to GO:0004672,False
Wban_03879,Does not have InterPro domains related to GO:0004672,False
Wban_03880,Does not have InterPro domains related to GO:0004672,False
Wban_03881,Does not have InterPro domains related to GO:0004672,False
Wban_03882,Does not have InterPro domains related to GO:0004672,False
Wban_03883,Does not have InterPro domains related to GO:0004672,False
Wban_03884,Does not have InterPro domains related to GO:0004672,False
Wban_03885,Does not have InterPro domains related to GO:0004672,False
Wban_03886,Does not have InterPro domains related to GO:0004672,False
Wban_03887,Does not have InterPro domains related to GO:0004672,False
Wban_03888,Does not have InterPro domains related to GO:0004672,False
Wban_03889,Does not have InterPro domains related to GO:0004672,False
Wban_03890,Does not have InterPro domains related to GO:0004672,False
Wban_03891,Does not have InterPro domains related to GO:0004672,False
Wban_03892,Does not have InterPro domains related to GO:0004672,False
Wban_03893,Does not have InterPro domains related to GO:0004672,False
