Gene stable ID,is_enzyme_evidence,is_enzyme
Wban_02899,Does not have InterPro domains related to GO:0003824,False
Wban_02900,Does not have InterPro domains related to GO:0003824,False
Wban_02901,Does not have InterPro domains related to GO:0003824,False
Wban_02902,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR024704 - Structural maintenance of chromosomes protein,True
Wban_02903,Does not have InterPro domains related to GO:0003824,False
Wban_02904,Does not have InterPro domains related to GO:0003824,False
Wban_02905,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR045116 - Polyribonucleotide 5-hydroxyl-kinase Clp1/Grc3,True
Wban_02906,Does not have InterPro domains related to GO:0003824,False
Wban_02907,Does not have InterPro domains related to GO:0003824,False
Wban_02908,Does not have InterPro domains related to GO:0003824,False
Wban_02909,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR011257 - DNA glycosylase, IPR012904 - 8-oxoguanine DNA glycosylase, N-terminal",True
Wban_02910,Does not have InterPro domains related to GO:0003824,False
Wban_02911,Does not have InterPro domains related to GO:0003824,False
Wban_02912,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR008594 - Scavenger mRNA decapping enzyme DcpS/DCS2, IPR011145 - Scavenger mRNA decapping enzyme, N-terminal",True
Wban_02913,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR012164 - DNA-directed RNA polymerase subunit/transcription factor S,True
Wban_02914,Does not have InterPro domains related to GO:0003824,False
Wban_02915,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR013126 - Heat shock protein 70 family,True
Wban_02916,Does not have InterPro domains related to GO:0003824,False
Wban_02917,Does not have InterPro domains related to GO:0003824,False
Wban_02918,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR026770 - Ribonuclease kappa,True
Wban_02919,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain,True
Wban_02920,Does not have InterPro domains related to GO:0003824,False
Wban_02921,Does not have InterPro domains related to GO:0003824,False
Wban_02922,Does not have InterPro domains related to GO:0003824,False
Wban_02923,Does not have InterPro domains related to GO:0003824,False
Wban_02924,Does not have InterPro domains related to GO:0003824,False
Wban_02925,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR008266 - Tyrosine-protein kinase, active site, IPR001245 - Serine-threonine/tyrosine-protein kinase, catalytic domain, IPR000719 - Protein kinase domain",True
Wban_02926,Does not have InterPro domains related to GO:0003824,False
Wban_02927,Does not have InterPro domains related to GO:0003824,False
Wban_02928,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR044774 - Suv3, DEXQ-box helicase domain",True
Wban_02929,Does not have InterPro domains related to GO:0003824,False
Wban_02930,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR036250 - Acyl-CoA dehydrogenase-like, C-terminal, IPR046373 - Acyl-CoA oxidase/dehydrogenase, middle domain superfamily, IPR002655 - Acyl-CoA oxidase, C-terminal, IPR012258 - Acyl-CoA oxidase, IPR009100 - Acyl-CoA dehydrogenase/oxidase, N-terminal and middle domain superfamily",True
Wban_02931,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR008271 - Serine/threonine-protein kinase, active site, IPR000719 - Protein kinase domain",True
Wban_02932,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR019363 - Lipid droplet-associated hydrolase,True
Wban_02933,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000555 - JAB1/MPN/MOV34 metalloenzyme domain,True
Wban_02934,Does not have InterPro domains related to GO:0003824,False
Wban_02935,Does not have InterPro domains related to GO:0003824,False
Wban_02936,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR017050 - Metallopeptidase, nematode, IPR034035 - Astacin-like metallopeptidase domain, IPR006026 - Peptidase, metallopeptidase, IPR024079 - Metallopeptidase, catalytic domain superfamily, IPR001506 - Peptidase M12A",True
Wban_02937,Does not have InterPro domains related to GO:0003824,False
Wban_02938,Does not have InterPro domains related to GO:0003824,False
Wban_02939,Does not have InterPro domains related to GO:0003824,False
Wban_02940,Does not have InterPro domains related to GO:0003824,False
Wban_02941,Does not have InterPro domains related to GO:0003824,False
Wban_02942,Does not have InterPro domains related to GO:0003824,False
Wban_02943,Does not have InterPro domains related to GO:0003824,False
Wban_02944,Does not have InterPro domains related to GO:0003824,False
Wban_02945,Does not have InterPro domains related to GO:0003824,False
Wban_02946,Does not have InterPro domains related to GO:0003824,False
Wban_02947,Does not have InterPro domains related to GO:0003824,False
Wban_02948,Does not have InterPro domains related to GO:0003824,False
Wban_02949,Does not have InterPro domains related to GO:0003824,False
Wban_02950,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR005066 - Moybdenum cofactor oxidoreductase, dimerisation, IPR008335 - Eukaryotic molybdopterin oxidoreductase",True
Wban_02951,Does not have InterPro domains related to GO:0003824,False
Wban_02952,Does not have InterPro domains related to GO:0003824,False
Wban_02953,Does not have InterPro domains related to GO:0003824,False
Wban_02954,Does not have InterPro domains related to GO:0003824,False
Wban_02955,Does not have InterPro domains related to GO:0003824,False
Wban_02956,Does not have InterPro domains related to GO:0003824,False
Wban_02957,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001242 - Condensation domain, IPR016039 - Thiolase-like, IPR001227 - Acyl transferase domain superfamily, IPR018201 - Beta-ketoacyl synthase, active site",True
Wban_02958,Does not have InterPro domains related to GO:0003824,False
Wban_02959,Does not have InterPro domains related to GO:0003824,False
Wban_02960,Does not have InterPro domains related to GO:0003824,False
Wban_02961,Does not have InterPro domains related to GO:0003824,False
Wban_02962,Does not have InterPro domains related to GO:0003824,False
Wban_02963,Does not have InterPro domains related to GO:0003824,False
Wban_02964,Does not have InterPro domains related to GO:0003824,False
Wban_02965,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002453 - Beta tubulin,True
Wban_02966,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002453 - Beta tubulin,True
Wban_02967,Does not have InterPro domains related to GO:0003824,False
Wban_02968,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR035983 - HECT, E3 ligase catalytic domain, IPR000569 - HECT domain",True
Wban_02969,Does not have InterPro domains related to GO:0003824,False
Wban_02970,Does not have InterPro domains related to GO:0003824,False
Wban_02971,Does not have InterPro domains related to GO:0003824,False
Wban_02972,Does not have InterPro domains related to GO:0003824,False
Wban_02973,Does not have InterPro domains related to GO:0003824,False
Wban_02974,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR005331 - Sulfotransferase, IPR010635 - Heparan sulphate 6-sulfotransferase/Protein-tyrosine sulfotransferase",True
Wban_02975,Does not have InterPro domains related to GO:0003824,False
Wban_02976,Does not have InterPro domains related to GO:0003824,False
Wban_02977,Does not have InterPro domains related to GO:0003824,False
Wban_02978,Does not have InterPro domains related to GO:0003824,False
Wban_02979,Does not have InterPro domains related to GO:0003824,False
Wban_02980,Does not have InterPro domains related to GO:0003824,False
Wban_02981,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR015338 - Glycosyl transferase 64 domain, IPR004263 - Exostosin-like",True
Wban_02982,Does not have InterPro domains related to GO:0003824,False
Wban_02983,Does not have InterPro domains related to GO:0003824,False
Wban_02984,Does not have InterPro domains related to GO:0003824,False
Wban_02985,Does not have InterPro domains related to GO:0003824,False
Wban_02986,Does not have InterPro domains related to GO:0003824,False
Wban_02987,Does not have InterPro domains related to GO:0003824,False
Wban_02988,Does not have InterPro domains related to GO:0003824,False
Wban_02989,Does not have InterPro domains related to GO:0003824,False
Wban_02990,Does not have InterPro domains related to GO:0003824,False
Wban_02991,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR006086 - XPG-I domain, IPR008918 - Helix-hairpin-helix motif, class 2, IPR006085 - XPG, N-terminal, IPR001044 - XPG/Rad2 endonuclease, eukaryotes, IPR019974 - XPG conserved site",True
Wban_02992,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR036774 - ERV/ALR sulfhydryl oxidase domain superfamily, IPR039798 - Sulfhydryl oxidase, IPR017905 - ERV/ALR sulfhydryl oxidase domain",True
Wban_02993,Does not have InterPro domains related to GO:0003824,False
Wban_02994,Does not have InterPro domains related to GO:0003824,False
Wban_02995,Does not have InterPro domains related to GO:0003824,False
Wban_02996,Does not have InterPro domains related to GO:0003824,False
Wban_02997,Does not have InterPro domains related to GO:0003824,False
Wban_02998,Does not have InterPro domains related to GO:0003824,False
Wban_02999,Does not have InterPro domains related to GO:0003824,False
Wban_03000,Does not have InterPro domains related to GO:0003824,False
Wban_03001,Does not have InterPro domains related to GO:0003824,False
Wban_03002,Does not have InterPro domains related to GO:0003824,False
Wban_03003,Does not have InterPro domains related to GO:0003824,False
Wban_03004,Does not have InterPro domains related to GO:0003824,False
Wban_03005,Does not have InterPro domains related to GO:0003824,False
Wban_03006,Does not have InterPro domains related to GO:0003824,False
Wban_03007,Does not have InterPro domains related to GO:0003824,False
Wban_03008,Does not have InterPro domains related to GO:0003824,False
Wban_03009,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain,True
Wban_03010,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR011281 - Succinate dehydrogenase, flavoprotein subunit, IPR037099 - Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal domain superfamily, IPR015939 - Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal, IPR014006 - Succinate dehydrogenase/fumarate reductase, flavoprotein subunit",True
Wban_03011,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain, IPR008271 - Serine/threonine-protein kinase, active site",True
Wban_03012,Does not have InterPro domains related to GO:0003824,False
Wban_03013,Does not have InterPro domains related to GO:0003824,False
Wban_03014,Does not have InterPro domains related to GO:0003824,False
Wban_03015,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR024079 - Metallopeptidase, catalytic domain superfamily, IPR001590 - Peptidase M12B, ADAM/reprolysin",True
Wban_03016,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR015868 - Glutaminase,True
Wban_03017,Does not have InterPro domains related to GO:0003824,False
Wban_03018,Does not have InterPro domains related to GO:0003824,False
Wban_03019,Does not have InterPro domains related to GO:0003824,False
Wban_03020,Does not have InterPro domains related to GO:0003824,False
Wban_03021,Does not have InterPro domains related to GO:0003824,False
Wban_03022,Does not have InterPro domains related to GO:0003824,False
Wban_03023,Does not have InterPro domains related to GO:0003824,False
Wban_03024,Does not have InterPro domains related to GO:0003824,False
Wban_03025,Does not have InterPro domains related to GO:0003824,False
Wban_03026,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000668 - Peptidase C1A, papain C-terminal, IPR013128 - Peptidase C1A",True
Wban_03027,Does not have InterPro domains related to GO:0003824,False
Wban_03028,Does not have InterPro domains related to GO:0003824,False
Wban_03029,Does not have InterPro domains related to GO:0003824,False
Wban_03030,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain,True
Wban_03031,Does not have InterPro domains related to GO:0003824,False
Wban_03032,Does not have InterPro domains related to GO:0003824,False
Wban_03033,Does not have InterPro domains related to GO:0003824,False
Wban_03034,Does not have InterPro domains related to GO:0003824,False
Wban_03035,Does not have InterPro domains related to GO:0003824,False
Wban_03036,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR034334 - Prostaglandin E synthase 2,True
Wban_03037,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR007965 - Gcn5-related N-acetyltransferase (GNAT) domain, ATAT-type, IPR038746 - Alpha-tubulin N-acetyltransferase",True
Wban_03038,Does not have InterPro domains related to GO:0003824,False
Wban_03039,Does not have InterPro domains related to GO:0003824,False
Wban_03040,Does not have InterPro domains related to GO:0003824,False
Wban_03041,Does not have InterPro domains related to GO:0003824,False
Wban_03042,Does not have InterPro domains related to GO:0003824,False
Wban_03043,Does not have InterPro domains related to GO:0003824,False
Wban_03044,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR028591 - DIS3-like exonuclease 2, IPR001900 - Ribonuclease II/R",True
Wban_03045,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR006676 - tRNA-splicing endonuclease, IPR006677 - tRNA intron endonuclease, catalytic domain-like",True
Wban_03046,Does not have InterPro domains related to GO:0003824,False
Wban_03047,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR027032 - Twinkle-like protein, IPR007694 - DNA helicase, DnaB-like, C-terminal",True
Wban_03048,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000889 - Glutathione peroxidase,True
Wban_03049,Does not have InterPro domains related to GO:0003824,False
Wban_03050,Does not have InterPro domains related to GO:0003824,False
Wban_03051,Does not have InterPro domains related to GO:0003824,False
Wban_03052,Does not have InterPro domains related to GO:0003824,False
Wban_03053,Does not have InterPro domains related to GO:0003824,False
Wban_03054,Does not have InterPro domains related to GO:0003824,False
Wban_03055,Does not have InterPro domains related to GO:0003824,False
Wban_03056,Does not have InterPro domains related to GO:0003824,False
Wban_03057,Does not have InterPro domains related to GO:0003824,False
Wban_03058,Does not have InterPro domains related to GO:0003824,False
Wban_03059,Does not have InterPro domains related to GO:0003824,False
Wban_03060,Does not have InterPro domains related to GO:0003824,False
Wban_03061,Does not have InterPro domains related to GO:0003824,False
Wban_03062,Does not have InterPro domains related to GO:0003824,False
Wban_03063,Does not have InterPro domains related to GO:0003824,False
Wban_03064,Does not have InterPro domains related to GO:0003824,False
Wban_03065,Does not have InterPro domains related to GO:0003824,False
Wban_03066,Does not have InterPro domains related to GO:0003824,False
Wban_03067,Does not have InterPro domains related to GO:0003824,False
Wban_03068,Does not have InterPro domains related to GO:0003824,False
Wban_03069,Does not have InterPro domains related to GO:0003824,False
Wban_03070,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR004493 - Leucyl-tRNA synthetase, class Ia, archaeal/eukaryotic cytosolic, IPR002300 - Aminoacyl-tRNA synthetase, class Ia, IPR013155 - Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding, IPR009080 - Aminoacyl-tRNA synthetase, class Ia, anticodon-binding, IPR009008 - Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain",True
Wban_03071,Does not have InterPro domains related to GO:0003824,False
Wban_03072,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR013035 - Phosphoenolpyruvate carboxykinase, C-terminal, IPR008210 - Phosphoenolpyruvate carboxykinase, N-terminal, IPR018091 - Phosphoenolpyruvate carboxykinase, GTP-utilising, conserved site, IPR008209 - Phosphoenolpyruvate carboxykinase, GTP-utilising, IPR035077 - Phosphoenolpyruvate carboxykinase, C-terminal P-loop domain, IPR035078 - Phosphoenolpyruvate carboxykinase, GTP-utilising, N-terminal",True
Wban_03073,Does not have InterPro domains related to GO:0003824,False
Wban_03074,Does not have InterPro domains related to GO:0003824,False
Wban_03075,Does not have InterPro domains related to GO:0003824,False
Wban_03076,Does not have InterPro domains related to GO:0003824,False
Wban_03077,Does not have InterPro domains related to GO:0003824,False
Wban_03078,Does not have InterPro domains related to GO:0003824,False
Wban_03079,Does not have InterPro domains related to GO:0003824,False
Wban_03080,Does not have InterPro domains related to GO:0003824,False
Wban_03081,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001948 - Peptidase M18, IPR023358 - Peptidase M18, domain 2",True
Wban_03082,Does not have InterPro domains related to GO:0003824,False
Wban_03083,Does not have InterPro domains related to GO:0003824,False
Wban_03084,Does not have InterPro domains related to GO:0003824,False
Wban_03085,Does not have InterPro domains related to GO:0003824,False
Wban_03086,Does not have InterPro domains related to GO:0003824,False
Wban_03087,Does not have InterPro domains related to GO:0003824,False
Wban_03088,Does not have InterPro domains related to GO:0003824,False
Wban_03089,Does not have InterPro domains related to GO:0003824,False
Wban_03090,Does not have InterPro domains related to GO:0003824,False
Wban_03091,Does not have InterPro domains related to GO:0003824,False
Wban_03092,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000639 - Epoxide hydrolase-like, IPR016812 - Protein phosphatase methylesterase, eukaryotic",True
Wban_03093,Does not have InterPro domains related to GO:0003824,False
Wban_03094,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR044417 - PRDM7/PRDM9, PR/SET domain",True
Wban_03095,Does not have InterPro domains related to GO:0003824,False
Wban_03096,Does not have InterPro domains related to GO:0003824,False
Wban_03097,Does not have InterPro domains related to GO:0003824,False
Wban_03098,Does not have InterPro domains related to GO:0003824,False
Wban_03099,Does not have InterPro domains related to GO:0003824,False
Wban_03100,Does not have InterPro domains related to GO:0003824,False
Wban_03101,Does not have InterPro domains related to GO:0003824,False
Wban_03102,Does not have InterPro domains related to GO:0003824,False
Wban_03103,Does not have InterPro domains related to GO:0003824,False
Wban_03104,Does not have InterPro domains related to GO:0003824,False
Wban_03105,Does not have InterPro domains related to GO:0003824,False
Wban_03106,Does not have InterPro domains related to GO:0003824,False
Wban_03107,Does not have InterPro domains related to GO:0003824,False
Wban_03108,Does not have InterPro domains related to GO:0003824,False
Wban_03109,Does not have InterPro domains related to GO:0003824,False
Wban_03110,Does not have InterPro domains related to GO:0003824,False
Wban_03111,Does not have InterPro domains related to GO:0003824,False
Wban_03112,Does not have InterPro domains related to GO:0003824,False
Wban_03113,Does not have InterPro domains related to GO:0003824,False
Wban_03114,Does not have InterPro domains related to GO:0003824,False
Wban_03115,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR004856 - Glycosyl transferase, ALG6/ALG8",True
Wban_03116,Does not have InterPro domains related to GO:0003824,False
Wban_03117,Does not have InterPro domains related to GO:0003824,False
Wban_03118,Does not have InterPro domains related to GO:0003824,False
Wban_03119,Does not have InterPro domains related to GO:0003824,False
Wban_03120,Does not have InterPro domains related to GO:0003824,False
Wban_03121,Does not have InterPro domains related to GO:0003824,False
Wban_03122,Does not have InterPro domains related to GO:0003824,False
Wban_03123,Does not have InterPro domains related to GO:0003824,False
Wban_03124,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR018517 - tRNA-dihydrouridine synthase, conserved site, IPR001269 - tRNA-dihydrouridine synthase",True
Wban_03125,Does not have InterPro domains related to GO:0003824,False
Wban_03126,Does not have InterPro domains related to GO:0003824,False
Wban_03127,Does not have InterPro domains related to GO:0003824,False
Wban_03128,Does not have InterPro domains related to GO:0003824,False
Wban_03129,Does not have InterPro domains related to GO:0003824,False
Wban_03130,Does not have InterPro domains related to GO:0003824,False
Wban_03131,Does not have InterPro domains related to GO:0003824,False
Wban_03132,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR047129 - Serine/Threonine protein phosphatase PP2A-like, IPR006186 - Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase, IPR004843 - Calcineurin-like phosphoesterase domain, ApaH type",True
Wban_03133,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR002227 - Tyrosinase copper-binding domain,True
Wban_03134,Does not have InterPro domains related to GO:0003824,False
Wban_03135,Does not have InterPro domains related to GO:0003824,False
Wban_03136,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000741 - Fructose-bisphosphate aldolase, class-I",True
Wban_03137,Does not have InterPro domains related to GO:0003824,False
Wban_03138,Does not have InterPro domains related to GO:0003824,False
Wban_03139,Does not have InterPro domains related to GO:0003824,False
Wban_03140,Does not have InterPro domains related to GO:0003824,False
Wban_03141,Does not have InterPro domains related to GO:0003824,False
Wban_03142,Does not have InterPro domains related to GO:0003824,False
Wban_03143,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR012308 - DNA ligase, ATP-dependent, N-terminal, IPR029710 - DNA ligase 4, IPR036599 - DNA ligase, ATP-dependent, N-terminal domain superfamily, IPR012310 - DNA ligase, ATP-dependent, central, IPR012309 - DNA ligase, ATP-dependent, C-terminal",True
Wban_03144,Does not have InterPro domains related to GO:0003824,False
Wban_03145,Does not have InterPro domains related to GO:0003824,False
Wban_03146,Does not have InterPro domains related to GO:0003824,False
Wban_03147,Does not have InterPro domains related to GO:0003824,False
Wban_03148,Does not have InterPro domains related to GO:0003824,False
Wban_03149,Does not have InterPro domains related to GO:0003824,False
Wban_03150,Does not have InterPro domains related to GO:0003824,False
Wban_03151,Does not have InterPro domains related to GO:0003824,False
Wban_03152,Does not have InterPro domains related to GO:0003824,False
Wban_03153,Does not have InterPro domains related to GO:0003824,False
Wban_03154,Does not have InterPro domains related to GO:0003824,False
Wban_03155,Does not have InterPro domains related to GO:0003824,False
Wban_03156,Does not have InterPro domains related to GO:0003824,False
Wban_03157,Does not have InterPro domains related to GO:0003824,False
Wban_03158,Does not have InterPro domains related to GO:0003824,False
Wban_03159,Does not have InterPro domains related to GO:0003824,False
Wban_03160,Does not have InterPro domains related to GO:0003824,False
Wban_03161,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR016699 - Acid ceramidase-like,True
Wban_03162,Does not have InterPro domains related to GO:0003824,False
Wban_03163,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000845 - Nucleoside phosphorylase domain, IPR035994 - Nucleoside phosphorylase superfamily, IPR010059 - Uridine phosphorylase, eukaryotic",True
Wban_03164,Does not have InterPro domains related to GO:0003824,False
Wban_03165,Does not have InterPro domains related to GO:0003824,False
Wban_03166,Does not have InterPro domains related to GO:0003824,False
Wban_03167,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001096 - Peptidase C13, legumain, IPR028361 - GPI-anchor transamidase",True
Wban_03168,Does not have InterPro domains related to GO:0003824,False
Wban_03169,Does not have InterPro domains related to GO:0003824,False
Wban_03170,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR044611 - Ubiquitin-protein ligase E3A/B/C-like, IPR000569 - HECT domain, IPR035983 - HECT, E3 ligase catalytic domain",True
Wban_03171,Does not have InterPro domains related to GO:0003824,False
Wban_03172,Does not have InterPro domains related to GO:0003824,False
Wban_03173,Does not have InterPro domains related to GO:0003824,False
Wban_03174,Does not have InterPro domains related to GO:0003824,False
Wban_03175,Does not have InterPro domains related to GO:0003824,False
Wban_03176,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001423 - Lysophospholipase patatin, conserved site",True
Wban_03177,Does not have InterPro domains related to GO:0003824,False
Wban_03178,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000333 - Ser/Thr protein kinase, TGFB receptor, IPR000719 - Protein kinase domain",True
Wban_03179,Does not have InterPro domains related to GO:0003824,False
Wban_03180,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR007281 - Mre11, DNA-binding, IPR003701 - DNA double-strand break repair protein Mre11, IPR004843 - Calcineurin-like phosphoesterase domain, ApaH type",True
Wban_03181,Does not have InterPro domains related to GO:0003824,False
Wban_03182,Does not have InterPro domains related to GO:0003824,False
Wban_03183,Does not have InterPro domains related to GO:0003824,False
Wban_03184,Does not have InterPro domains related to GO:0003824,False
Wban_03185,Does not have InterPro domains related to GO:0003824,False
Wban_03186,Does not have InterPro domains related to GO:0003824,False
Wban_03187,Does not have InterPro domains related to GO:0003824,False
Wban_03188,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR022953 - ATP-dependent 6-phosphofructokinase, IPR015912 - Phosphofructokinase, conserved site, IPR035966 - Phosphofructokinase superfamily, IPR000023 - Phosphofructokinase domain",True
Wban_03189,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR003439 - ABC transporter-like, ATP-binding domain, IPR017871 - ABC transporter-like, conserved site",True
Wban_03190,Does not have InterPro domains related to GO:0003824,False
Wban_03191,Does not have InterPro domains related to GO:0003824,False
Wban_03192,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR022764 - Peptidase S54, rhomboid domain",True
Wban_03193,Does not have InterPro domains related to GO:0003824,False
Wban_03194,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR001394 - Peptidase C19, ubiquitin carboxyl-terminal hydrolase",True
Wban_03195,Does not have InterPro domains related to GO:0003824,False
Wban_03196,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR004033 - UbiE/COQ5 methyltransferase, IPR023576 - UbiE/COQ5 methyltransferase, conserved site",True
Wban_03197,Does not have InterPro domains related to GO:0003824,False
Wban_03198,Does not have InterPro domains related to GO:0003824,False
Wban_03199,Does not have InterPro domains related to GO:0003824,False
Wban_03200,Does not have InterPro domains related to GO:0003824,False
Wban_03201,Does not have InterPro domains related to GO:0003824,False
Wban_03202,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR010226 - NADH-quinone oxidoreductase, chain I",True
Wban_03203,Does not have InterPro domains related to GO:0003824,False
Wban_03204,Does not have InterPro domains related to GO:0003824,False
Wban_03205,Does not have InterPro domains related to GO:0003824,False
Wban_03206,Does not have InterPro domains related to GO:0003824,False
Wban_03207,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR006935 - Helicase/UvrB, N-terminal, IPR001161 - Helicase XPB/Ssl2",True
Wban_03208,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR045086 - OBG-type GTPase, IPR014100 - GTP-binding protein Obg/CgtA",True
Wban_03209,Does not have InterPro domains related to GO:0003824,False
Wban_03210,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000719 - Protein kinase domain, IPR001245 - Serine-threonine/tyrosine-protein kinase, catalytic domain",True
Wban_03211,Does not have InterPro domains related to GO:0003824,False
Wban_03212,Does not have InterPro domains related to GO:0003824,False
Wban_03213,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR016435 - Diphthamide synthesis DPH1/DPH2,True
Wban_03214,Does not have InterPro domains related to GO:0003824,False
Wban_03215,Does not have InterPro domains related to GO:0003824,False
Wban_03216,Does not have InterPro domains related to GO:0003824,False
Wban_03217,Does not have InterPro domains related to GO:0003824,False
Wban_03218,Does not have InterPro domains related to GO:0003824,False
Wban_03219,Does not have InterPro domains related to GO:0003824,False
Wban_03220,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR000741 - Fructose-bisphosphate aldolase, class-I",True
Wban_03221,Does not have InterPro domains related to GO:0003824,False
Wban_03222,Does not have InterPro domains related to GO:0003824,False
Wban_03223,Does not have InterPro domains related to GO:0003824,False
Wban_03224,Does not have InterPro domains related to GO:0003824,False
Wban_03225,Does not have InterPro domains related to GO:0003824,False
Wban_03226,Does not have InterPro domains related to GO:0003824,False
Wban_03227,Does not have InterPro domains related to GO:0003824,False
Wban_03228,Does not have InterPro domains related to GO:0003824,False
Wban_03229,Does not have InterPro domains related to GO:0003824,False
Wban_03230,Does not have InterPro domains related to GO:0003824,False
Wban_03231,Does not have InterPro domains related to GO:0003824,False
Wban_03232,Does not have InterPro domains related to GO:0003824,False
Wban_03233,Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR039760 - MOFRL domain-containing protein,True
Wban_03234,Does not have InterPro domains related to GO:0003824,False
Wban_03235,Does not have InterPro domains related to GO:0003824,False
Wban_03236,Does not have InterPro domains related to GO:0003824,False
Wban_03237,Does not have InterPro domains related to GO:0003824,False
Wban_03238,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR041822 - Rab33A/B, IPR001806 - Small GTPase",True
Wban_03239,"Encodes protein with InterPro domain(s)  that are related to GO:0003824: IPR014782 - Peptidase M1, membrane alanine aminopeptidase",True
Wban_03240,Does not have InterPro domains related to GO:0003824,False
Wban_03241,Does not have InterPro domains related to GO:0003824,False
