Gene stable ID,Human gene stable ID,Human gene name,Homology type,% identity,Human % identity,lacks_WBP_human_orthologue,best_WBP_human_orthologue_lt_40pct_identity
TTRE4896,ENSG00000196371,FUT4,ortholog_many2many,23.918,19.8113,False,True
TTRE4897,ENSG00000173239,LIPM,ortholog_many2many,37.6499,37.1158,False,True
TTRE4898,,,,0.0,,True,True
TTRE4899,ENSG00000101199,ARFGAP1,ortholog_one2one,35.4545,38.4236,False,True
TTRE49,,,,0.0,,True,True
TTRE490,ENSG00000173926,MARCHF3,ortholog_many2many,27.2401,30.0395,False,True
TTRE4900,,,,0.0,,True,True
TTRE4901,,,,0.0,,True,True
TTRE4902,ENSG00000130164,LDLR,ortholog_many2many,13.0435,11.5116,False,True
TTRE4903,ENSG00000036257,CUL3,ortholog_one2one,54.9869,54.5573,False,False
TTRE4904,ENSG00000152455,SUV39H2,ortholog_one2one,33.1313,40.0,False,True
TTRE4905,ENSG00000132510,KDM6B,ortholog_one2many,27.7431,18.9288,False,True
TTRE4906,ENSG00000164172,MOCS2,ortholog_one2one,20.5882,37.234,False,True
TTRE4907,ENSG00000087053,MTMR2,ortholog_many2many,50.0,46.8118,False,False
TTRE4908,ENSG00000107581,EIF3A,ortholog_one2many,34.5532,29.3777,False,True
TTRE4909,,,,0.0,,True,True
TTRE491,ENSG00000117174,ZNHIT6,ortholog_one2one,17.0792,14.6809,False,True
TTRE4910,ENSG00000173227,SYT12,ortholog_one2one,17.6015,21.6152,False,True
TTRE4911,ENSG00000196792,STRN3,ortholog_one2many,31.4168,19.197,False,True
TTRE4912,ENSG00000164128,NPY1R,ortholog_many2many,24.8634,23.6979,False,True
TTRE4913,ENSG00000168237,GLYCTK,ortholog_one2one,34.9398,33.2696,False,True
TTRE4914,,,,0.0,,True,True
TTRE4915,,,,0.0,,True,True
TTRE4916,ENSG00000181433,SAGE1,ortholog_one2many,9.32476,9.62389,False,True
TTRE4917,,,,0.0,,True,True
TTRE4918,ENSG00000165588,OTX2,ortholog_many2many,24.1611,24.2424,False,True
TTRE4919,ENSG00000082898,XPO1,ortholog_one2one,61.9565,63.8655,False,False
TTRE492,ENSG00000168488,ATXN2L,ortholog_one2many,17.1254,15.6279,False,True
TTRE4920,ENSG00000114054,PCCB,ortholog_one2one,70.7407,70.872,False,False
TTRE4921,ENSG00000139546,TARBP2,ortholog_many2many,15.3846,12.5683,False,True
TTRE4922,ENSG00000145354,CISD2,ortholog_many2many,10.1351,11.1111,False,True
TTRE4923,ENSG00000100347,SAMM50,ortholog_one2many,26.8519,24.7335,False,True
TTRE4924,ENSG00000128266,GNAZ,ortholog_many2many,61.5819,61.4085,False,False
TTRE4925,ENSG00000065665,SEC61A2,ortholog_many2many,87.5527,87.1849,False,False
TTRE4926,,,,0.0,,True,True
TTRE4927,,,,0.0,,True,True
TTRE4928,ENSG00000120549,KIAA1217,ortholog_one2many,15.7945,8.54349,False,True
TTRE4929,ENSG00000162129,CLPB,ortholog_one2one,49.2411,43.1315,False,False
TTRE493,ENSG00000038295,TLL1,ortholog_one2one,44.294,45.2122,False,False
TTRE4930,,,,0.0,,True,True
TTRE4931,ENSG00000285480,H2BK1,ortholog_many2many,58.6466,63.9344,False,False
TTRE4932,ENSG00000185008,ROBO2,ortholog_many2many,11.8531,9.64019,False,True
TTRE4933,ENSG00000113013,HSPA9,ortholog_one2one,76.4264,74.9632,False,False
TTRE4934,ENSG00000139343,SNRPF,ortholog_one2one,72.093,72.093,False,False
TTRE4935,ENSG00000204256,BRD2,ortholog_one2many,26.9197,38.0774,False,True
TTRE4936,,,,0.0,,True,True
TTRE4937,,,,0.0,,True,True
TTRE4938,ENSG00000112685,EXOC2,ortholog_one2one,25.3714,24.026,False,True
TTRE4939,ENSG00000214655,ZSWIM8,ortholog_one2one,28.7648,27.8081,False,True
TTRE494,ENSG00000136918,WDR38,ortholog_many2many,14.9351,14.6497,False,True
TTRE4940,ENSG00000105193,RPS16,ortholog_one2one,78.3784,79.4521,False,False
TTRE4941,,,,0.0,,True,True
TTRE4942,,,,0.0,,True,True
TTRE4943,,,,0.0,,True,True
TTRE4944,ENSG00000073111,MCM2,ortholog_one2one,53.1416,55.1991,False,False
TTRE4945,ENSG00000115593,SMYD1,ortholog_many2many,17.119,16.7347,False,True
TTRE4946,,,,0.0,,True,True
TTRE4947,ENSG00000084623,EIF3I,ortholog_one2one,44.5122,44.9231,False,False
TTRE4948,ENSG00000181830,SLC35C1,ortholog_one2one,42.5595,39.2857,False,False
TTRE4949,ENSG00000244588,RAD21L1,ortholog_one2many,27.3519,28.2883,False,True
TTRE495,ENSG00000143839,REN,ortholog_many2many,20.5656,19.7044,False,True
TTRE4950,ENSG00000106771,TMEM245,ortholog_one2many,25.4305,21.843,False,True
TTRE4951,ENSG00000100605,ITPK1,ortholog_one2one,30.5825,30.4348,False,True
TTRE4952,ENSG00000112578,BYSL,ortholog_one2one,41.9355,41.6476,False,False
TTRE4953,ENSG00000174238,PITPNA,ortholog_one2many,58.1481,58.1481,False,False
TTRE4954,ENSG00000198746,GPATCH3,ortholog_one2one,39.0244,33.5238,False,True
TTRE4955,,,,0.0,,True,True
TTRE4956,,,,0.0,,True,True
TTRE4957,,,,0.0,,True,True
TTRE4958,ENSG00000198792,TMEM184B,ortholog_one2many,59.6639,52.3342,False,False
TTRE4959,,,,0.0,,True,True
TTRE496,ENSG00000157326,DHRS4,ortholog_many2many,15.4088,17.6259,False,True
TTRE4960,,,,0.0,,True,True
TTRE4961,ENSG00000126214,KLC1,ortholog_one2one,65.0,56.964,False,False
TTRE4962,,,,0.0,,True,True
TTRE4963,,,,0.0,,True,True
TTRE4964,,,,0.0,,True,True
TTRE4965,ENSG00000166145,SPINT1,ortholog_many2many,13.1313,7.60234,False,True
TTRE4966,ENSG00000134001,EIF2S1,ortholog_one2one,57.8171,62.2222,False,False
TTRE4967,,,,0.0,,True,True
TTRE4968,ENSG00000148834,GSTO1,ortholog_many2many,33.3333,33.61,False,True
TTRE4969,ENSG00000142541,RPL13A,ortholog_one2one,56.1576,56.1576,False,False
TTRE497,,,,0.0,,True,True
TTRE4970,,,,0.0,,True,True
TTRE4971,ENSG00000189350,TOGARAM2,ortholog_one2many,9.39394,12.1688,False,True
TTRE4972,ENSG00000073969,NSF,ortholog_one2one,60.6711,60.7527,False,False
TTRE4973,ENSG00000004866,ST7,ortholog_one2many,54.2435,50.9532,False,False
TTRE4974,ENSG00000013503,POLR3B,ortholog_one2one,55.0211,57.5463,False,False
TTRE4975,,,,0.0,,True,True
TTRE4976,,,,0.0,,True,True
TTRE4977,ENSG00000052749,RRP12,ortholog_one2one,21.1396,19.7379,False,True
TTRE4978,ENSG00000188026,RILPL1,ortholog_one2many,32.3034,28.536,False,True
TTRE4979,,,,0.0,,True,True
TTRE498,,,,0.0,,True,True
TTRE4980,,,,0.0,,True,True
TTRE4981,ENSG00000159322,ADPGK,ortholog_one2one,31.6327,31.1871,False,True
TTRE4982,ENSG00000157540,DYRK1A,ortholog_many2many,46.477,45.4907,False,False
TTRE4983,,,,0.0,,True,True
TTRE4984,,,,0.0,,True,True
TTRE4985,ENSG00000204220,PFDN6,ortholog_one2one,33.3333,32.5581,False,True
TTRE4986,ENSG00000105825,TFPI2,ortholog_many2many,18.7879,26.383,False,True
TTRE4987,ENSG00000136824,SMC2,ortholog_one2one,29.4991,26.5664,False,True
TTRE4988,,,,0.0,,True,True
TTRE4989,ENSG00000136807,CDK9,ortholog_one2many,68.5637,68.0107,False,False
TTRE499,ENSG00000122691,TWIST1,ortholog_one2one,28.7402,36.1386,False,True
TTRE4990,,,,0.0,,True,True
TTRE4991,ENSG00000141367,CLTC,ortholog_one2many,72.7488,73.3134,False,False
TTRE4992,,,,0.0,,True,True
TTRE4993,ENSG00000158286,RNF207,ortholog_one2one,14.1005,13.7224,False,True
TTRE4994,ENSG00000136628,EPRS1,ortholog_one2many,50.2219,44.9074,False,False
TTRE4995,ENSG00000148175,STOM,ortholog_many2many,45.7766,58.3333,False,False
TTRE4996,ENSG00000170153,RNF150,ortholog_one2one,19.3309,23.7443,False,True
TTRE4997,ENSG00000082701,GSK3B,ortholog_one2many,64.486,65.7143,False,False
TTRE4998,ENSG00000156113,KCNMA1,ortholog_many2many,55.2889,50.3236,False,False
TTRE4999,,,,0.0,,True,True
TTRE5,ENSG00000172869,DMXL1,ortholog_one2many,32.2581,32.8084,False,True
TTRE50,ENSG00000164180,TMEM161B,ortholog_one2many,27.0789,26.078,False,True
TTRE500,ENSG00000196305,IARS1,ortholog_one2one,56.6183,52.5357,False,False
TTRE5000,,,,0.0,,True,True
TTRE5001,ENSG00000183044,ABAT,ortholog_one2one,51.6327,50.6,False,False
TTRE5002,ENSG00000133226,SRRM1,ortholog_one2one,20.6633,17.9204,False,True
TTRE5003,ENSG00000114021,NIT2,ortholog_one2many,28.9199,30.0725,False,True
TTRE5004,ENSG00000213465,ARL2,ortholog_one2one,65.2174,65.2174,False,False
TTRE5005,,,,0.0,,True,True
TTRE5006,ENSG00000204612,FOXB2,ortholog_one2many,40.9302,20.3704,False,False
TTRE5007,,,,0.0,,True,True
TTRE5008,ENSG00000184588,PDE4B,ortholog_one2one,36.5039,38.587,False,True
TTRE5009,ENSG00000086015,MAST2,ortholog_many2many,36.1152,27.1969,False,True
TTRE501,,,,0.0,,True,True
TTRE5010,,,,0.0,,True,True
TTRE5011,ENSG00000168496,FEN1,ortholog_one2one,55.5256,54.2105,False,False
TTRE5012,ENSG00000065427,KARS1,ortholog_one2one,56.4725,58.459,False,False
TTRE5013,ENSG00000114021,NIT2,ortholog_one2many,30.3754,32.2464,False,True
TTRE5014,ENSG00000254772,EEF1G,ortholog_one2one,46.5228,44.3936,False,False
TTRE5015,ENSG00000159131,GART,ortholog_one2one,45.6395,46.6337,False,False
TTRE5016,ENSG00000100156,SLC16A8,ortholog_many2many,18.6795,23.0159,False,True
TTRE5017,ENSG00000107815,TWNK,ortholog_one2many,30.298,26.7544,False,True
TTRE5018,ENSG00000158402,CDC25C,ortholog_many2many,25.1515,17.5476,False,True
TTRE5019,ENSG00000007545,CRAMP1,ortholog_one2one,16.5007,9.14106,False,True
TTRE502,ENSG00000106299,WASL,ortholog_one2many,30.5835,30.099,False,True
TTRE5020,ENSG00000080561,MID2,ortholog_many2many,12.0843,14.8299,False,True
TTRE5021,,,,0.0,,True,True
TTRE5022,,,,0.0,,True,True
TTRE5023,,,,0.0,,True,True
TTRE5024,,,,0.0,,True,True
TTRE5025,,,,0.0,,True,True
TTRE5026,ENSG00000067704,IARS2,ortholog_one2one,39.1211,36.0672,False,True
TTRE5027,,,,0.0,,True,True
TTRE5028,,,,0.0,,True,True
TTRE5029,ENSG00000138326,RPS24,ortholog_one2one,61.7647,64.6154,False,False
TTRE503,,,,0.0,,True,True
TTRE5030,,,,0.0,,True,True
TTRE5031,ENSG00000198863,RUNDC1,ortholog_one2one,33.0275,29.3638,False,True
TTRE5032,ENSG00000136828,RALGPS1,ortholog_one2many,42.9389,40.395,False,False
TTRE5033,,,,0.0,,True,True
TTRE5034,,,,0.0,,True,True
TTRE5035,ENSG00000165699,TSC1,ortholog_one2one,15.4955,14.7766,False,True
TTRE5036,,,,0.0,,True,True
TTRE5037,ENSG00000187950,OVCH1,ortholog_one2many,16.6375,8.7156,False,True
TTRE5038,ENSG00000130640,TUBGCP2,ortholog_one2one,22.2805,18.847,False,True
TTRE5039,,,,0.0,,True,True
TTRE504,ENSG00000010165,METTL13,ortholog_one2one,27.1605,25.1788,False,True
TTRE5040,ENSG00000135476,ESPL1,ortholog_one2one,15.47,9.85849,False,True
TTRE5041,,,,0.0,,True,True
TTRE5042,ENSG00000113384,GOLPH3,ortholog_one2many,67.0175,64.094,False,False
TTRE5043,,,,0.0,,True,True
TTRE5044,,,,0.0,,True,True
TTRE5045,,,,0.0,,True,True
TTRE5046,ENSG00000264343,NOTCH2NLA,ortholog_many2many,4.24837,11.0169,False,True
TTRE5047,ENSG00000103051,COG4,ortholog_one2one,35.0854,33.8403,False,True
TTRE5048,ENSG00000161513,FDXR,ortholog_one2one,39.7463,38.2892,False,True
TTRE5049,ENSG00000125656,CLPP,ortholog_one2one,62.9956,51.6245,False,False
TTRE505,ENSG00000160917,CPSF4,ortholog_one2one,44.2815,56.1338,False,False
TTRE5050,,,,0.0,,True,True
TTRE5051,ENSG00000178188,SH2B1,ortholog_one2many,28.4298,22.7513,False,True
TTRE5052,ENSG00000171824,EXOSC10,ortholog_one2one,24.9701,23.6158,False,True
TTRE5053,ENSG00000022840,RNF10,ortholog_one2one,23.7288,18.9889,False,True
TTRE5054,,,,0.0,,True,True
TTRE5055,,,,0.0,,True,True
TTRE5056,,,,0.0,,True,True
TTRE5057,ENSG00000115255,REEP6,ortholog_one2one,38.75,33.6957,False,True
TTRE5058,ENSG00000128708,HAT1,ortholog_one2one,25.1732,26.0143,False,True
TTRE5059,ENSG00000099899,TRMT2A,ortholog_many2many,30.3704,26.24,False,True
TTRE506,,,,0.0,,True,True
TTRE5060,,,,0.0,,True,True
TTRE5061,ENSG00000002745,WNT16,ortholog_one2one,41.4322,44.3836,False,False
TTRE5062,,,,0.0,,True,True
TTRE5063,ENSG00000101407,TTI1,ortholog_one2many,18.2942,13.5905,False,True
TTRE5064,ENSG00000196460,RFX8,ortholog_one2one,9.14894,18.1818,False,True
TTRE5065,ENSG00000115652,UXS1,ortholog_one2many,47.9911,50.5882,False,False
TTRE5066,ENSG00000085840,ORC1,ortholog_one2one,28.8355,18.1185,False,True
TTRE5067,ENSG00000162775,RBM15,ortholog_many2many,17.5749,13.2037,False,True
TTRE5068,ENSG00000156427,FGF18,ortholog_one2many,20.8,25.1208,False,True
TTRE5069,ENSG00000164024,METAP1,ortholog_one2one,55.8442,55.6995,False,False
TTRE507,ENSG00000100129,EIF3L,ortholog_one2one,38.1679,35.461,False,True
TTRE5070,ENSG00000073584,SMARCE1,ortholog_one2one,24.7288,27.7372,False,True
TTRE5071,ENSG00000221944,TIGD1,ortholog_many2many,25.3219,9.98308,False,True
TTRE5072,,,,0.0,,True,True
TTRE5073,,,,0.0,,True,True
TTRE5074,ENSG00000157933,SKI,ortholog_one2many,20.9591,16.2088,False,True
TTRE5075,,,,0.0,,True,True
TTRE5076,,,,0.0,,True,True
TTRE5077,,,,0.0,,True,True
TTRE5078,,,,0.0,,True,True
TTRE5079,ENSG00000107731,UNC5B,ortholog_one2many,27.0911,22.963,False,True
TTRE508,,,,0.0,,True,True
TTRE5080,ENSG00000136819,C9orf78,ortholog_one2one,35.8491,32.872,False,True
TTRE5081,ENSG00000119655,NPC2,ortholog_one2many,23.445,32.4503,False,True
TTRE5082,ENSG00000183722,LHFPL6,ortholog_one2many,36.9369,41.0,False,True
TTRE5083,,,,0.0,,True,True
TTRE5084,ENSG00000114354,TFG,ortholog_one2one,21.6216,24.0,False,True
TTRE5085,ENSG00000112992,NNT,ortholog_one2one,64.8649,64.0884,False,False
TTRE5086,ENSG00000178028,DMAP1,ortholog_one2one,29.8925,29.7645,False,True
TTRE5087,ENSG00000138376,BARD1,ortholog_one2one,8.59107,12.87,False,True
TTRE5088,,,,0.0,,True,True
TTRE5089,ENSG00000243989,ACY1,ortholog_one2many,45.9799,44.8529,False,False
TTRE509,ENSG00000197756,RPL37A,ortholog_one2one,68.4783,68.4783,False,False
TTRE5090,,,,0.0,,True,True
TTRE5091,ENSG00000004059,ARF5,ortholog_one2one,86.6667,86.6667,False,False
TTRE5092,,,,0.0,,True,True
TTRE5093,ENSG00000087303,NID2,ortholog_many2many,22.1317,23.7091,False,True
TTRE5094,ENSG00000166825,ANPEP,ortholog_many2many,22.3699,20.8893,False,True
TTRE5095,ENSG00000196664,TLR7,ortholog_many2many,20.7254,11.4395,False,True
TTRE5096,ENSG00000101266,CSNK2A1,ortholog_one2many,71.0938,69.821,False,False
TTRE5097,ENSG00000186335,SLC36A2,ortholog_many2many,32.1888,31.0559,False,True
TTRE5098,ENSG00000181991,MRPS11,ortholog_one2one,32.6425,32.4742,False,True
TTRE5099,,,,0.0,,True,True
TTRE51,ENSG00000126524,SBDS,ortholog_one2one,62.249,62.0,False,False
TTRE510,ENSG00000243477,NAA80,ortholog_one2one,33.4951,24.1259,False,True
TTRE5100,,,,0.0,,True,True
TTRE5101,ENSG00000132749,TESMIN,ortholog_one2many,18.7086,22.2441,False,True
TTRE5102,ENSG00000198258,UBL5,ortholog_one2one,79.4521,79.4521,False,False
TTRE5103,,,,0.0,,True,True
TTRE5104,ENSG00000286106,NOTCH2NLR,ortholog_many2many,6.28707,19.3431,False,True
TTRE5105,ENSG00000123989,CHPF,ortholog_many2many,28.0677,25.6774,False,True
TTRE5106,ENSG00000133302,SLF1,ortholog_many2many,8.58944,10.3025,False,True
TTRE5107,ENSG00000150991,UBC,ortholog_one2one,78.7402,87.5912,False,False
TTRE5108,,,,0.0,,True,True
TTRE5109,,,,0.0,,True,True
TTRE511,ENSG00000108094,CUL2,ortholog_one2one,36.3271,36.3758,False,True
TTRE5110,ENSG00000197555,SIPA1L1,ortholog_many2many,25.894,23.5558,False,True
TTRE5111,,,,0.0,,True,True
TTRE5112,ENSG00000180773,SLC36A4,ortholog_many2many,29.49,26.3889,False,True
TTRE5113,ENSG00000171634,BPTF,ortholog_one2one,22.5014,13.8014,False,True
TTRE5114,,,,0.0,,True,True
TTRE5115,ENSG00000126970,ZC4H2,ortholog_one2one,30.8,34.375,False,True
TTRE5116,ENSG00000104980,TIMM44,ortholog_one2one,36.6906,33.8496,False,True
TTRE5117,ENSG00000178217,SH2D4B,ortholog_one2many,31.9372,28.1755,False,True
TTRE5118,ENSG00000169299,PGM2,ortholog_many2many,17.0475,15.8497,False,True
TTRE5119,,,,0.0,,True,True
TTRE512,ENSG00000172818,OVOL1,ortholog_many2many,28.2857,37.0787,False,True
TTRE5120,,,,0.0,,True,True
TTRE5121,,,,0.0,,True,True
TTRE5122,,,,0.0,,True,True
TTRE5123,ENSG00000197769,MAP1LC3C,ortholog_one2one,38.806,35.3741,False,True
TTRE5125,ENSG00000167657,DAPK3,ortholog_many2many,9.87552,26.2115,False,True
TTRE5126,ENSG00000187735,TCEA1,ortholog_many2many,42.2581,43.5216,False,False
TTRE5127,ENSG00000129152,MYOD1,ortholog_one2many,21.729,29.0625,False,True
TTRE5128,,,,0.0,,True,True
TTRE5129,ENSG00000171747,LGALS4,ortholog_many2many,28.7823,24.1486,False,True
TTRE513,,,,0.0,,True,True
TTRE5130,ENSG00000129219,PLD2,ortholog_one2many,32.0413,39.8714,False,True
TTRE5131,ENSG00000099999,RNF215,ortholog_one2many,11.9904,13.2626,False,True
TTRE5132,,,,0.0,,True,True
TTRE5133,,,,0.0,,True,True
TTRE5134,ENSG00000085662,AKR1B1,ortholog_many2many,39.4649,37.3418,False,True
TTRE5135,ENSG00000156110,ADK,ortholog_one2one,45.9064,43.3702,False,False
TTRE5136,,,,0.0,,True,True
TTRE5137,ENSG00000187790,FANCM,ortholog_one2one,49.9072,13.1348,False,False
TTRE5138,ENSG00000241553,ARPC4,ortholog_one2one,74.4048,74.4048,False,False
TTRE5139,ENSG00000144711,IQSEC1,ortholog_many2many,33.0144,18.5817,False,True
TTRE514,ENSG00000110713,NUP98,ortholog_one2one,24.6592,23.1111,False,True
TTRE5140,ENSG00000088298,EDEM2,ortholog_many2many,32.4969,44.8097,False,True
TTRE5141,,,,0.0,,True,True
TTRE5142,ENSG00000124217,MOCS3,ortholog_one2one,49.3734,42.8261,False,False
TTRE5143,ENSG00000161896,IP6K3,ortholog_many2many,35.2632,32.6829,False,True
TTRE5144,,,,0.0,,True,True
TTRE5145,,,,0.0,,True,True
TTRE5146,,,,0.0,,True,True
TTRE5147,,,,0.0,,True,True
TTRE5148,,,,0.0,,True,True
TTRE5149,ENSG00000003509,NDUFAF7,ortholog_one2one,42.5641,37.6417,False,False
TTRE515,,,,0.0,,True,True
TTRE5150,,,,0.0,,True,True
TTRE5151,,,,0.0,,True,True
TTRE5152,ENSG00000018699,TTC27,ortholog_one2one,25.8555,24.1993,False,True
TTRE5153,,,,0.0,,True,True
TTRE5154,,,,0.0,,True,True
TTRE5155,ENSG00000145147,SLIT2,ortholog_many2many,20.0,5.36298,False,True
TTRE5156,,,,0.0,,True,True
TTRE5157,ENSG00000183020,AP2A2,ortholog_one2many,64.2482,65.0692,False,False
TTRE5158,ENSG00000225190,PLEKHM1,ortholog_many2many,24.2978,16.3826,False,True
TTRE5159,ENSG00000100883,SRP54,ortholog_one2one,78.5141,77.5794,False,False
TTRE516,,,,0.0,,True,True
TTRE5160,ENSG00000173467,AGR3,ortholog_one2many,25.0,28.9157,False,True
TTRE5161,ENSG00000106006,HOXA6,ortholog_many2many,18.9802,28.7554,False,True
TTRE5162,,,,0.0,,True,True
TTRE5163,ENSG00000006451,RALA,ortholog_many2many,72.8723,66.5049,False,False
TTRE5164,ENSG00000174231,PRPF8,ortholog_one2one,87.5742,88.4368,False,False
TTRE5165,,,,0.0,,True,True
TTRE5166,,,,0.0,,True,True
TTRE5167,ENSG00000142546,NOSIP,ortholog_one2one,44.2568,43.5216,False,False
TTRE5168,,,,0.0,,True,True
TTRE5169,,,,0.0,,True,True
TTRE517,ENSG00000172534,HCFC1,ortholog_many2many,35.5954,13.6609,False,True
TTRE5170,ENSG00000166145,SPINT1,ortholog_many2many,15.4762,10.1365,False,True
TTRE5171,ENSG00000156467,UQCRB,ortholog_one2one,30.5344,36.036,False,True
TTRE5172,,,,0.0,,True,True
TTRE5173,,,,0.0,,True,True
TTRE5174,,,,0.0,,True,True
TTRE5175,,,,0.0,,True,True
TTRE5176,,,,0.0,,True,True
TTRE5177,,,,0.0,,True,True
TTRE5178,ENSG00000205155,PSENEN,ortholog_one2many,39.0,38.6139,False,True
TTRE5179,ENSG00000166260,COX11,ortholog_one2one,56.7568,30.4348,False,False
TTRE518,ENSG00000104852,SNRNP70,ortholog_one2one,52.5597,35.2403,False,False
TTRE5180,ENSG00000146963,LUC7L2,ortholog_one2many,46.648,42.602,False,False
TTRE5181,ENSG00000123600,METTL8,ortholog_many2many,45.7516,34.398,False,False
TTRE5182,ENSG00000099821,POLRMT,ortholog_one2one,32.9198,32.3577,False,True
TTRE5183,,,,0.0,,True,True
TTRE5184,ENSG00000204619,PPP1R11,ortholog_one2one,35.5932,33.3333,False,True
TTRE5185,ENSG00000155229,MMS19,ortholog_one2one,16.0455,15.0485,False,True
TTRE5186,ENSG00000119698,PPP4R4,ortholog_one2one,17.1518,18.9003,False,True
TTRE5187,ENSG00000182333,LIPF,ortholog_many2many,35.4762,37.4372,False,True
TTRE5188,ENSG00000134851,TMEM165,ortholog_one2many,40.4531,38.5802,False,False
TTRE5189,ENSG00000131467,PSME3,ortholog_one2many,37.9592,36.6142,False,True
TTRE519,ENSG00000188176,SMTNL2,ortholog_one2one,25.2366,17.3536,False,True
TTRE5190,ENSG00000136986,DERL1,ortholog_one2one,52.1912,52.1912,False,False
TTRE5191,ENSG00000119326,CTNNAL1,ortholog_one2one,36.9792,38.6921,False,True
TTRE5192,ENSG00000165704,HPRT1,ortholog_many2many,38.6047,38.0734,False,True
TTRE5193,,,,0.0,,True,True
TTRE5194,ENSG00000119541,VPS4B,ortholog_one2one,77.5982,75.6757,False,False
TTRE5195,,,,0.0,,True,True
TTRE5196,,,,0.0,,True,True
TTRE5197,ENSG00000175595,ERCC4,ortholog_one2one,32.1762,26.31,False,True
TTRE5198,,,,0.0,,True,True
TTRE5199,ENSG00000086758,HUWE1,ortholog_one2one,44.1206,10.0366,False,False
TTRE52,,,,0.0,,True,True
TTRE520,ENSG00000161800,RACGAP1,ortholog_one2many,23.1707,21.0443,False,True
TTRE5200,ENSG00000156671,SAMD8,ortholog_one2one,44.7248,46.988,False,False
TTRE5201,,,,0.0,,True,True
TTRE5202,ENSG00000040531,CTNS,ortholog_one2one,34.555,35.9673,False,True
TTRE5203,,,,0.0,,True,True
TTRE5204,ENSG00000175766,EIF4E1B,ortholog_one2one,38.3929,35.5372,False,True
TTRE5205,,,,0.0,,True,True
TTRE5206,,,,0.0,,True,True
TTRE5207,ENSG00000187239,FNBP1,ortholog_one2many,30.9932,29.3355,False,True
TTRE5208,,,,0.0,,True,True
TTRE5209,,,,0.0,,True,True
TTRE521,ENSG00000119421,NDUFA8,ortholog_one2one,36.0656,38.3721,False,True
TTRE5210,,,,0.0,,True,True
TTRE5211,ENSG00000142687,KIAA0319L,ortholog_many2many,6.78466,4.38513,False,True
TTRE5212,,,,0.0,,True,True
TTRE5213,ENSG00000196712,NF1,ortholog_one2one,35.1001,10.4967,False,True
TTRE5214,ENSG00000178695,KCTD12,ortholog_one2one,32.9749,28.3077,False,True
TTRE5215,,,,0.0,,True,True
TTRE5216,ENSG00000124507,PACSIN1,ortholog_one2many,38.0744,39.1892,False,True
TTRE5217,ENSG00000188886,ASTL,ortholog_one2many,23.0337,9.51276,False,True
TTRE5218,ENSG00000169418,NPR1,ortholog_one2many,42.0527,43.6381,False,False
TTRE5219,ENSG00000143322,ABL2,ortholog_one2many,27.6984,29.5262,False,True
TTRE522,ENSG00000128709,HOXD9,ortholog_many2many,19.0123,21.875,False,True
TTRE5220,,,,0.0,,True,True
TTRE5221,,,,0.0,,True,True
TTRE5222,ENSG00000181625,SLX1B,ortholog_one2many,40.6977,38.1818,False,False
TTRE5223,ENSG00000169972,PUSL1,ortholog_one2one,29.5732,32.0132,False,True
TTRE5224,,,,0.0,,True,True
TTRE5225,ENSG00000014164,ZC3H3,ortholog_one2one,18.5185,7.91139,False,True
TTRE5226,,,,0.0,,True,True
TTRE5227,ENSG00000147813,NAPRT,ortholog_one2one,38.2653,27.881,False,True
TTRE5228,ENSG00000164764,SBSPON,ortholog_one2one,18.4275,28.4091,False,True
TTRE5229,,,,0.0,,True,True
TTRE523,ENSG00000089116,LHX5,ortholog_one2many,32.8421,38.806,False,True
TTRE5230,ENSG00000148429,USP6NL,ortholog_many2many,37.1154,23.3092,False,True
TTRE5231,,,,0.0,,True,True
TTRE5232,ENSG00000166685,COG1,ortholog_one2one,20.3931,16.9388,False,True
TTRE5233,ENSG00000151240,DIP2C,ortholog_one2many,56.3226,56.1054,False,False
TTRE5234,ENSG00000108219,TSPAN14,ortholog_many2many,22.1053,23.3333,False,True
TTRE5235,ENSG00000262919,CCNQ,ortholog_one2many,27.8027,25.0,False,True
TTRE5236,,,,0.0,,True,True
TTRE5237,,,,0.0,,True,True
TTRE5238,,,,0.0,,True,True
TTRE5239,,,,0.0,,True,True
TTRE524,ENSG00000151572,ANO4,ortholog_many2many,25.9534,25.6544,False,True
TTRE5240,,,,0.0,,True,True
TTRE5241,,,,0.0,,True,True
TTRE5242,,,,0.0,,True,True
TTRE5243,ENSG00000143515,ATP8B2,ortholog_many2many,27.7516,24.7899,False,True
TTRE5244,ENSG00000086666,ZFAND6,ortholog_many2many,19.7917,18.2692,False,True
TTRE5245,,,,0.0,,True,True
TTRE5246,ENSG00000186468,RPS23,ortholog_one2one,89.5105,89.5105,False,False
TTRE5247,ENSG00000074370,ATP2A3,ortholog_one2one,64.4084,67.5676,False,False
TTRE5248,,,,0.0,,True,True
TTRE5249,ENSG00000168246,UBTD2,ortholog_one2many,38.5965,47.0085,False,True
TTRE525,ENSG00000114098,ARMC8,ortholog_one2many,26.5233,21.9911,False,True
TTRE5250,,,,0.0,,True,True
TTRE5251,ENSG00000114767,RRP9,ortholog_one2many,36.1174,33.6842,False,True
TTRE5252,ENSG00000132305,IMMT,ortholog_one2one,20.0303,17.4142,False,True
TTRE5253,ENSG00000169230,PRELID1,ortholog_one2one,38.4181,31.0502,False,True
TTRE5254,,,,0.0,,True,True
