Gene stable ID,Transcript biotype,Gene description,Human gene stable ID,Human gene name,Homology type,% identity,Human % identity,lacks_WBP_human_orthologue,best_WBP_human_orthologue_lt_40pct_identity,is_enzyme,is_enzyme_ipID_desc
Wban_00783,protein_coding,,,,,0.0,,True,True,False,
Wban_00784,protein_coding,,,,,0.0,,True,True,False,
Wban_00785,protein_coding,,,,,0.0,,True,True,False,
Wban_00786,protein_coding,Leucine Rich Repeat family protein  [Source:UniProtKB/TrEMBL;Acc:J9BMG3],ENSG00000172731,LRRC20,ortholog_one2one,27.2727,26.087,False,True,False,
Wban_00787,protein_coding,RNase_Zc3h12a domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EZV0],ENSG00000205978,NYNRIN,ortholog_many2many,11.8166,3.53003,False,True,False,
Wban_00788,protein_coding,GTP-ase activating protein for Arf containing protein  [Source:UniProtKB/TrEMBL;Acc:J9F2I5],ENSG00000108262,GIT1,ortholog_many2many,31.979,32.0631,False,True,False,
Wban_00789,protein_coding,Vacuolar protein sorting-associated protein 16 homolog  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EZC1],ENSG00000215305,VPS16,ortholog_one2one,21.0,25.0298,False,True,False,
Wban_00790,protein_coding,MBOAT family protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EYQ3],ENSG00000054392,HHAT,ortholog_many2many,21.7973,23.1237,False,True,False,
Wban_00791,protein_coding,,ENSG00000065665,SEC61A2,ortholog_one2many,86.8922,86.3445,False,False,False,
Wban_00792,protein_coding,,ENSG00000130702,LAMA5,ortholog_many2many,30.5616,30.3383,False,True,False,
Wban_00793,protein_coding,Arrestin C-terminal-like domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XPA1],ENSG00000105643,ARRDC2,ortholog_many2many,20.8723,16.4619,False,True,False,
Wban_00794,protein_coding,,,,,0.0,,True,True,False,
Wban_00795,protein_coding,ENTH domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8E8U2],ENSG00000176177,ENTHD1,ortholog_many2many,14.1414,13.8386,False,True,False,
Wban_00796,protein_coding,Immunoglobulin I-set domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9E8J7],,,,0.0,,True,True,False,
Wban_00797,protein_coding,,ENSG00000118194,TNNT2,ortholog_many2many,5.47637,24.4966,False,True,False,
Wban_00798,protein_coding,,,,,0.0,,True,True,False,
Wban_00799,protein_coding,NADAR domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9FKA9],,,,0.0,,True,True,False,
Wban_00800,protein_coding,,,,,0.0,,True,True,False,
Wban_00801,protein_coding,WW domain-binding protein 11  [Source:UniProtKB/TrEMBL;Acc:J9F2B9],,,,0.0,,True,True,False,
Wban_00802,protein_coding,,,,,0.0,,True,True,False,
Wban_00803,protein_coding,,ENSG00000102225,CDK16,ortholog_one2one,49.2537,53.2258,False,False,True,"IPR000719_Protein kinase domain, IPR008271_Serine/threonine-protein kinase, active site"
Wban_00804,protein_coding,,,,,0.0,,True,True,False,
Wban_00805,protein_coding,PNPLA domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EKF2],ENSG00000135241,PNPLA8,ortholog_one2one,32.9502,21.9949,False,True,True,IPR045217_Patatin-like phospholipase domain containing protein 8-like
Wban_00806,protein_coding,,ENSG00000214655,ZSWIM8,ortholog_one2one,27.2634,29.0622,False,True,False,
Wban_00807,protein_coding,Cation-transporting ATPase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ELJ2],ENSG00000105726,ATP13A1,ortholog_one2one,53.8851,52.99,False,False,True,IPR001757_P-type ATPase
Wban_00808,protein_coding,,ENSG00000185917,SETD4,ortholog_one2one,21.3198,19.0909,False,True,True,"IPR044429_SETD4, SET domain"
Wban_00809,protein_coding,Phytanoyl-CoA hydroxylase-interacting protein-like C-terminal domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EI75],ENSG00000165443,PHYHIPL,ortholog_one2many,16.0878,23.4043,False,True,False,
Wban_00810,protein_coding,Transcriptional activator protein Pur-alpha  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EKF6],ENSG00000146676,PURB,ortholog_one2many,44.4444,37.1795,False,False,False,
Wban_00811,protein_coding,Tubulin alpha chain  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EKF3],,,,0.0,,True,True,False,
Wban_00812,protein_coding,Histone H2A  [Source:UniProtKB/TrEMBL;Acc:J9BDK0],ENSG00000164508,H2AC1,ortholog_many2many,55.8824,58.0153,False,False,False,
Wban_00813,protein_coding,,ENSG00000059915,PSD,ortholog_one2one,29.8738,20.8008,False,True,False,
Wban_00814,protein_coding,,,,,0.0,,True,True,False,
Wban_00815,protein_coding,Phosphomannomutase  [Source:UniProtKB/TrEMBL;Acc:J9B9L1],ENSG00000140650,PMM2,ortholog_one2many,51.2,52.0325,False,False,True,IPR005002_Phosphomannomutase
Wban_00816,protein_coding,,ENSG00000119509,INVS,ortholog_one2many,20.0247,15.2113,False,True,False,
Wban_00817,protein_coding,,,,,0.0,,True,True,False,
Wban_00818,protein_coding,Clc-like protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DHI4],,,,0.0,,True,True,False,
Wban_00819,protein_coding,Clc-like protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EJY4],,,,0.0,,True,True,False,
Wban_00820,protein_coding,,ENSG00000123810,B9D2,ortholog_one2one,40.8654,48.5714,False,False,False,
Wban_00821,protein_coding,,,,,0.0,,True,True,False,
Wban_00822,protein_coding,Thioredoxin  [Source:UniProtKB/TrEMBL;Acc:J9EEM4],ENSG00000185615,PDIA2,ortholog_many2many,18.2039,14.2857,False,True,False,
Wban_00823,protein_coding,Cation efflux family protein  [Source:UniProtKB/TrEMBL;Acc:J9FG21],ENSG00000164756,SLC30A8,ortholog_many2many,14.5889,14.9051,False,True,False,
Wban_00824,protein_coding,,ENSG00000099954,CECR2,ortholog_many2many,4.37756,2.18579,False,True,True,"IPR000182_GNAT domain, IPR037800_Histone acetyltransferase GCN5, IPR009464_PCAF, N-terminal"
Wban_00825,protein_coding,Helicase ATP-binding domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EJX0],ENSG00000164080,RAD54L2,ortholog_one2one,31.3742,24.7444,False,True,True,IPR044574_ATPase ARIP4-like
Wban_00826,protein_coding,,,,,0.0,,True,True,False,
Wban_00827,protein_coding,,,,,0.0,,True,True,True,IPR000304_Pyrroline-5-carboxylate reductase
Wban_00828,protein_coding,,,,,0.0,,True,True,False,
Wban_00829,protein_coding,,,,,0.0,,True,True,False,
Wban_00830,protein_coding,Amiloride-sensitive sodium channel family protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ECU2],,,,0.0,,True,True,False,
Wban_00831,protein_coding,,ENSG00000116747,RO60,ortholog_one2one,26.0372,33.829,False,True,False,
Wban_00832,protein_coding,,,,,0.0,,True,True,False,
Wban_00833,protein_coding,Ankyrin  [Source:UniProtKB/TrEMBL;Acc:J9FK16],ENSG00000065802,ASB1,ortholog_one2one,12.2951,17.9104,False,True,False,
Wban_00834,protein_coding,,ENSG00000115761,NOL10,ortholog_one2one,41.3352,42.2965,False,False,False,
Wban_00835,protein_coding,,ENSG00000005483,KMT2E,ortholog_one2many,10.2105,10.4413,False,True,False,
Wban_00836,protein_coding,,,,,0.0,,True,True,False,
Wban_00837,protein_coding,Ras protein let-60  [Source:UniProtKB/TrEMBL;Acc:J9ARI6],ENSG00000174775,HRAS,ortholog_one2one,78.6885,76.1905,False,False,True,IPR001806_Small GTPase
Wban_00838,protein_coding,,ENSG00000196943,NOP9,ortholog_one2one,14.6465,13.6792,False,True,False,
Wban_00839,protein_coding,Phosphoacetylglucosamine mutase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EDP0],ENSG00000013375,PGM3,ortholog_one2one,39.7412,39.6679,False,True,True,"IPR005844_Alpha-D-phosphohexomutase, alpha/beta/alpha domain I, IPR016055_Alpha-D-phosphohexomutase, alpha/beta/alpha I/II/III, IPR036900_Alpha-D-phosphohexomutase, C-terminal domain superfamily, IPR005843_Alpha-D-phosphohexomutase, C-terminal, IPR016657_Phosphoacetylglucosamine mutase"
Wban_00840,protein_coding,,ENSG00000164362,TERT,ortholog_one2one,19.6748,10.689,False,True,True,"IPR003545_Telomerase reverse transcriptase, IPR021891_Telomerase ribonucleoprotein complex - RNA-binding domain"
Wban_00841,protein_coding,Transcription initiation factor IID  [Source:UniProtKB/TrEMBL;Acc:J9ATG8],ENSG00000197780,TAF13,ortholog_one2one,43.4426,42.7419,False,False,False,
Wban_00842,protein_coding,Vinculin  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ECL3],ENSG00000035403,VCL,ortholog_one2one,45.9677,40.2116,False,False,False,
Wban_00843,protein_coding,,ENSG00000156925,ZIC3,ortholog_many2many,21.2465,16.06,False,True,False,
Wban_00844,protein_coding,Coiled-coil domain-containing protein 51  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ESH0],,,,0.0,,True,True,False,
Wban_00845,protein_coding,Methionine aminopeptidase 2  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ET03],ENSG00000170515,PA2G4,ortholog_many2many,11.8721,13.198,False,True,True,"IPR002468_Peptidase M24A, methionine aminopeptidase, subfamily 2"
Wban_00846,protein_coding,cGMP-dependent protein kinase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ETT1],ENSG00000138669,PRKG2,ortholog_many2many,42.7822,42.7822,False,False,True,"IPR000719_Protein kinase domain, IPR008271_Serine/threonine-protein kinase, active site, IPR000961_AGC-kinase, C-terminal, IPR035014_cGMP-dependent protein kinase, catalytic domain, IPR002374_cGMP-dependent kinase"
Wban_00847,protein_coding,Cerebral cavernous malformations 2 harmonin-homology domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9FBF0],,,,0.0,,True,True,False,
Wban_00848,protein_coding,Elongation of very long chain fatty acids protein  [Source:UniProtKB/TrEMBL;Acc:J9DZB5],,,,0.0,,True,True,True,IPR002076_ELO family
Wban_00849,protein_coding,,,,,0.0,,True,True,False,
Wban_00850,protein_coding,Kinesin motor domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DDN3],ENSG00000101350,KIF3B,ortholog_one2many,34.9398,54.3507,False,True,True,"IPR001752_Kinesin motor domain, IPR027640_Kinesin-like protein, IPR019821_Kinesin motor domain, conserved site"
Wban_00851,protein_coding,,,,,0.0,,True,True,False,
Wban_00852,protein_coding,,,,,0.0,,True,True,False,
Wban_00853,protein_coding,Calcium-dependent secretion activator  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EKH6],ENSG00000081803,CADPS2,ortholog_one2one,46.0602,49.6142,False,False,False,
Wban_00854,protein_coding,,,,,0.0,,True,True,False,
Wban_00855,protein_coding,,,,,0.0,,True,True,False,
Wban_00856,protein_coding,,,,,0.0,,True,True,False,
Wban_00857,protein_coding,C3H1-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9F345],ENSG00000130749,ZC3H4,ortholog_one2many,19.5838,12.2794,False,True,False,
Wban_00858,protein_coding,Sphingomyelin synthase-like domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9FH13],ENSG00000164023,SGMS2,ortholog_many2many,31.4448,30.411,False,True,True,IPR045221_Sphingomyelin synthase-like
Wban_00859,protein_coding,,,,,0.0,,True,True,False,
Wban_00860,protein_coding,Cadherin domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DU27],ENSG00000166341,DCHS1,ortholog_many2many,16.0883,6.18557,False,True,False,
Wban_00861,protein_coding,,,,,0.0,,True,True,False,
Wban_00862,protein_coding,G_PROTEIN_RECEP_F1_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183XLR4],,,,0.0,,True,True,False,
Wban_00863,protein_coding,,,,,0.0,,True,True,False,
Wban_00864,protein_coding,,ENSG00000123576,ESX1,ortholog_many2many,12.2153,14.532,False,True,False,
Wban_00865,protein_coding,,,,,0.0,,True,True,False,
Wban_00866,protein_coding,Guanine nucleotide-binding protein subunit gamma  [Source:UniProtKB/TrEMBL;Acc:J9E3C9],ENSG00000127588,GNG13,ortholog_one2one,42.1875,40.2985,False,False,False,
Wban_00867,protein_coding,Thioredoxin domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DPG4],ENSG00000165672,PRDX3,ortholog_one2many,60.5,47.2656,False,False,True,"IPR019479_Peroxiredoxin, C-terminal, IPR000866_Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant"
Wban_00868,protein_coding,,ENSG00000133243,BTBD2,ortholog_one2one,43.4907,57.9048,False,False,False,
Wban_00869,protein_coding,,ENSG00000167815,PRDX2,ortholog_many2many,52.1739,24.2424,False,False,True,"IPR019479_Peroxiredoxin, C-terminal"
Wban_00870,protein_coding,Thioredoxin peroxidase 1  [Source:UniProtKB/TrEMBL;Acc:J9E5E7],ENSG00000165672,PRDX3,ortholog_one2many,55.2632,49.2188,False,False,True,"IPR019479_Peroxiredoxin, C-terminal, IPR000866_Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant"
Wban_00871,protein_coding,,ENSG00000122008,POLK,ortholog_one2one,39.5586,26.7816,False,True,True,IPR022880_DNA polymerase IV
Wban_00872,protein_coding,Putative RNA binding protein; Putative RNA binding protein; RNA-binding protein; RNA-binding protein  [Source:UniProtKB/TrEMBL;Acc:B6ECZ8],,,,0.0,,True,True,False,
Wban_00873,protein_coding,U1 small nuclear ribonucleoprotein A  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ECV3],ENSG00000077312,SNRPA,ortholog_one2many,58.7444,46.4539,False,False,False,
Wban_00874,protein_coding,,,,,0.0,,True,True,False,
Wban_00875,protein_coding,,,,,0.0,,True,True,False,
Wban_00876,protein_coding,,,,,0.0,,True,True,False,
Wban_00877,protein_coding,,,,,0.0,,True,True,False,
Wban_00878,protein_coding,aminoacyl-tRNA hydrolase  [Source:UniProtKB/TrEMBL;Acc:J9FH16],ENSG00000184924,PTRHD1,ortholog_one2one,38.1356,32.1429,False,True,True,"IPR002833_Peptidyl-tRNA hydrolase, PTH2"
Wban_00879,protein_coding,,ENSG00000143727,ACP1,ortholog_many2many,47.5248,30.3797,False,False,True,"IPR017867_Protein-tyrosine phosphatase, low molecular weight"
Wban_00880,protein_coding,Actin-binding LIM protein 1  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EF07],ENSG00000099204,ABLIM1,ortholog_one2many,29.9679,24.036,False,True,False,
Wban_00881,protein_coding,ER lumen protein-retaining receptor  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EF49],ENSG00000136240,KDELR2,ortholog_many2many,69.8113,69.8113,False,False,False,
Wban_00882,protein_coding,Zinc finger protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EEV7],ENSG00000132478,UNK,ortholog_one2many,38.1429,32.963,False,True,False,
Wban_00883,protein_coding,,,,,0.0,,True,True,False,
Wban_00884,protein_coding,,ENSG00000197121,PGAP1,ortholog_one2many,16.5239,14.6421,False,True,True,"IPR039529_GPI inositol-deacylase, IPR012908_GPI inositol-deacylase PGAP1-like"
Wban_00885,protein_coding,,ENSG00000130699,TAF4,ortholog_one2many,23.6786,10.3226,False,True,False,
Wban_00886,protein_coding,,,,,0.0,,True,True,False,
Wban_00887,protein_coding,,,,,0.0,,True,True,False,
Wban_00888,protein_coding,,ENSG00000119537,KDSR,ortholog_one2one,37.4622,37.3494,False,True,True,IPR045022_3-ketodihydrosphingosine reductase KDSR-like
Wban_00889,protein_coding,,ENSG00000196923,PDLIM7,ortholog_many2many,18.3607,24.5077,False,True,False,
Wban_00890,protein_coding,,ENSG00000067829,IDH3G,ortholog_one2one,39.9577,48.0916,False,True,True,"IPR019818_Isocitrate/isopropylmalate dehydrogenase, conserved site"
Wban_00891,protein_coding,G_PROTEIN_RECEP_F1_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EJT5],ENSG00000109163,GNRHR,ortholog_one2many,13.8614,17.0732,False,True,False,
Wban_00892,protein_coding,Bestrophin homolog  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EJL9],,,,0.0,,True,True,False,
Wban_00893,protein_coding,Oxysterol-binding protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7DPH8],ENSG00000021762,OSBPL5,ortholog_one2one,43.188,36.0637,False,False,False,
Wban_00894,protein_coding,,,,,0.0,,True,True,False,
Wban_00895,protein_coding,,,,,0.0,,True,True,False,
Wban_00896,protein_coding,,,,,0.0,,True,True,False,
Wban_00897,protein_coding,,ENSG00000131037,EPS8L1,ortholog_one2many,23.4234,21.5768,False,True,False,
Wban_00898,protein_coding,,,,,0.0,,True,True,False,
Wban_00899,protein_coding,G-protein coupled receptors family 1 profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9ET35],ENSG00000148680,HTR7,ortholog_one2one,25.7541,23.1733,False,True,False,
Wban_00900,protein_coding,,ENSG00000132305,IMMT,ortholog_one2one,26.9173,23.6148,False,True,False,
Wban_00901,protein_coding,KTI12 protein  [Source:UniProtKB/TrEMBL;Acc:J9EIM5],ENSG00000198841,KTI12,ortholog_one2one,37.2093,31.6384,False,True,False,
Wban_00902,protein_coding,,ENSG00000141552,ANAPC11,ortholog_one2many,7.00326,51.1905,False,True,True,"IPR024991_Anaphase-promoting complex subunit 11, RING-H2 finger"
Wban_00903,protein_coding,lysozyme  [Source:UniProtKB/TrEMBL;Acc:J9EGJ7],,,,0.0,,True,True,True,IPR008597_Invertebrate-type lysozyme
Wban_00904,protein_coding,,,,,0.0,,True,True,False,
Wban_00905,protein_coding,,,,,0.0,,True,True,False,
Wban_00906,protein_coding,,,,,0.0,,True,True,False,
Wban_00907,protein_coding,,,,,0.0,,True,True,False,
Wban_00908,protein_coding,,,,,0.0,,True,True,False,
Wban_00909,protein_coding,TK/Met protein kinase  [Source:UniProtKB/TrEMBL;Acc:J9EME4],,,,0.0,,True,True,True,"IPR000719_Protein kinase domain, IPR001245_Serine-threonine/tyrosine-protein kinase, catalytic domain, IPR008266_Tyrosine-protein kinase, active site, IPR020635_Tyrosine-protein kinase, catalytic domain"
Wban_00910,protein_coding,,,,,0.0,,True,True,False,
Wban_00911,protein_coding,Immunoglobulin I-set domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EZQ4],ENSG00000067141,NEO1,ortholog_many2many,15.9889,11.8412,False,True,False,
Wban_00912,protein_coding,,,,,0.0,,True,True,False,
Wban_00913,protein_coding,,ENSG00000145041,DCAF1,ortholog_one2one,32.4755,35.1692,False,True,False,
Wban_00914,protein_coding,TBC domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9FAI6],ENSG00000011454,RABGAP1,ortholog_many2many,14.2045,7.0159,False,True,False,
Wban_00915,protein_coding,C2H2-type domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8E8R4],,,,0.0,,True,True,False,
Wban_00916,protein_coding,,,,,0.0,,True,True,False,
Wban_00917,protein_coding,,,,,0.0,,True,True,False,
Wban_00918,protein_coding,,ENSG00000138802,SEC24B,ortholog_one2many,37.5,28.3912,False,True,False,
Wban_00919,protein_coding,,,,,0.0,,True,True,False,
Wban_00920,protein_coding,poly(A)-specific ribonuclease  [Source:UniProtKB/TrEMBL;Acc:A0A1I8E8N6],ENSG00000174606,ANGEL2,ortholog_many2many,15.5372,17.2794,False,True,True,IPR005135_Endonuclease/exonuclease/phosphatase
Wban_00921,protein_coding,,,,,0.0,,True,True,False,
Wban_00922,protein_coding,PAN domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9AZF1],,,,0.0,,True,True,False,
Wban_00923,protein_coding,,,,,0.0,,True,True,False,
Wban_00924,protein_coding,Transmembrane protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8E9S7],,,,0.0,,True,True,False,
Wban_00925,protein_coding,G_PROTEIN_RECEP_F1_2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EDU7],,,,0.0,,True,True,False,
Wban_00926,protein_coding,SH2 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7E9C8],ENSG00000105647,PIK3R2,ortholog_one2many,27.6744,16.3462,False,True,False,
Wban_00927,protein_coding,,,,,0.0,,True,True,False,
Wban_00928,protein_coding,,,,,0.0,,True,True,False,
Wban_00929,protein_coding,,,,,0.0,,True,True,False,
Wban_00930,protein_coding,,,,,0.0,,True,True,False,
Wban_00931,protein_coding,5' nucleotidase  [Source:UniProtKB/TrEMBL;Acc:J9EV81],ENSG00000076685,NT5C2,ortholog_many2many,50.8197,49.7326,False,False,False,
Wban_00932,protein_coding,MAM domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ECY8],,,,0.0,,True,True,False,
Wban_00933,protein_coding,,,,,0.0,,True,True,False,
Wban_00934,protein_coding,Low-density lipoprotein receptor domain class A containing protein  [Source:UniProtKB/TrEMBL;Acc:J9F0Q0],,,,0.0,,True,True,False,
Wban_00935,protein_coding,Major facilitator superfamily (MFS) profile domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EJS7],ENSG00000118596,SLC16A7,ortholog_many2many,16.2733,27.4059,False,True,False,
Wban_00936,protein_coding,,ENSG00000055332,EIF2AK2,ortholog_many2many,10.6031,19.7822,False,True,True,"IPR000719_Protein kinase domain, IPR008271_Serine/threonine-protein kinase, active site"
Wban_00937,protein_coding,,,,,0.0,,True,True,False,
Wban_00938,protein_coding,,,,,0.0,,True,True,False,
Wban_00939,protein_coding,receptor protein-tyrosine kinase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ED91],,,,0.0,,True,True,True,"IPR000719_Protein kinase domain, IPR001245_Serine-threonine/tyrosine-protein kinase, catalytic domain, IPR008266_Tyrosine-protein kinase, active site, IPR020635_Tyrosine-protein kinase, catalytic domain"
Wban_00940,protein_coding,,,,,0.0,,True,True,False,
Wban_00941,protein_coding,Transmembrane protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8ED87],,,,0.0,,True,True,False,
Wban_00942,protein_coding,,,,,0.0,,True,True,False,
Wban_00943,protein_coding,Lebercilin domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9ECR4],,,,0.0,,True,True,False,
Wban_00944,protein_coding,,ENSG00000116833,NR5A2,ortholog_many2many,16.4021,17.1904,False,True,False,
Wban_00945,protein_coding,Proteasome subunit alpha type  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EC73],ENSG00000143106,PSMA5,ortholog_one2one,59.6774,61.4108,False,False,False,
Wban_00946,protein_coding,,ENSG00000179051,RCC2,ortholog_many2many,7.50395,18.1992,False,True,False,
Wban_00947,protein_coding,Purine nucleoside phosphorylase  [Source:UniProtKB/TrEMBL;Acc:J9BHY4],ENSG00000198805,PNP,ortholog_one2one,44.0678,44.9827,False,False,True,"IPR035994_Nucleoside phosphorylase superfamily, IPR011268_Purine nucleoside phosphorylase, IPR011270_Purine nucleoside phosphorylase I, inosine/guanosine-specific, IPR000845_Nucleoside phosphorylase domain"
Wban_00948,protein_coding,Protein kinase domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EZW6],ENSG00000167657,DAPK3,ortholog_many2many,11.3559,29.5154,False,True,True,"IPR000719_Protein kinase domain, IPR008271_Serine/threonine-protein kinase, active site"
Wban_00949,protein_coding,CPG4 domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EZD8],,,,0.0,,True,True,False,
Wban_00950,protein_coding,,,,,0.0,,True,True,False,
Wban_00951,protein_coding,Nematode cuticle collagen domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9EH31],,,,0.0,,True,True,False,
Wban_00952,protein_coding,,,,,0.0,,True,True,False,
Wban_00953,protein_coding,,,,,0.0,,True,True,False,
Wban_00954,protein_coding,,,,,0.0,,True,True,False,
Wban_00955,protein_coding,,ENSG00000029534,ANK1,ortholog_many2many,40.3217,41.3298,False,False,False,
Wban_00956,protein_coding,Ubiquitin-like domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A1I8E9N2],,,,0.0,,True,True,False,
Wban_00957,protein_coding,,ENSG00000145423,SFRP2,ortholog_many2many,34.5515,35.2542,False,True,False,
Wban_00958,protein_coding,HMG box domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A3P7G0S2],,,,0.0,,True,True,False,
Wban_00959,protein_coding,peptidylprolyl isomerase  [Source:UniProtKB/TrEMBL;Acc:J9BC46],ENSG00000173486,FKBP2,ortholog_one2one,58.3942,56.338,False,False,True,"IPR046357_Peptidyl-prolyl cis-trans isomerase domain superfamily, IPR001179_FKBP-type peptidyl-prolyl cis-trans isomerase domain, IPR044609_Peptidyl-prolyl cis-trans isomerase FKBP2/11"
Wban_00960,protein_coding,PurM-like C-terminal domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9FBK3],ENSG00000086475,SEPHS1,ortholog_one2many,51.2262,47.9592,False,False,False,
Wban_00961,protein_coding,HORMA domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:A0A183Y6P0],ENSG00000164109,MAD2L1,ortholog_one2one,50.7317,50.7317,False,False,False,
Wban_00962,protein_coding,Heme O synthase  [Source:UniProtKB/TrEMBL;Acc:J9AVA7],ENSG00000006695,COX10,ortholog_one2one,39.8892,32.5056,False,True,True,"IPR000537_UbiA prenyltransferase family, IPR006369_Protohaem IX farnesyltransferase"
Wban_00963,protein_coding,MGAT4B protein  [Source:UniProtKB/TrEMBL;Acc:J9EL41],ENSG00000071073,MGAT4A,ortholog_one2many,35.9168,35.514,False,True,False,
Wban_00964,protein_coding,Fatty acyl-CoA reductase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EQP5],ENSG00000197601,FAR1,ortholog_one2many,38.0414,39.2233,False,True,True,IPR026055_Fatty acyl-CoA reductase
Wban_00965,protein_coding,,ENSG00000133313,CNDP2,ortholog_one2many,31.0056,23.3684,False,True,True,IPR002933_Peptidase M20
Wban_00966,protein_coding,CNDP dipeptidase 2  [Source:UniProtKB/TrEMBL;Acc:J9ES96],ENSG00000133313,CNDP2,ortholog_one2many,50.0,20.0,False,False,False,
Wban_00967,protein_coding,ATP-dependent RNA helicase  [Source:UniProtKB/TrEMBL;Acc:J9EV84],ENSG00000064703,DDX20,ortholog_one2one,24.6518,21.4806,False,True,True,"IPR014014_RNA helicase, DEAD-box type, Q motif"
Wban_00968,protein_coding,Branched-chain-amino-acid aminotransferase  [Source:UniProtKB/TrEMBL;Acc:A0A3P7EJQ8],ENSG00000060982,BCAT1,ortholog_one2many,43.1925,47.6684,False,False,True,"IPR033939_Branched-chain aminotransferase, IPR005786_Branched-chain amino acid aminotransferase II, IPR018300_Aminotransferase, class IV, conserved site, IPR001544_Aminotransferase class IV, IPR036038_Aminotransferase-like, PLP-dependent enzymes"
Wban_00969,protein_coding,alpha-L-fucosidase  [Source:UniProtKB/TrEMBL;Acc:A0A1I8EQQ9],ENSG00000001036,FUCA2,ortholog_one2many,37.6726,40.8994,False,True,True,"IPR000933_Glycoside hydrolase, family 29, IPR018526_Glycoside hydrolase, family 29, conserved site, IPR016286_Alpha-L-fucosidase, metazoa-type"
Wban_00970,protein_coding,Peptidase M16 inactive domain-containing protein  [Source:UniProtKB/TrEMBL;Acc:J9ET09],ENSG00000140740,UQCRC2,ortholog_many2many,27.1028,25.6071,False,True,False,
Wban_00971,protein_coding,,,,,0.0,,True,True,False,
Wban_00972,protein_coding,,,,,0.0,,True,True,False,
Wban_00973,protein_coding,,,,,0.0,,True,True,False,
