Gene stable ID,is_gpcr_evidence,is_gpcr
TTRE4241,Encodes protein that lacks InterPro GPCR domains,False
TTRE4242,Encodes protein that lacks InterPro GPCR domains,False
TTRE4243,Encodes protein that lacks InterPro GPCR domains,False
TTRE4244,Encodes protein that lacks InterPro GPCR domains,False
TTRE4245,Encodes protein that lacks InterPro GPCR domains,False
TTRE4246,Encodes protein that lacks InterPro GPCR domains,False
TTRE4247,Encodes protein that lacks InterPro GPCR domains,False
TTRE4248,Encodes protein that lacks InterPro GPCR domains,False
TTRE4249,Encodes protein that lacks InterPro GPCR domains,False
TTRE425,Encodes protein that lacks InterPro GPCR domains,False
TTRE4250,Encodes protein that lacks InterPro GPCR domains,False
TTRE4251,Encodes protein that lacks InterPro GPCR domains,False
TTRE4252,Encodes protein that lacks InterPro GPCR domains,False
TTRE4253,Encodes protein that lacks InterPro GPCR domains,False
TTRE4254,Encodes protein that lacks InterPro GPCR domains,False
TTRE4255,Encodes protein that lacks InterPro GPCR domains,False
TTRE4256,Encodes protein that lacks InterPro GPCR domains,False
TTRE4257,Encodes protein that lacks InterPro GPCR domains,False
TTRE4258,Encodes protein that lacks InterPro GPCR domains,False
TTRE4259,Encodes protein that lacks InterPro GPCR domains,False
TTRE426,Encodes protein that lacks InterPro GPCR domains,False
TTRE4260,Encodes protein that lacks InterPro GPCR domains,False
TTRE4261,Encodes protein that lacks InterPro GPCR domains,False
TTRE4262,Encodes protein that lacks InterPro GPCR domains,False
TTRE4263,Encodes protein that lacks InterPro GPCR domains,False
TTRE4264,Encodes protein that lacks InterPro GPCR domains,False
TTRE4265,Encodes protein that lacks InterPro GPCR domains,False
TTRE4266,Encodes protein that lacks InterPro GPCR domains,False
TTRE4267,Encodes protein that lacks InterPro GPCR domains,False
TTRE4268,Encodes protein that lacks InterPro GPCR domains,False
TTRE4269,Encodes protein that lacks InterPro GPCR domains,False
TTRE427,Encodes protein that lacks InterPro GPCR domains,False
TTRE4270,Encodes protein that lacks InterPro GPCR domains,False
TTRE4271,Encodes protein that lacks InterPro GPCR domains,False
TTRE4272,Encodes protein that lacks InterPro GPCR domains,False
TTRE4273,Encodes protein that lacks InterPro GPCR domains,False
TTRE4274,Encodes protein that lacks InterPro GPCR domains,False
TTRE4275,Encodes protein that lacks InterPro GPCR domains,False
TTRE4276,Encodes protein that lacks InterPro GPCR domains,False
TTRE4277,Encodes protein that lacks InterPro GPCR domains,False
TTRE4278,Encodes protein that lacks InterPro GPCR domains,False
TTRE4279,Encodes protein that lacks InterPro GPCR domains,False
TTRE428,Encodes protein that lacks InterPro GPCR domains,False
TTRE4280,Encodes protein that lacks InterPro GPCR domains,False
TTRE4281,Encodes protein that lacks InterPro GPCR domains,False
TTRE4282,Encodes protein that lacks InterPro GPCR domains,False
TTRE4283,Encodes protein that lacks InterPro GPCR domains,False
TTRE4284,Encodes protein that lacks InterPro GPCR domains,False
TTRE4285,Encodes protein that lacks InterPro GPCR domains,False
TTRE4286,Encodes protein that lacks InterPro GPCR domains,False
TTRE4287,Encodes protein that lacks InterPro GPCR domains,False
TTRE4288,Encodes protein that lacks InterPro GPCR domains,False
TTRE4289,Encodes protein that lacks InterPro GPCR domains,False
TTRE429,Encodes protein that lacks InterPro GPCR domains,False
TTRE4290,Encodes protein that lacks InterPro GPCR domains,False
TTRE4291,Encodes protein that lacks InterPro GPCR domains,False
TTRE4292,Encodes protein that lacks InterPro GPCR domains,False
TTRE4293,Encodes protein that lacks InterPro GPCR domains,False
TTRE4294,Encodes protein that lacks InterPro GPCR domains,False
TTRE4295,Encodes protein that lacks InterPro GPCR domains,False
TTRE4296,Encodes protein that lacks InterPro GPCR domains,False
TTRE4297,Encodes protein that lacks InterPro GPCR domains,False
TTRE4298,Encodes protein that lacks InterPro GPCR domains,False
TTRE4299,Encodes protein that lacks InterPro GPCR domains,False
TTRE43,Encodes protein that lacks InterPro GPCR domains,False
TTRE430,Encodes protein that lacks InterPro GPCR domains,False
TTRE4300,Encodes protein that lacks InterPro GPCR domains,False
TTRE4301,Encodes protein that lacks InterPro GPCR domains,False
TTRE4302,Encodes protein that lacks InterPro GPCR domains,False
TTRE4303,Encodes protein that lacks InterPro GPCR domains,False
TTRE4304,Encodes protein that lacks InterPro GPCR domains,False
TTRE4305,Encodes protein that lacks InterPro GPCR domains,False
TTRE4306,Encodes protein that lacks InterPro GPCR domains,False
TTRE4307,Encodes protein that lacks InterPro GPCR domains,False
TTRE4308,Encodes protein that lacks InterPro GPCR domains,False
TTRE4309,Encodes protein that lacks InterPro GPCR domains,False
TTRE431,Encodes protein that lacks InterPro GPCR domains,False
TTRE4310,Encodes protein that lacks InterPro GPCR domains,False
TTRE4311,Encodes protein that lacks InterPro GPCR domains,False
TTRE4312,Encodes protein that lacks InterPro GPCR domains,False
TTRE4313,Encodes protein that lacks InterPro GPCR domains,False
TTRE4314,Encodes protein that lacks InterPro GPCR domains,False
TTRE4315,Encodes protein that lacks InterPro GPCR domains,False
TTRE4316,Encodes protein that lacks InterPro GPCR domains,False
TTRE4317,Encodes protein that lacks InterPro GPCR domains,False
TTRE4318,Encodes protein that lacks InterPro GPCR domains,False
TTRE4319,Encodes protein that lacks InterPro GPCR domains,False
TTRE432,Encodes protein that lacks InterPro GPCR domains,False
TTRE4320,Encodes protein that lacks InterPro GPCR domains,False
TTRE4321,Encodes protein that lacks InterPro GPCR domains,False
TTRE4322,Encodes protein that lacks InterPro GPCR domains,False
TTRE4323,Encodes protein that lacks InterPro GPCR domains,False
TTRE4324,Encodes protein that lacks InterPro GPCR domains,False
TTRE4325,Encodes protein that lacks InterPro GPCR domains,False
TTRE4326,Encodes protein that lacks InterPro GPCR domains,False
TTRE4327,Encodes protein that lacks InterPro GPCR domains,False
TTRE4328,Encodes protein that lacks InterPro GPCR domains,False
TTRE4329,Encodes protein that lacks InterPro GPCR domains,False
TTRE433,Encodes protein that lacks InterPro GPCR domains,False
TTRE4330,Encodes protein that lacks InterPro GPCR domains,False
TTRE4331,Encodes protein that lacks InterPro GPCR domains,False
TTRE4332,Encodes protein that lacks InterPro GPCR domains,False
TTRE4333,Encodes protein that lacks InterPro GPCR domains,False
TTRE4334,Encodes protein that lacks InterPro GPCR domains,False
TTRE4335,Encodes protein that lacks InterPro GPCR domains,False
TTRE4336,Encodes protein that lacks InterPro GPCR domains,False
TTRE4337,Encodes protein that lacks InterPro GPCR domains,False
TTRE4338,Encodes protein that lacks InterPro GPCR domains,False
TTRE4339,Encodes protein that lacks InterPro GPCR domains,False
TTRE434,Encodes protein that lacks InterPro GPCR domains,False
TTRE4340,Encodes protein that lacks InterPro GPCR domains,False
TTRE4341,Encodes protein that lacks InterPro GPCR domains,False
TTRE4342,Encodes protein that lacks InterPro GPCR domains,False
TTRE4343,Encodes protein that lacks InterPro GPCR domains,False
TTRE4344,Encodes protein that lacks InterPro GPCR domains,False
TTRE4345,Encodes protein that lacks InterPro GPCR domains,False
TTRE4346,Encodes protein that lacks InterPro GPCR domains,False
TTRE4347,Encodes protein that lacks InterPro GPCR domains,False
TTRE4348,Encodes protein that lacks InterPro GPCR domains,False
TTRE4349,Encodes protein that lacks InterPro GPCR domains,False
TTRE435,Encodes protein that lacks InterPro GPCR domains,False
TTRE4350,Encodes protein that lacks InterPro GPCR domains,False
TTRE4351,Encodes protein that lacks InterPro GPCR domains,False
TTRE4352,Encodes protein that lacks InterPro GPCR domains,False
TTRE4353,Encodes protein that lacks InterPro GPCR domains,False
TTRE4354,Encodes protein that lacks InterPro GPCR domains,False
TTRE4355,Encodes protein that lacks InterPro GPCR domains,False
TTRE4356,Encodes protein that lacks InterPro GPCR domains,False
TTRE4357,Encodes protein that lacks InterPro GPCR domains,False
TTRE4358,Encodes protein that lacks InterPro GPCR domains,False
TTRE4359,Encodes protein that lacks InterPro GPCR domains,False
TTRE436,Encodes protein that lacks InterPro GPCR domains,False
TTRE4360,Encodes protein that lacks InterPro GPCR domains,False
TTRE4361,Encodes protein that lacks InterPro GPCR domains,False
TTRE4362,Encodes protein that lacks InterPro GPCR domains,False
TTRE4363,Encodes protein that lacks InterPro GPCR domains,False
TTRE4364,Encodes protein that lacks InterPro GPCR domains,False
TTRE4365,Encodes protein that lacks InterPro GPCR domains,False
TTRE4366,Encodes protein that lacks InterPro GPCR domains,False
TTRE4367,Encodes protein that lacks InterPro GPCR domains,False
TTRE4368,Encodes protein that lacks InterPro GPCR domains,False
TTRE4369,Encodes protein that lacks InterPro GPCR domains,False
TTRE437,Encodes protein that lacks InterPro GPCR domains,False
TTRE4370,Encodes protein that lacks InterPro GPCR domains,False
TTRE4371,Encodes protein that lacks InterPro GPCR domains,False
TTRE4372,Encodes protein that lacks InterPro GPCR domains,False
TTRE4373,Encodes protein that lacks InterPro GPCR domains,False
TTRE4374,Encodes protein that lacks InterPro GPCR domains,False
TTRE4375,Encodes protein that lacks InterPro GPCR domains,False
TTRE4376,Encodes protein that lacks InterPro GPCR domains,False
TTRE4377,Encodes protein that lacks InterPro GPCR domains,False
TTRE4378,Encodes protein that lacks InterPro GPCR domains,False
TTRE4379,Encodes protein that lacks InterPro GPCR domains,False
TTRE438,Encodes protein that lacks InterPro GPCR domains,False
TTRE4380,Encodes protein that lacks InterPro GPCR domains,False
TTRE4381,Encodes protein that lacks InterPro GPCR domains,False
TTRE4382,Encodes protein that lacks InterPro GPCR domains,False
TTRE4383,Encodes protein that lacks InterPro GPCR domains,False
TTRE4384,Encodes protein that lacks InterPro GPCR domains,False
TTRE4385,Encodes protein that lacks InterPro GPCR domains,False
TTRE4386,Encodes protein that lacks InterPro GPCR domains,False
TTRE4387,Encodes protein that lacks InterPro GPCR domains,False
TTRE4388,Encodes protein that lacks InterPro GPCR domains,False
TTRE4389,Encodes protein that lacks InterPro GPCR domains,False
TTRE439,Encodes protein that lacks InterPro GPCR domains,False
TTRE4390,Encodes protein that lacks InterPro GPCR domains,False
TTRE4391,Encodes protein that lacks InterPro GPCR domains,False
TTRE4392,Encodes protein that lacks InterPro GPCR domains,False
TTRE4393,Encodes protein that lacks InterPro GPCR domains,False
TTRE4394,Encodes protein that lacks InterPro GPCR domains,False
TTRE4395,Encodes protein that lacks InterPro GPCR domains,False
TTRE4396,Encodes protein that lacks InterPro GPCR domains,False
TTRE4397,Encodes protein that lacks InterPro GPCR domains,False
TTRE4398,Encodes protein that lacks InterPro GPCR domains,False
TTRE4399,Encodes protein that lacks InterPro GPCR domains,False
TTRE44,Encodes protein that lacks InterPro GPCR domains,False
TTRE440,Encodes protein that lacks InterPro GPCR domains,False
TTRE4400,Encodes protein that lacks InterPro GPCR domains,False
TTRE4401,Encodes protein that lacks InterPro GPCR domains,False
TTRE4402,Encodes protein that lacks InterPro GPCR domains,False
TTRE4403,Encodes protein that lacks InterPro GPCR domains,False
TTRE4404,Encodes protein that lacks InterPro GPCR domains,False
TTRE4405,Encodes protein that lacks InterPro GPCR domains,False
TTRE4406,Encodes protein that lacks InterPro GPCR domains,False
TTRE4407,Encodes protein that lacks InterPro GPCR domains,False
TTRE4408,Encodes protein that lacks InterPro GPCR domains,False
TTRE4409,Encodes protein that lacks InterPro GPCR domains,False
TTRE441,Encodes protein that lacks InterPro GPCR domains,False
TTRE4410,Encodes protein that lacks InterPro GPCR domains,False
TTRE4411,Encodes protein that lacks InterPro GPCR domains,False
TTRE4412,Encodes protein that lacks InterPro GPCR domains,False
TTRE4413,Encodes protein that lacks InterPro GPCR domains,False
TTRE4414,Encodes protein that lacks InterPro GPCR domains,False
TTRE4415,Encodes protein that lacks InterPro GPCR domains,False
TTRE4416,Encodes protein that lacks InterPro GPCR domains,False
TTRE4417,Encodes protein that lacks InterPro GPCR domains,False
TTRE4418,Encodes protein that lacks InterPro GPCR domains,False
TTRE4419,Encodes protein that lacks InterPro GPCR domains,False
TTRE442,Encodes protein that lacks InterPro GPCR domains,False
TTRE4420,Encodes protein that lacks InterPro GPCR domains,False
TTRE4421,Encodes protein that lacks InterPro GPCR domains,False
TTRE4422,Encodes protein that lacks InterPro GPCR domains,False
TTRE4423,Encodes protein that lacks InterPro GPCR domains,False
TTRE4424,Encodes protein that lacks InterPro GPCR domains,False
TTRE4425,Encodes protein that lacks InterPro GPCR domains,False
TTRE4426,Encodes protein that lacks InterPro GPCR domains,False
TTRE4427,Encodes protein that lacks InterPro GPCR domains,False
TTRE4428,Encodes protein that lacks InterPro GPCR domains,False
TTRE4429,Encodes protein that lacks InterPro GPCR domains,False
TTRE443,Encodes protein that lacks InterPro GPCR domains,False
TTRE4430,Encodes protein that lacks InterPro GPCR domains,False
TTRE4431,Encodes protein that lacks InterPro GPCR domains,False
TTRE4432,Encodes protein that lacks InterPro GPCR domains,False
TTRE4433,Encodes protein that lacks InterPro GPCR domains,False
TTRE4434,Encodes protein that lacks InterPro GPCR domains,False
TTRE4435,Encodes protein that lacks InterPro GPCR domains,False
TTRE4436,Encodes protein that lacks InterPro GPCR domains,False
TTRE4437,Encodes protein that lacks InterPro GPCR domains,False
TTRE4438,Encodes protein that lacks InterPro GPCR domains,False
TTRE4439,Encodes protein that lacks InterPro GPCR domains,False
TTRE444,Encodes protein that lacks InterPro GPCR domains,False
TTRE4440,Encodes protein that lacks InterPro GPCR domains,False
TTRE4441,Encodes protein that lacks InterPro GPCR domains,False
TTRE4442,Encodes protein that lacks InterPro GPCR domains,False
TTRE4443,Encodes protein that lacks InterPro GPCR domains,False
TTRE4444,Encodes protein that lacks InterPro GPCR domains,False
TTRE4445,Encodes protein that lacks InterPro GPCR domains,False
TTRE4446,Encodes protein that lacks InterPro GPCR domains,False
TTRE4447,Encodes protein that lacks InterPro GPCR domains,False
TTRE4448,Encodes protein that lacks InterPro GPCR domains,False
TTRE4449,Encodes protein that lacks InterPro GPCR domains,False
TTRE445,Encodes protein that lacks InterPro GPCR domains,False
TTRE4450,Encodes protein that lacks InterPro GPCR domains,False
TTRE4451,Encodes protein that lacks InterPro GPCR domains,False
TTRE4452,Encodes protein that lacks InterPro GPCR domains,False
TTRE4453,Encodes protein that lacks InterPro GPCR domains,False
TTRE4454,Encodes protein that lacks InterPro GPCR domains,False
TTRE4455,Encodes protein that lacks InterPro GPCR domains,False
TTRE4456,Encodes protein that lacks InterPro GPCR domains,False
TTRE4457,Encodes protein that lacks InterPro GPCR domains,False
TTRE4458,Encodes protein that lacks InterPro GPCR domains,False
TTRE4459,Encodes protein that lacks InterPro GPCR domains,False
TTRE446,Encodes protein that lacks InterPro GPCR domains,False
TTRE4460,Encodes protein that lacks InterPro GPCR domains,False
TTRE4461,Encodes protein that lacks InterPro GPCR domains,False
TTRE4462,Encodes protein that lacks InterPro GPCR domains,False
TTRE4463,Encodes protein that lacks InterPro GPCR domains,False
TTRE4464,Encodes protein that lacks InterPro GPCR domains,False
TTRE4465,Encodes protein that lacks InterPro GPCR domains,False
TTRE4466,Encodes protein that lacks InterPro GPCR domains,False
TTRE4467,Encodes protein that lacks InterPro GPCR domains,False
TTRE4468,Encodes protein that lacks InterPro GPCR domains,False
TTRE4469,Encodes protein that lacks InterPro GPCR domains,False
TTRE447,Encodes protein that lacks InterPro GPCR domains,False
TTRE4470,Encodes protein that lacks InterPro GPCR domains,False
TTRE4471,Encodes protein that lacks InterPro GPCR domains,False
TTRE4472,Encodes protein that lacks InterPro GPCR domains,False
TTRE4473,Encodes protein that lacks InterPro GPCR domains,False
TTRE4474,Encodes protein that lacks InterPro GPCR domains,False
TTRE4475,Encodes protein that lacks InterPro GPCR domains,False
TTRE4476,Encodes protein that lacks InterPro GPCR domains,False
TTRE4477,Encodes protein that lacks InterPro GPCR domains,False
TTRE4478,Encodes protein that lacks InterPro GPCR domains,False
TTRE4479,Encodes protein that lacks InterPro GPCR domains,False
TTRE448,Encodes protein that lacks InterPro GPCR domains,False
TTRE4480,Encodes protein that lacks InterPro GPCR domains,False
TTRE4482,Encodes protein that lacks InterPro GPCR domains,False
TTRE4483,Encodes protein that lacks InterPro GPCR domains,False
TTRE4484,Encodes protein that lacks InterPro GPCR domains,False
TTRE4485,Encodes protein that lacks InterPro GPCR domains,False
TTRE4486,Encodes protein that lacks InterPro GPCR domains,False
TTRE4487,Encodes protein that lacks InterPro GPCR domains,False
TTRE4488,Encodes protein that lacks InterPro GPCR domains,False
TTRE4489,Encodes protein that lacks InterPro GPCR domains,False
TTRE449,Encodes protein that lacks InterPro GPCR domains,False
TTRE4490,Encodes protein that lacks InterPro GPCR domains,False
TTRE4491,Encodes protein that lacks InterPro GPCR domains,False
TTRE4492,Encodes protein that lacks InterPro GPCR domains,False
TTRE4493,Encodes protein that lacks InterPro GPCR domains,False
TTRE4494,Encodes protein that lacks InterPro GPCR domains,False
TTRE4495,Encodes protein that lacks InterPro GPCR domains,False
TTRE4496,Encodes protein that lacks InterPro GPCR domains,False
TTRE4497,Encodes protein that lacks InterPro GPCR domains,False
TTRE4498,Encodes protein that lacks InterPro GPCR domains,False
TTRE4499,Encodes protein that lacks InterPro GPCR domains,False
TTRE45,Encodes protein that lacks InterPro GPCR domains,False
TTRE450,Encodes protein that lacks InterPro GPCR domains,False
TTRE4500,Encodes protein that lacks InterPro GPCR domains,False
TTRE4501,Encodes protein that lacks InterPro GPCR domains,False
TTRE4502,Encodes protein that lacks InterPro GPCR domains,False
TTRE4503,Encodes protein that lacks InterPro GPCR domains,False
TTRE4504,Encodes protein that lacks InterPro GPCR domains,False
TTRE4505,Encodes protein that lacks InterPro GPCR domains,False
TTRE4506,Encodes protein that lacks InterPro GPCR domains,False
TTRE4507,Encodes protein that lacks InterPro GPCR domains,False
TTRE4508,Encodes protein that lacks InterPro GPCR domains,False
TTRE4509,Encodes protein that lacks InterPro GPCR domains,False
TTRE451,Encodes protein that lacks InterPro GPCR domains,False
TTRE4510,Encodes protein that lacks InterPro GPCR domains,False
TTRE4511,Encodes protein that lacks InterPro GPCR domains,False
TTRE4512,Encodes protein that lacks InterPro GPCR domains,False
TTRE4513,Encodes protein that lacks InterPro GPCR domains,False
TTRE4514,Encodes protein that lacks InterPro GPCR domains,False
TTRE4515,Encodes protein that lacks InterPro GPCR domains,False
TTRE4516,Encodes protein that lacks InterPro GPCR domains,False
TTRE4517,Encodes protein that lacks InterPro GPCR domains,False
TTRE4518,Encodes protein that lacks InterPro GPCR domains,False
TTRE4519,Encodes protein that lacks InterPro GPCR domains,False
TTRE452,Encodes protein that lacks InterPro GPCR domains,False
TTRE4520,Encodes protein that lacks InterPro GPCR domains,False
TTRE4521,Encodes protein that lacks InterPro GPCR domains,False
TTRE4522,Encodes protein that lacks InterPro GPCR domains,False
TTRE4523,Encodes protein that lacks InterPro GPCR domains,False
TTRE4524,Encodes protein that lacks InterPro GPCR domains,False
TTRE4525,Encodes protein that lacks InterPro GPCR domains,False
TTRE4526,Encodes protein that lacks InterPro GPCR domains,False
TTRE4527,Encodes protein that lacks InterPro GPCR domains,False
TTRE4528,Encodes protein that lacks InterPro GPCR domains,False
TTRE4529,Encodes protein that lacks InterPro GPCR domains,False
TTRE453,Encodes protein that lacks InterPro GPCR domains,False
TTRE4530,Encodes protein that lacks InterPro GPCR domains,False
TTRE4531,Encodes protein that lacks InterPro GPCR domains,False
TTRE4532,Encodes protein that lacks InterPro GPCR domains,False
TTRE4533,Encodes protein that lacks InterPro GPCR domains,False
TTRE4534,Encodes protein that lacks InterPro GPCR domains,False
TTRE4535,Encodes protein that lacks InterPro GPCR domains,False
TTRE4536,Encodes protein that lacks InterPro GPCR domains,False
TTRE4537,Encodes protein that lacks InterPro GPCR domains,False
TTRE4538,Encodes protein that lacks InterPro GPCR domains,False
TTRE4539,Encodes protein that lacks InterPro GPCR domains,False
TTRE454,Encodes protein that lacks InterPro GPCR domains,False
TTRE4540,Encodes protein that lacks InterPro GPCR domains,False
TTRE4541,Encodes protein that lacks InterPro GPCR domains,False
TTRE4542,Encodes protein that lacks InterPro GPCR domains,False
TTRE4543,Encodes protein that lacks InterPro GPCR domains,False
TTRE4544,Encodes protein that lacks InterPro GPCR domains,False
TTRE4545,Encodes protein that lacks InterPro GPCR domains,False
TTRE4546,Encodes protein that lacks InterPro GPCR domains,False
TTRE4547,Encodes protein that lacks InterPro GPCR domains,False
TTRE4548,Encodes protein that lacks InterPro GPCR domains,False
TTRE4549,Encodes protein that lacks InterPro GPCR domains,False
TTRE455,Encodes protein that lacks InterPro GPCR domains,False
TTRE4550,Encodes protein that lacks InterPro GPCR domains,False
TTRE4551,Encodes protein that lacks InterPro GPCR domains,False
TTRE4552,Encodes protein that lacks InterPro GPCR domains,False
TTRE4553,Encodes protein that lacks InterPro GPCR domains,False
TTRE4554,Encodes protein that lacks InterPro GPCR domains,False
TTRE4555,Encodes protein that lacks InterPro GPCR domains,False
TTRE4556,Encodes protein that lacks InterPro GPCR domains,False
TTRE4557,Encodes protein that lacks InterPro GPCR domains,False
TTRE4558,Encodes protein that lacks InterPro GPCR domains,False
TTRE4559,Encodes protein that lacks InterPro GPCR domains,False
TTRE456,Encodes protein that lacks InterPro GPCR domains,False
TTRE4560,Encodes protein that lacks InterPro GPCR domains,False
TTRE4561,Encodes protein that lacks InterPro GPCR domains,False
TTRE4562,Encodes protein that lacks InterPro GPCR domains,False
TTRE4563,Encodes protein that lacks InterPro GPCR domains,False
TTRE4564,Encodes protein that lacks InterPro GPCR domains,False
TTRE4565,Encodes protein that lacks InterPro GPCR domains,False
TTRE4566,Encodes protein that lacks InterPro GPCR domains,False
TTRE4567,Encodes protein that lacks InterPro GPCR domains,False
TTRE4568,Encodes protein that lacks InterPro GPCR domains,False
TTRE4569,Encodes protein that lacks InterPro GPCR domains,False
TTRE457,Encodes protein that lacks InterPro GPCR domains,False
TTRE4570,Encodes protein that lacks InterPro GPCR domains,False
TTRE4571,Encodes protein that lacks InterPro GPCR domains,False
TTRE4572,Encodes protein that lacks InterPro GPCR domains,False
TTRE4573,Encodes protein that lacks InterPro GPCR domains,False
TTRE4574,Encodes protein that lacks InterPro GPCR domains,False
TTRE4575,Encodes protein that lacks InterPro GPCR domains,False
TTRE4576,Encodes protein that lacks InterPro GPCR domains,False
TTRE4577,Encodes protein that lacks InterPro GPCR domains,False
TTRE4578,Encodes protein that lacks InterPro GPCR domains,False
TTRE4579,Encodes protein that lacks InterPro GPCR domains,False
TTRE458,Encodes protein that lacks InterPro GPCR domains,False
TTRE4580,Encodes protein that lacks InterPro GPCR domains,False
TTRE4581,Encodes protein that lacks InterPro GPCR domains,False
TTRE4582,Encodes protein that lacks InterPro GPCR domains,False
TTRE4583,Encodes protein that lacks InterPro GPCR domains,False
TTRE4584,Encodes protein that lacks InterPro GPCR domains,False
TTRE4585,Encodes protein that lacks InterPro GPCR domains,False
TTRE4586,Encodes protein that lacks InterPro GPCR domains,False
TTRE4587,Encodes protein that lacks InterPro GPCR domains,False
TTRE4588,Encodes protein that lacks InterPro GPCR domains,False
TTRE4589,Encodes protein that lacks InterPro GPCR domains,False
TTRE459,Encodes protein that lacks InterPro GPCR domains,False
TTRE4590,Encodes protein that lacks InterPro GPCR domains,False
TTRE4591,Encodes protein that lacks InterPro GPCR domains,False
TTRE4592,Encodes protein that lacks InterPro GPCR domains,False
TTRE4593,Encodes protein that lacks InterPro GPCR domains,False
TTRE4594,Encodes protein that lacks InterPro GPCR domains,False
TTRE4595,Encodes protein that lacks InterPro GPCR domains,False
TTRE4596,Encodes protein that lacks InterPro GPCR domains,False
TTRE4597,Encodes protein that lacks InterPro GPCR domains,False
TTRE4598,Encodes protein that lacks InterPro GPCR domains,False
TTRE4599,Encodes protein that lacks InterPro GPCR domains,False
TTRE46,Encodes protein that lacks InterPro GPCR domains,False
TTRE460,Encodes protein that lacks InterPro GPCR domains,False
TTRE4600,Encodes protein that lacks InterPro GPCR domains,False
TTRE4601,Encodes protein that lacks InterPro GPCR domains,False
TTRE4602,Encodes protein that lacks InterPro GPCR domains,False
TTRE4603,Encodes protein that lacks InterPro GPCR domains,False
TTRE4604,Encodes protein that lacks InterPro GPCR domains,False
TTRE4605,Encodes protein that lacks InterPro GPCR domains,False
TTRE4606,Encodes protein that lacks InterPro GPCR domains,False
TTRE4607,Encodes protein that lacks InterPro GPCR domains,False
TTRE4608,Encodes protein that lacks InterPro GPCR domains,False
TTRE4609,Encodes protein that lacks InterPro GPCR domains,False
TTRE461,Encodes protein that lacks InterPro GPCR domains,False
TTRE4610,Encodes protein that lacks InterPro GPCR domains,False
TTRE4611,Encodes protein that lacks InterPro GPCR domains,False
TTRE4612,Encodes protein that lacks InterPro GPCR domains,False
TTRE4613,Encodes protein that lacks InterPro GPCR domains,False
TTRE4614,Encodes protein that lacks InterPro GPCR domains,False
TTRE4615,Encodes protein that lacks InterPro GPCR domains,False
TTRE4616,Encodes protein that lacks InterPro GPCR domains,False
TTRE4617,Encodes protein that lacks InterPro GPCR domains,False
TTRE4618,Encodes protein that lacks InterPro GPCR domains,False
TTRE4619,Encodes protein that lacks InterPro GPCR domains,False
TTRE462,Encodes protein that lacks InterPro GPCR domains,False
TTRE4620,Encodes protein that lacks InterPro GPCR domains,False
TTRE4621,Encodes protein that lacks InterPro GPCR domains,False
TTRE4622,Encodes protein that lacks InterPro GPCR domains,False
TTRE4623,Encodes protein that lacks InterPro GPCR domains,False
TTRE4624,Encodes protein that lacks InterPro GPCR domains,False
TTRE4625,Encodes protein that lacks InterPro GPCR domains,False
TTRE4626,Encodes protein that lacks InterPro GPCR domains,False
TTRE4627,Encodes protein that lacks InterPro GPCR domains,False
TTRE4628,Encodes protein that lacks InterPro GPCR domains,False
TTRE4629,Encodes protein that lacks InterPro GPCR domains,False
TTRE463,Encodes protein that lacks InterPro GPCR domains,False
TTRE4630,Encodes protein that lacks InterPro GPCR domains,False
TTRE4631,Encodes protein that lacks InterPro GPCR domains,False
TTRE4632,Encodes protein that lacks InterPro GPCR domains,False
TTRE4633,Encodes protein that lacks InterPro GPCR domains,False
TTRE4634,Encodes protein that lacks InterPro GPCR domains,False
TTRE4635,Encodes protein that lacks InterPro GPCR domains,False
TTRE4636,Encodes protein that lacks InterPro GPCR domains,False
TTRE4637,Encodes protein that lacks InterPro GPCR domains,False
TTRE4638,Encodes protein that lacks InterPro GPCR domains,False
TTRE4639,Encodes protein that lacks InterPro GPCR domains,False
TTRE464,Encodes protein that lacks InterPro GPCR domains,False
TTRE4640,Encodes protein that lacks InterPro GPCR domains,False
TTRE4641,Encodes protein that lacks InterPro GPCR domains,False
TTRE4642,Encodes protein that lacks InterPro GPCR domains,False
TTRE4643,Encodes protein that lacks InterPro GPCR domains,False
TTRE4644,Encodes protein that lacks InterPro GPCR domains,False
TTRE4645,Encodes protein that lacks InterPro GPCR domains,False
TTRE4646,Encodes protein that lacks InterPro GPCR domains,False
TTRE4647,Encodes protein that lacks InterPro GPCR domains,False
TTRE4648,Encodes protein that lacks InterPro GPCR domains,False
TTRE4649,Encodes protein that lacks InterPro GPCR domains,False
TTRE465,Encodes protein that lacks InterPro GPCR domains,False
TTRE4650,Encodes protein that lacks InterPro GPCR domains,False
TTRE4651,Encodes protein that lacks InterPro GPCR domains,False
TTRE4652,Encodes protein that lacks InterPro GPCR domains,False
TTRE4653,Encodes protein that lacks InterPro GPCR domains,False
TTRE4654,Encodes protein that lacks InterPro GPCR domains,False
TTRE4655,Encodes protein that lacks InterPro GPCR domains,False
TTRE4656,Encodes protein that lacks InterPro GPCR domains,False
TTRE4657,Encodes protein that lacks InterPro GPCR domains,False
TTRE4658,Encodes protein that lacks InterPro GPCR domains,False
TTRE4659,Encodes protein that lacks InterPro GPCR domains,False
TTRE466,Encodes protein that lacks InterPro GPCR domains,False
TTRE4660,Encodes protein that lacks InterPro GPCR domains,False
TTRE4661,Encodes protein that lacks InterPro GPCR domains,False
TTRE4662,Encodes protein that lacks InterPro GPCR domains,False
