Gene stable ID	is_gpcr	is_gpcr_evidence
TTRE12205	False	Encodes protein that lacks InterPro GPCR domains
TTRE12206	False	Encodes protein that lacks InterPro GPCR domains
TTRE12207	False	Encodes protein that lacks InterPro GPCR domains
TTRE12208	False	Encodes protein that lacks InterPro GPCR domains
TTRE12209	False	Encodes protein that lacks InterPro GPCR domains
TTRE1221	False	Encodes protein that lacks InterPro GPCR domains
TTRE12210	False	Encodes protein that lacks InterPro GPCR domains
TTRE12211	False	Encodes protein that lacks InterPro GPCR domains
TTRE12212	False	Encodes protein that lacks InterPro GPCR domains
TTRE12213	False	Encodes protein that lacks InterPro GPCR domains
TTRE12214	False	Encodes protein that lacks InterPro GPCR domains
TTRE12215	False	Encodes protein that lacks InterPro GPCR domains
TTRE12216	False	Encodes protein that lacks InterPro GPCR domains
TTRE12217	False	Encodes protein that lacks InterPro GPCR domains
TTRE12218	False	Encodes protein that lacks InterPro GPCR domains
TTRE12219	False	Encodes protein that lacks InterPro GPCR domains
TTRE1222	False	Encodes protein that lacks InterPro GPCR domains
TTRE12220	False	Encodes protein that lacks InterPro GPCR domains
TTRE12221	False	Encodes protein that lacks InterPro GPCR domains
TTRE12222	False	Encodes protein that lacks InterPro GPCR domains
TTRE12223	False	Encodes protein that lacks InterPro GPCR domains
TTRE12224	False	Encodes protein that lacks InterPro GPCR domains
TTRE12225	False	Encodes protein that lacks InterPro GPCR domains
TTRE12226	False	Encodes protein that lacks InterPro GPCR domains
TTRE12227	False	Encodes protein that lacks InterPro GPCR domains
TTRE12228	False	Encodes protein that lacks InterPro GPCR domains
TTRE12229	False	Encodes protein that lacks InterPro GPCR domains
TTRE1223	False	Encodes protein that lacks InterPro GPCR domains
TTRE12230	False	Encodes protein that lacks InterPro GPCR domains
TTRE12231	False	Encodes protein that lacks InterPro GPCR domains
TTRE12232	False	Encodes protein that lacks InterPro GPCR domains
TTRE12233	False	Encodes protein that lacks InterPro GPCR domains
TTRE12234	False	Encodes protein that lacks InterPro GPCR domains
TTRE12235	False	Encodes protein that lacks InterPro GPCR domains
TTRE12236	False	Encodes protein that lacks InterPro GPCR domains
TTRE12237	False	Encodes protein that lacks InterPro GPCR domains
TTRE12238	False	Encodes protein that lacks InterPro GPCR domains
TTRE12239	False	Encodes protein that lacks InterPro GPCR domains
TTRE1224	False	Encodes protein that lacks InterPro GPCR domains
TTRE12240	False	Encodes protein that lacks InterPro GPCR domains
TTRE12241	False	Encodes protein that lacks InterPro GPCR domains
TTRE12242	False	Encodes protein that lacks InterPro GPCR domains
TTRE12243	False	Encodes protein that lacks InterPro GPCR domains
TTRE12244	False	Encodes protein that lacks InterPro GPCR domains
TTRE12245	False	Encodes protein that lacks InterPro GPCR domains
TTRE12246	False	Encodes protein that lacks InterPro GPCR domains
TTRE12247	False	Encodes protein that lacks InterPro GPCR domains
TTRE12248	False	Encodes protein that lacks InterPro GPCR domains
TTRE12249	False	Encodes protein that lacks InterPro GPCR domains
TTRE1225	False	Encodes protein that lacks InterPro GPCR domains
TTRE12250	False	Encodes protein that lacks InterPro GPCR domains
TTRE12251	False	Encodes protein that lacks InterPro GPCR domains
TTRE12252	False	Encodes protein that lacks InterPro GPCR domains
TTRE12253	False	Encodes protein that lacks InterPro GPCR domains
TTRE12254	False	Encodes protein that lacks InterPro GPCR domains
TTRE12255	False	Encodes protein that lacks InterPro GPCR domains
TTRE12256	False	Encodes protein that lacks InterPro GPCR domains
TTRE12257	False	Encodes protein that lacks InterPro GPCR domains
TTRE12258	False	Encodes protein that lacks InterPro GPCR domains
TTRE12259	False	Encodes protein that lacks InterPro GPCR domains
TTRE1226	False	Encodes protein that lacks InterPro GPCR domains
TTRE12260	False	Encodes protein that lacks InterPro GPCR domains
TTRE12261	False	Encodes protein that lacks InterPro GPCR domains
TTRE12262	False	Encodes protein that lacks InterPro GPCR domains
TTRE12263	False	Encodes protein that lacks InterPro GPCR domains
TTRE12264	False	Encodes protein that lacks InterPro GPCR domains
TTRE12265	False	Encodes protein that lacks InterPro GPCR domains
TTRE12266	False	Encodes protein that lacks InterPro GPCR domains
TTRE12267	False	Encodes protein that lacks InterPro GPCR domains
TTRE12268	False	Encodes protein that lacks InterPro GPCR domains
TTRE12269	False	Encodes protein that lacks InterPro GPCR domains
TTRE1227	False	Encodes protein that lacks InterPro GPCR domains
TTRE12270	False	Encodes protein that lacks InterPro GPCR domains
TTRE12271	False	Encodes protein that lacks InterPro GPCR domains
TTRE12272	False	Encodes protein that lacks InterPro GPCR domains
TTRE12273	False	Encodes protein that lacks InterPro GPCR domains
TTRE12274	False	Encodes protein that lacks InterPro GPCR domains
TTRE12275	False	Encodes protein that lacks InterPro GPCR domains
TTRE12276	False	Encodes protein that lacks InterPro GPCR domains
TTRE12277	False	Encodes protein that lacks InterPro GPCR domains
TTRE12278	False	Encodes protein that lacks InterPro GPCR domains
TTRE12279	False	Encodes protein that lacks InterPro GPCR domains
TTRE1228	False	Encodes protein that lacks InterPro GPCR domains
TTRE12280	False	Encodes protein that lacks InterPro GPCR domains
TTRE12281	False	Encodes protein that lacks InterPro GPCR domains
TTRE12282	False	Encodes protein that lacks InterPro GPCR domains
TTRE12283	False	Encodes protein that lacks InterPro GPCR domains
TTRE12284	False	Encodes protein that lacks InterPro GPCR domains
TTRE12285	False	Encodes protein that lacks InterPro GPCR domains
TTRE12286	False	Encodes protein that lacks InterPro GPCR domains
TTRE12287	False	Encodes protein that lacks InterPro GPCR domains
TTRE12288	False	Encodes protein that lacks InterPro GPCR domains
TTRE12289	False	Encodes protein that lacks InterPro GPCR domains
TTRE1229	False	Encodes protein that lacks InterPro GPCR domains
TTRE12290	False	Encodes protein that lacks InterPro GPCR domains
TTRE12291	False	Encodes protein that lacks InterPro GPCR domains
TTRE12292	False	Encodes protein that lacks InterPro GPCR domains
TTRE12293	False	Encodes protein that lacks InterPro GPCR domains
TTRE12294	False	Encodes protein that lacks InterPro GPCR domains
TTRE12295	False	Encodes protein that lacks InterPro GPCR domains
TTRE12296	False	Encodes protein that lacks InterPro GPCR domains
TTRE12297	False	Encodes protein that lacks InterPro GPCR domains
TTRE12298	False	Encodes protein that lacks InterPro GPCR domains
TTRE12299	False	Encodes protein that lacks InterPro GPCR domains
TTRE123	False	Encodes protein that lacks InterPro GPCR domains
TTRE1230	False	Encodes protein that lacks InterPro GPCR domains
TTRE12300	False	Encodes protein that lacks InterPro GPCR domains
TTRE12301	False	Encodes protein that lacks InterPro GPCR domains
TTRE12302	False	Encodes protein that lacks InterPro GPCR domains
TTRE12303	False	Encodes protein that lacks InterPro GPCR domains
TTRE12304	False	Encodes protein that lacks InterPro GPCR domains
TTRE12305	False	Encodes protein that lacks InterPro GPCR domains
TTRE12306	False	Encodes protein that lacks InterPro GPCR domains
TTRE12307	False	Encodes protein that lacks InterPro GPCR domains
TTRE12308	False	Encodes protein that lacks InterPro GPCR domains
TTRE12309	False	Encodes protein that lacks InterPro GPCR domains
TTRE1231	False	Encodes protein that lacks InterPro GPCR domains
TTRE12310	False	Encodes protein that lacks InterPro GPCR domains
TTRE12311	False	Encodes protein that lacks InterPro GPCR domains
TTRE12312	False	Encodes protein that lacks InterPro GPCR domains
TTRE12313	False	Encodes protein that lacks InterPro GPCR domains
TTRE12314	False	Encodes protein that lacks InterPro GPCR domains
TTRE12315	False	Encodes protein that lacks InterPro GPCR domains
TTRE12316	False	Encodes protein that lacks InterPro GPCR domains
TTRE12317	False	Encodes protein that lacks InterPro GPCR domains
TTRE12318	False	Encodes protein that lacks InterPro GPCR domains
TTRE12319	False	Encodes protein that lacks InterPro GPCR domains
TTRE1232	False	Encodes protein that lacks InterPro GPCR domains
TTRE12320	False	Encodes protein that lacks InterPro GPCR domains
TTRE12321	False	Encodes protein that lacks InterPro GPCR domains
TTRE12322	False	Encodes protein that lacks InterPro GPCR domains
TTRE12323	False	Encodes protein that lacks InterPro GPCR domains
TTRE12324	False	Encodes protein that lacks InterPro GPCR domains
TTRE12325	False	Encodes protein that lacks InterPro GPCR domains
TTRE12326	False	Encodes protein that lacks InterPro GPCR domains
TTRE12327	False	Encodes protein that lacks InterPro GPCR domains
TTRE12328	False	Encodes protein that lacks InterPro GPCR domains
TTRE12329	False	Encodes protein that lacks InterPro GPCR domains
TTRE1233	False	Encodes protein that lacks InterPro GPCR domains
TTRE12330	False	Encodes protein that lacks InterPro GPCR domains
TTRE12331	False	Encodes protein that lacks InterPro GPCR domains
TTRE12332	False	Encodes protein that lacks InterPro GPCR domains
TTRE12333	False	Encodes protein that lacks InterPro GPCR domains
TTRE12334	False	Encodes protein that lacks InterPro GPCR domains
TTRE12335	False	Encodes protein that lacks InterPro GPCR domains
TTRE12336	False	Encodes protein that lacks InterPro GPCR domains
TTRE12337	False	Encodes protein that lacks InterPro GPCR domains
TTRE12338	False	Encodes protein that lacks InterPro GPCR domains
TTRE12339	False	Encodes protein that lacks InterPro GPCR domains
TTRE1234	False	Encodes protein that lacks InterPro GPCR domains
TTRE12340	False	Encodes protein that lacks InterPro GPCR domains
TTRE12341	False	Encodes protein that lacks InterPro GPCR domains
TTRE12342	False	Encodes protein that lacks InterPro GPCR domains
TTRE12343	False	Encodes protein that lacks InterPro GPCR domains
TTRE12344	False	Encodes protein that lacks InterPro GPCR domains
TTRE12345	False	Encodes protein that lacks InterPro GPCR domains
TTRE12346	False	Encodes protein that lacks InterPro GPCR domains
TTRE12347	False	Encodes protein that lacks InterPro GPCR domains
TTRE12348	False	Encodes protein that lacks InterPro GPCR domains
TTRE12349	False	Encodes protein that lacks InterPro GPCR domains
TTRE1235	False	Encodes protein that lacks InterPro GPCR domains
TTRE12350	False	Encodes protein that lacks InterPro GPCR domains
TTRE12351	False	Encodes protein that lacks InterPro GPCR domains
TTRE12352	False	Encodes protein that lacks InterPro GPCR domains
TTRE12353	False	Encodes protein that lacks InterPro GPCR domains
TTRE12354	False	Encodes protein that lacks InterPro GPCR domains
TTRE12355	False	Encodes protein that lacks InterPro GPCR domains
TTRE12356	False	Encodes protein that lacks InterPro GPCR domains
TTRE12357	False	Encodes protein that lacks InterPro GPCR domains
TTRE12358	False	Encodes protein that lacks InterPro GPCR domains
TTRE12359	False	Encodes protein that lacks InterPro GPCR domains
TTRE1236	False	Encodes protein that lacks InterPro GPCR domains
TTRE12360	False	Encodes protein that lacks InterPro GPCR domains
TTRE12361	False	Encodes protein that lacks InterPro GPCR domains
TTRE12362	False	Encodes protein that lacks InterPro GPCR domains
TTRE12363	False	Encodes protein that lacks InterPro GPCR domains
TTRE12364	False	Encodes protein that lacks InterPro GPCR domains
TTRE12365	False	Encodes protein that lacks InterPro GPCR domains
TTRE12366	False	Encodes protein that lacks InterPro GPCR domains
TTRE12367	False	Encodes protein that lacks InterPro GPCR domains
TTRE12368	False	Encodes protein that lacks InterPro GPCR domains
TTRE12369	False	Encodes protein that lacks InterPro GPCR domains
TTRE1237	False	Encodes protein that lacks InterPro GPCR domains
TTRE12370	False	Encodes protein that lacks InterPro GPCR domains
TTRE12371	False	Encodes protein that lacks InterPro GPCR domains
TTRE12372	False	Encodes protein that lacks InterPro GPCR domains
TTRE12373	False	Encodes protein that lacks InterPro GPCR domains
TTRE12374	False	Encodes protein that lacks InterPro GPCR domains
TTRE12375	True	Encodes protein with InterPro domain(s): IPR017452 - GPCR, rhodopsin-like, 7TM
TTRE12376	False	Encodes protein that lacks InterPro GPCR domains
TTRE12377	False	Encodes protein that lacks InterPro GPCR domains
TTRE12378	False	Encodes protein that lacks InterPro GPCR domains
TTRE12379	False	Encodes protein that lacks InterPro GPCR domains
TTRE1238	False	Encodes protein that lacks InterPro GPCR domains
TTRE12380	False	Encodes protein that lacks InterPro GPCR domains
TTRE12381	False	Encodes protein that lacks InterPro GPCR domains
TTRE12382	False	Encodes protein that lacks InterPro GPCR domains
TTRE12383	False	Encodes protein that lacks InterPro GPCR domains
TTRE12384	False	Encodes protein that lacks InterPro GPCR domains
TTRE12385	False	Encodes protein that lacks InterPro GPCR domains
TTRE12386	False	Encodes protein that lacks InterPro GPCR domains
TTRE12387	False	Encodes protein that lacks InterPro GPCR domains
TTRE12388	False	Encodes protein that lacks InterPro GPCR domains
TTRE12389	False	Encodes protein that lacks InterPro GPCR domains
TTRE1239	False	Encodes protein that lacks InterPro GPCR domains
TTRE12390	False	Encodes protein that lacks InterPro GPCR domains
TTRE12391	False	Encodes protein that lacks InterPro GPCR domains
TTRE12392	False	Encodes protein that lacks InterPro GPCR domains
TTRE12393	False	Encodes protein that lacks InterPro GPCR domains
TTRE12394	False	Encodes protein that lacks InterPro GPCR domains
TTRE12395	False	Encodes protein that lacks InterPro GPCR domains
TTRE12396	False	Encodes protein that lacks InterPro GPCR domains
TTRE12397	False	Encodes protein that lacks InterPro GPCR domains
TTRE12398	False	Encodes protein that lacks InterPro GPCR domains
TTRE12399	False	Encodes protein that lacks InterPro GPCR domains
TTRE124	False	Encodes protein that lacks InterPro GPCR domains
TTRE1240	False	Encodes protein that lacks InterPro GPCR domains
TTRE12400	False	Encodes protein that lacks InterPro GPCR domains
TTRE12401	False	Encodes protein that lacks InterPro GPCR domains
TTRE12402	False	Encodes protein that lacks InterPro GPCR domains
TTRE12403	False	Encodes protein that lacks InterPro GPCR domains
TTRE12404	False	Encodes protein that lacks InterPro GPCR domains
TTRE12405	False	Encodes protein that lacks InterPro GPCR domains
TTRE12406	False	Encodes protein that lacks InterPro GPCR domains
TTRE12407	False	Encodes protein that lacks InterPro GPCR domains
TTRE12408	False	Encodes protein that lacks InterPro GPCR domains
TTRE12409	False	Encodes protein that lacks InterPro GPCR domains
TTRE1241	False	Encodes protein that lacks InterPro GPCR domains
TTRE12410	False	Encodes protein that lacks InterPro GPCR domains
TTRE12411	False	Encodes protein that lacks InterPro GPCR domains
TTRE12412	True	Encodes protein with InterPro domain(s): IPR017452 - GPCR, rhodopsin-like, 7TM; IPR019427 - 7TM GPCR, serpentine receptor class w (Srw)
TTRE12413	False	Encodes protein that lacks InterPro GPCR domains
TTRE12414	False	Encodes protein that lacks InterPro GPCR domains
TTRE12415	False	Encodes protein that lacks InterPro GPCR domains
TTRE12416	False	Encodes protein that lacks InterPro GPCR domains
TTRE12417	False	Encodes protein that lacks InterPro GPCR domains
TTRE12418	False	Encodes protein that lacks InterPro GPCR domains
TTRE12419	False	Encodes protein that lacks InterPro GPCR domains
TTRE1242	False	Encodes protein that lacks InterPro GPCR domains
TTRE12420	False	Encodes protein that lacks InterPro GPCR domains
TTRE12421	False	Encodes protein that lacks InterPro GPCR domains
TTRE12422	False	Encodes protein that lacks InterPro GPCR domains
TTRE12423	False	Encodes protein that lacks InterPro GPCR domains
TTRE12424	False	Encodes protein that lacks InterPro GPCR domains
TTRE12425	False	Encodes protein that lacks InterPro GPCR domains
TTRE12426	False	Encodes protein that lacks InterPro GPCR domains
TTRE12427	False	Encodes protein that lacks InterPro GPCR domains
TTRE12428	False	Encodes protein that lacks InterPro GPCR domains
TTRE12429	False	Encodes protein that lacks InterPro GPCR domains
TTRE1243	False	Encodes protein that lacks InterPro GPCR domains
TTRE12430	False	Encodes protein that lacks InterPro GPCR domains
TTRE12431	False	Encodes protein that lacks InterPro GPCR domains
TTRE12432	False	Encodes protein that lacks InterPro GPCR domains
TTRE12433	False	Encodes protein that lacks InterPro GPCR domains
TTRE12434	False	Encodes protein that lacks InterPro GPCR domains
TTRE12435	False	Encodes protein that lacks InterPro GPCR domains
TTRE12436	False	Encodes protein that lacks InterPro GPCR domains
TTRE12437	False	Encodes protein that lacks InterPro GPCR domains
TTRE12438	False	Encodes protein that lacks InterPro GPCR domains
TTRE12439	False	Encodes protein that lacks InterPro GPCR domains
TTRE1244	False	Encodes protein that lacks InterPro GPCR domains
TTRE12440	False	Encodes protein that lacks InterPro GPCR domains
TTRE12441	False	Encodes protein that lacks InterPro GPCR domains
TTRE12442	False	Encodes protein that lacks InterPro GPCR domains
TTRE12443	False	Encodes protein that lacks InterPro GPCR domains
TTRE12444	False	Encodes protein that lacks InterPro GPCR domains
TTRE12445	False	Encodes protein that lacks InterPro GPCR domains
TTRE12446	False	Encodes protein that lacks InterPro GPCR domains
TTRE12447	False	Encodes protein that lacks InterPro GPCR domains
TTRE12448	False	Encodes protein that lacks InterPro GPCR domains
TTRE12449	False	Encodes protein that lacks InterPro GPCR domains
TTRE1245	False	Encodes protein that lacks InterPro GPCR domains
TTRE12450	False	Encodes protein that lacks InterPro GPCR domains
TTRE12451	False	Encodes protein that lacks InterPro GPCR domains
TTRE12452	False	Encodes protein that lacks InterPro GPCR domains
TTRE12453	False	Encodes protein that lacks InterPro GPCR domains
TTRE12454	False	Encodes protein that lacks InterPro GPCR domains
TTRE12455	False	Encodes protein that lacks InterPro GPCR domains
TTRE12456	False	Encodes protein that lacks InterPro GPCR domains
TTRE12457	False	Encodes protein that lacks InterPro GPCR domains
TTRE12458	False	Encodes protein that lacks InterPro GPCR domains
TTRE12459	False	Encodes protein that lacks InterPro GPCR domains
TTRE1246	False	Encodes protein that lacks InterPro GPCR domains
TTRE12460	False	Encodes protein that lacks InterPro GPCR domains
TTRE12461	False	Encodes protein that lacks InterPro GPCR domains
TTRE12462	False	Encodes protein that lacks InterPro GPCR domains
TTRE12463	False	Encodes protein that lacks InterPro GPCR domains
TTRE12464	False	Encodes protein that lacks InterPro GPCR domains
TTRE12465	False	Encodes protein that lacks InterPro GPCR domains
TTRE12466	False	Encodes protein that lacks InterPro GPCR domains
TTRE12467	False	Encodes protein that lacks InterPro GPCR domains
TTRE12468	False	Encodes protein that lacks InterPro GPCR domains
TTRE12469	False	Encodes protein that lacks InterPro GPCR domains
TTRE1247	False	Encodes protein that lacks InterPro GPCR domains
TTRE12470	False	Encodes protein that lacks InterPro GPCR domains
TTRE12471	False	Encodes protein that lacks InterPro GPCR domains
TTRE12472	False	Encodes protein that lacks InterPro GPCR domains
TTRE12473	False	Encodes protein that lacks InterPro GPCR domains
TTRE12474	False	Encodes protein that lacks InterPro GPCR domains
TTRE12475	False	Encodes protein that lacks InterPro GPCR domains
TTRE12476	False	Encodes protein that lacks InterPro GPCR domains
TTRE12477	False	Encodes protein that lacks InterPro GPCR domains
TTRE12478	False	Encodes protein that lacks InterPro GPCR domains
TTRE12479	False	Encodes protein that lacks InterPro GPCR domains
TTRE1248	False	Encodes protein that lacks InterPro GPCR domains
TTRE12480	False	Encodes protein that lacks InterPro GPCR domains
TTRE12481	False	Encodes protein that lacks InterPro GPCR domains
TTRE12482	False	Encodes protein that lacks InterPro GPCR domains
TTRE12483	False	Encodes protein that lacks InterPro GPCR domains
TTRE12484	False	Encodes protein that lacks InterPro GPCR domains
TTRE12485	False	Encodes protein that lacks InterPro GPCR domains
TTRE12486	False	Encodes protein that lacks InterPro GPCR domains
TTRE12487	False	Encodes protein that lacks InterPro GPCR domains
TTRE12488	False	Encodes protein that lacks InterPro GPCR domains
TTRE12489	False	Encodes protein that lacks InterPro GPCR domains
TTRE1249	False	Encodes protein that lacks InterPro GPCR domains
TTRE12490	False	Encodes protein that lacks InterPro GPCR domains
TTRE12491	False	Encodes protein that lacks InterPro GPCR domains
TTRE12492	False	Encodes protein that lacks InterPro GPCR domains
TTRE12493	False	Encodes protein that lacks InterPro GPCR domains
TTRE12494	False	Encodes protein that lacks InterPro GPCR domains
TTRE12495	False	Encodes protein that lacks InterPro GPCR domains
TTRE12496	False	Encodes protein that lacks InterPro GPCR domains
TTRE12497	False	Encodes protein that lacks InterPro GPCR domains
TTRE12498	False	Encodes protein that lacks InterPro GPCR domains
TTRE12499	False	Encodes protein that lacks InterPro GPCR domains
TTRE125	False	Encodes protein that lacks InterPro GPCR domains
TTRE1250	False	Encodes protein that lacks InterPro GPCR domains
TTRE12500	False	Encodes protein that lacks InterPro GPCR domains
TTRE12501	False	Encodes protein that lacks InterPro GPCR domains
TTRE12502	False	Encodes protein that lacks InterPro GPCR domains
TTRE12503	False	Encodes protein that lacks InterPro GPCR domains
TTRE12504	False	Encodes protein that lacks InterPro GPCR domains
TTRE12505	False	Encodes protein that lacks InterPro GPCR domains
TTRE12506	False	Encodes protein that lacks InterPro GPCR domains
TTRE12507	False	Encodes protein that lacks InterPro GPCR domains
TTRE12508	False	Encodes protein that lacks InterPro GPCR domains
TTRE12509	False	Encodes protein that lacks InterPro GPCR domains
TTRE1251	False	Encodes protein that lacks InterPro GPCR domains
TTRE12510	False	Encodes protein that lacks InterPro GPCR domains
TTRE12511	False	Encodes protein that lacks InterPro GPCR domains
TTRE12512	False	Encodes protein that lacks InterPro GPCR domains
TTRE12513	False	Encodes protein that lacks InterPro GPCR domains
TTRE12514	False	Encodes protein that lacks InterPro GPCR domains
TTRE12515	False	Encodes protein that lacks InterPro GPCR domains
TTRE12516	False	Encodes protein that lacks InterPro GPCR domains
TTRE12517	False	Encodes protein that lacks InterPro GPCR domains
TTRE12518	False	Encodes protein that lacks InterPro GPCR domains
TTRE12519	False	Encodes protein that lacks InterPro GPCR domains
TTRE1252	False	Encodes protein that lacks InterPro GPCR domains
TTRE12520	False	Encodes protein that lacks InterPro GPCR domains
TTRE12521	False	Encodes protein that lacks InterPro GPCR domains
TTRE12522	False	Encodes protein that lacks InterPro GPCR domains
TTRE12523	False	Encodes protein that lacks InterPro GPCR domains
TTRE12524	False	Encodes protein that lacks InterPro GPCR domains
TTRE12525	False	Encodes protein that lacks InterPro GPCR domains
TTRE12526	False	Encodes protein that lacks InterPro GPCR domains
TTRE12527	False	Encodes protein that lacks InterPro GPCR domains
TTRE12528	False	Encodes protein that lacks InterPro GPCR domains
TTRE12529	False	Encodes protein that lacks InterPro GPCR domains
TTRE1253	False	Encodes protein that lacks InterPro GPCR domains
TTRE12530	False	Encodes protein that lacks InterPro GPCR domains
TTRE12531	False	Encodes protein that lacks InterPro GPCR domains
TTRE12532	False	Encodes protein that lacks InterPro GPCR domains
TTRE12533	False	Encodes protein that lacks InterPro GPCR domains
TTRE12534	False	Encodes protein that lacks InterPro GPCR domains
TTRE12535	False	Encodes protein that lacks InterPro GPCR domains
TTRE12536	False	Encodes protein that lacks InterPro GPCR domains
TTRE12537	False	Encodes protein that lacks InterPro GPCR domains
TTRE12538	False	Encodes protein that lacks InterPro GPCR domains
TTRE12539	False	Encodes protein that lacks InterPro GPCR domains
TTRE1254	False	Encodes protein that lacks InterPro GPCR domains
TTRE12540	False	Encodes protein that lacks InterPro GPCR domains
TTRE12541	False	Encodes protein that lacks InterPro GPCR domains
TTRE12542	False	Encodes protein that lacks InterPro GPCR domains
TTRE12543	False	Encodes protein that lacks InterPro GPCR domains
TTRE12544	False	Encodes protein that lacks InterPro GPCR domains
TTRE12545	False	Encodes protein that lacks InterPro GPCR domains
TTRE12546	False	Encodes protein that lacks InterPro GPCR domains
TTRE12547	False	Encodes protein that lacks InterPro GPCR domains
TTRE12548	False	Encodes protein that lacks InterPro GPCR domains
TTRE12549	False	Encodes protein that lacks InterPro GPCR domains
TTRE1255	False	Encodes protein that lacks InterPro GPCR domains
TTRE12550	False	Encodes protein that lacks InterPro GPCR domains
TTRE12551	False	Encodes protein that lacks InterPro GPCR domains
TTRE12552	False	Encodes protein that lacks InterPro GPCR domains
TTRE12553	False	Encodes protein that lacks InterPro GPCR domains
TTRE12554	False	Encodes protein that lacks InterPro GPCR domains
TTRE12555	False	Encodes protein that lacks InterPro GPCR domains
TTRE12556	False	Encodes protein that lacks InterPro GPCR domains
TTRE12557	False	Encodes protein that lacks InterPro GPCR domains
TTRE12558	False	Encodes protein that lacks InterPro GPCR domains
TTRE12559	False	Encodes protein that lacks InterPro GPCR domains
TTRE1256	False	Encodes protein that lacks InterPro GPCR domains
TTRE12560	False	Encodes protein that lacks InterPro GPCR domains
TTRE12561	False	Encodes protein that lacks InterPro GPCR domains
TTRE12562	False	Encodes protein that lacks InterPro GPCR domains
TTRE12563	False	Encodes protein that lacks InterPro GPCR domains
TTRE12564	False	Encodes protein that lacks InterPro GPCR domains
TTRE12565	False	Encodes protein that lacks InterPro GPCR domains
TTRE12566	False	Encodes protein that lacks InterPro GPCR domains
TTRE12567	False	Encodes protein that lacks InterPro GPCR domains
TTRE12568	False	Encodes protein that lacks InterPro GPCR domains
TTRE12569	False	Encodes protein that lacks InterPro GPCR domains
TTRE1257	False	Encodes protein that lacks InterPro GPCR domains
TTRE12570	False	Encodes protein that lacks InterPro GPCR domains
TTRE12571	False	Encodes protein that lacks InterPro GPCR domains
TTRE12572	False	Encodes protein that lacks InterPro GPCR domains
TTRE12573	False	Encodes protein that lacks InterPro GPCR domains
TTRE12574	False	Encodes protein that lacks InterPro GPCR domains
TTRE12575	False	Encodes protein that lacks InterPro GPCR domains
TTRE12576	False	Encodes protein that lacks InterPro GPCR domains
TTRE12577	False	Encodes protein that lacks InterPro GPCR domains
TTRE12578	False	Encodes protein that lacks InterPro GPCR domains
TTRE12579	False	Encodes protein that lacks InterPro GPCR domains
TTRE1258	False	Encodes protein that lacks InterPro GPCR domains
TTRE12580	False	Encodes protein that lacks InterPro GPCR domains
TTRE12581	False	Encodes protein that lacks InterPro GPCR domains
TTRE12582	False	Encodes protein that lacks InterPro GPCR domains
TTRE12583	False	Encodes protein that lacks InterPro GPCR domains
TTRE12584	False	Encodes protein that lacks InterPro GPCR domains
TTRE12585	False	Encodes protein that lacks InterPro GPCR domains
TTRE12586	False	Encodes protein that lacks InterPro GPCR domains
TTRE12587	False	Encodes protein that lacks InterPro GPCR domains
TTRE12588	False	Encodes protein that lacks InterPro GPCR domains
TTRE12589	False	Encodes protein that lacks InterPro GPCR domains
TTRE1259	False	Encodes protein that lacks InterPro GPCR domains
TTRE12590	False	Encodes protein that lacks InterPro GPCR domains
TTRE12591	False	Encodes protein that lacks InterPro GPCR domains
TTRE12592	False	Encodes protein that lacks InterPro GPCR domains
TTRE12593	False	Encodes protein that lacks InterPro GPCR domains
TTRE12594	False	Encodes protein that lacks InterPro GPCR domains
TTRE12595	False	Encodes protein that lacks InterPro GPCR domains
TTRE12596	False	Encodes protein that lacks InterPro GPCR domains
TTRE12597	False	Encodes protein that lacks InterPro GPCR domains
TTRE12598	False	Encodes protein that lacks InterPro GPCR domains
TTRE12599	False	Encodes protein that lacks InterPro GPCR domains
TTRE126	False	Encodes protein that lacks InterPro GPCR domains
TTRE1260	False	Encodes protein that lacks InterPro GPCR domains
TTRE12600	False	Encodes protein that lacks InterPro GPCR domains
TTRE12601	False	Encodes protein that lacks InterPro GPCR domains
TTRE12602	False	Encodes protein that lacks InterPro GPCR domains
TTRE12603	False	Encodes protein that lacks InterPro GPCR domains
TTRE12604	False	Encodes protein that lacks InterPro GPCR domains
TTRE12605	False	Encodes protein that lacks InterPro GPCR domains
TTRE12606	False	Encodes protein that lacks InterPro GPCR domains
TTRE12607	False	Encodes protein that lacks InterPro GPCR domains
TTRE12608	False	Encodes protein that lacks InterPro GPCR domains
TTRE12609	False	Encodes protein that lacks InterPro GPCR domains
TTRE1261	False	Encodes protein that lacks InterPro GPCR domains
TTRE12610	False	Encodes protein that lacks InterPro GPCR domains
TTRE12611	False	Encodes protein that lacks InterPro GPCR domains
TTRE12612	False	Encodes protein that lacks InterPro GPCR domains
TTRE12613	False	Encodes protein that lacks InterPro GPCR domains
TTRE12614	False	Encodes protein that lacks InterPro GPCR domains
TTRE12615	False	Encodes protein that lacks InterPro GPCR domains
TTRE12616	False	Encodes protein that lacks InterPro GPCR domains
TTRE12617	False	Encodes protein that lacks InterPro GPCR domains
TTRE12618	False	Encodes protein that lacks InterPro GPCR domains
TTRE12619	False	Encodes protein that lacks InterPro GPCR domains
TTRE1262	False	Encodes protein that lacks InterPro GPCR domains
TTRE12620	False	Encodes protein that lacks InterPro GPCR domains
TTRE12621	False	Encodes protein that lacks InterPro GPCR domains
